@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.6773,8.6371,2.9389,14.4644,-1.2126,-1.6136,10.3351,3.2148,13.053,-2.0814,-0.4731,10.8787,3.2983,12.6601,-1.1969,5.2288,5.7963,2.4076,11.4253,0.0441,0.4197,1.4317,-0.1295,3.4109,-0.3086,-0.0905,0.9142,0.891,1.2207,0.9747,1.3353,1.37,0.8357,0.794,1.4901,0.95,1.783,1.8768,0.8991,1.1493,-15.0235,1.2783,-16.7096,-13.0718,1.5432,1.1344,0.5469,0.7351,0.3544,0.4821,1.1081,1.1425,1.266,1.031,1.1425,1.1081,0.0187,8.11,0.8345,-0.0564,-0.3569,0.3786,-0.6799,-0.3068,-0.1198,0.0458,0.2141,0.6853,-16.1183,-0.1989,0.0014,0.0375,0.2711,?,-0.8585,0.0125,0.1116,0.9313,?,0.6021,0.1395,0.2317,5.7116,1.9181,0.3358,32.6226,3.6792,0.1128,2.38,0.6929,0.2911,0,0,1,2.5277,0.7359,0.2911,0.0092,1.2024,-0.0168,-0.9635,0.2367,3.1015,9.1502,3.0249,8.2162,0.0661,2.1036,7.7451,2.783,10.5937,-1.7024,7.745,5.2354,2.2881,7.7367,0.1607,1.4744,0.4004,0.2716,1.0869,1.322,1.2163,1.1814,1.7478,1.4794,-0.0871,0.3926,-4.5064,2.2442,0.9544,0.4253,0.7756,1.062,1.3693,0.0887,14.1631,-0.8057,-0.9003,0.9774,DESTRA_PANTALONI
2.3936,3.3118,1.8198,5.847,-0.0469,-1.127,8.5394,2.9222,11.1126,-1.1325,1.0693,12.5209,3.5385,12.6746,-0.7795,5.1197,6.3029,2.5106,7.9261,0.0716,-2.1238,2.2385,0.4675,-1.054,-0.2201,0.2088,0.6228,0.5143,0.7249,0.8258,1.164,1.4094,0.3878,0.2645,0.5254,0.682,1.3548,1.9865,0.0444,0.0472,-0.4282,1.063,-9.65,-9.0783,1.0718,0.7841,0.6542,0.7316,0.6104,0.8343,0.5262,0.4613,0.7377,0.8768,1.402,1.5991,0.1297,8.0211,-0.2426,-0.2996,0.8048,0.4548,-0.0926,0.1386,0.0922,0.0007,0.0258,0.1089,0.1484,-0.2697,0.0626,0.2502,0.734,?,-0.0702,0.0041,0.064,0.2451,-1.3009,-0.3421,-1.3144,3.8424,0.1031,0.4035,3.9119,0.0106,0.1628,15.3029,-0.0259,-0.137,5.2977,0,1.2009,0,0.1484,0.4445,2.9953,0.0034,0.4511,0.0894,-0.3446,-0.7145,2.6359,4.251,2.0618,7.0273,0.0774,1.0124,0.6117,0.7821,2.2031,-0.1146,8.3452,2.6582,1.6304,5.5605,0.4663,2.6037,0.3159,0.1213,2.6362,1.2646,0.4797,6.9496,1.5992,0.2301,-2.6034,0.1214,-0.0466,3.8538,0.7312,0.1897,3.1897,1.2638,0.3962,0.1013,12.0413,-0.8953,-0.9178,0.8396,DESTRA_PANTALONI
-0.2985,0.5194,0.7207,2.7975,-0.7689,-0.9292,3.3105,1.8195,6.8859,-0.7618,-0.626,3.1675,1.7797,6.9919,-0.6703,2.6595,1.2687,1.1264,5.2527,0.0919,0.3212,0.4768,-0.1122,1.4843,-0.3494,-0.2354,0.3961,0.4049,0.6398,1.0223,1.6153,1.5801,0.1569,0.164,0.4093,1.0451,2.6093,2.4966,0.4084,0.4334,-2.2862,1.0611,-5.5979,-5.2755,0.4046,0.3778,0.2734,0.9337,0.6757,0.7236,0.4063,0.4001,0.5326,0.9849,1.3109,1.3311,0.0116,4.1737,0.6158,0.4016,0.0188,0.9598,0.2599,0.2542,0.6494,0,0.0034,0.0147,0.9775,0.0467,0.0003,0.0161,0.0592,0.0534,-0.5029,0.0006,0.0245,0.5571,?,13.9014,-1.2914,-0.0929,0.2099,0.1377,0.6562,0.044,0.019,0.4306,191.0051,-1.1452,-0.006,10.4396,0,0,0.2486,0.0264,0.1062,0.0082,1.199,0.1268,-0.504,0.5828,-6.9347,0.0678,0.2604,7.2101,?,6.7681,0.0605,0.2459,0.7154,0.9008,1.4854,0.0083,0.0909,0.3934,0.7824,-1.0246,-4.6686,4.5564,1.0589,2.8633,2.7039,1.1213,8.1984,7.3112,-1.1098,-5.0987,4.5944,0,0,3.9902,10.0789,18.3284,1.8185,0.098,15.1881,0.9965,0.7261,0.6684,DESTRA_PANTALONI
-0.0403,3.8814,1.9701,7.598,-1.1526,-0.4391,3.4615,1.8605,6.8712,-1.4009,0.0913,10.8,3.2863,12.6044,-1.6305,4.003,2.3221,1.5238,7.1237,0.1097,0.0918,-0.4412,-0.0101,-4.807,-0.1097,0.0228,1.0589,0.5995,1.2929,0.5661,1.2209,2.1566,1.1213,0.3594,1.6715,0.3205,1.4907,4.651,1.0147,0.5207,-4.6359,0.5132,-4.5687,-8.9029,1.2334,0.7367,0.4411,0.5973,0.3577,0.5989,1.1058,0.6028,1.0666,0.5451,0.9646,1.7694,0.0045,6.1745,-0.8623,-0.6826,-0.0122,0.5459,-0.1795,-0.3477,0.2571,0.0058,0.0761,0.2532,0.3847,-0.138,0.0398,0.1996,0.4913,-6.3777,0.6382,0.0073,0.0853,0.2519,0.6626,-1.8624,0.4028,-0.2163,0.3811,0.8918,2.3399,0.1452,0.7953,5.4751,-0.3728,0.3202,-0.8587,6.1801,0.5513,0.0892,0.5154,1.0053,1.9504,0.0069,1.0759,-0.9585,0.9061,-0.8799,4.4381,10.1683,3.1888,7.8398,0.0892,1.0332,7.8799,2.8071,6.9803,-0.9898,7.2539,4.7975,2.1903,5.8991,0.3609,4.2956,0.6118,0.1424,1.136,1.4558,1.2816,1.2904,2.1195,1.6425,-0.221,0.2303,-1.0421,2.4536,0.9324,0.38,1.1231,1.329,1.1833,0.0848,14.5319,-0.9473,-0.9441,0.9891,DESTRA_PANTALONI
-0.6466,9.8376,3.1365,17.3633,-2.1671,-3.9094,59.3567,7.7043,36.3991,-1.5964,0.0802,29.5416,5.4352,22.8016,-0.5614,8.136,48.2495,6.9462,21.8929,0.0296,0.1654,-8.0672,-0.0795,-48.7722,-0.4805,0.0099,0.4071,0.5771,0.4515,1.4175,1.1091,0.7825,0.1657,0.333,0.2039,2.0093,1.2302,0.6123,0.5309,1.4491,-17.8085,2.7297,-33.546,-12.2891,0.3911,0.3754,0.243,0.96,0.6214,0.6473,0.477,0.7615,0.7931,1.5963,1.6626,1.0415,0.0204,11.8991,0.3187,-0.416,-0.4967,0.2979,-0.7153,0.2366,0.125,0.0402,0.2006,0.7132,-1.4813,-0.2215,0.0435,0.2085,0.6219,?,-0.1539,0.0144,0.1201,0.4438,-1.4403,-0.5644,-0.8126,1.4398,0.962,1.6703,1.7362,0.9255,2.79,3.0145,0.6847,1.6255,2.3742,0,1.5805,0,1.1469,1.6071,1.4013,0.0015,0.6251,0.8719,-0.9127,-0.7031,2.8734,12.7081,3.5648,10.3128,-0.1069,2.7491,14.6207,3.8237,13.6718,-1.423,6.8937,5.4993,2.3451,7.1729,0.1648,1.0452,0.4168,0.3988,0.9323,1.5202,1.6305,0.8692,2.3109,2.6587,0.1241,-0.7037,-5.6714,1.6511,1.0847,0.657,0.7543,1.4377,1.906,0.0408,14.6543,-0.7344,-0.8442,0.9403,DESTRA_PANTALONI
1.0893,9.9431,3.1533,15.7921,-0.8029,-4.0156,43.5353,6.5981,29.8344,-3.4081,0.1007,29.6488,5.4451,22.2459,-0.617,7.813,39.4059,6.2774,26.6792,0.0068,-0.2713,10.8191,0.1394,-39.8827,-0.514,0.0129,0.4779,0.5791,0.5023,1.2118,1.0511,0.8674,0.2284,0.3354,0.2523,1.4684,1.1048,0.7524,0.3049,0.8285,-38.3547,2.7175,-125.799,-46.293,1.2942,0.6367,0.3261,0.492,0.252,0.5122,0.5293,0.7099,0.5919,1.3411,1.1183,0.8338,0.0217,12.1159,-0.5129,0.1561,0.441,-0.333,-0.882,0.5243,0.2756,0.0499,0.2235,0.9547,-0.7238,0.1203,0.0429,0.2071,0.8756,-0.8082,0.6901,0.2112,0.4595,1.7376,-0.9356,2.2912,0.3994,0.1743,1.0791,0.4863,0.4507,1.1645,0.2365,0.2031,1.0243,0.4773,0.466,1.1438,0.617,0.5394,1.0904,0.5495,0.5039,0.0039,1.3653,-0.8499,0.7009,-0.4046,4.3016,8.2305,2.8689,9.3009,0.0077,2.9093,18.7305,4.3279,14.5701,-1.4251,6.2059,3.6831,1.9191,5.7342,0.3038,1.4786,0.6931,0.4688,0.6629,1.4949,2.2551,0.4394,2.2347,5.0855,-0.0084,0.0289,-3.4225,1.5601,1.1381,0.7295,0.6384,1.622,2.5409,0.0419,15.4568,-0.4242,-0.8645,0.8067,DESTRA_PANTALONI
-0.9898,18.5428,4.3061,21.7549,-2.1949,-3.7348,70.0493,8.3695,36.6787,-1.4447,0.6846,52.1561,7.2219,30.5416,-0.4609,10.2016,52.0727,7.2161,25.0967,0.0079,0.265,-1.4459,-0.097,-5.4556,-0.3661,0.0671,0.5145,0.5963,0.5967,1.1589,1.1598,1.0008,0.2647,0.3555,0.3561,1.3431,1.3452,1.0016,0.6895,1.551,-74.9801,2.2493,-108.7415,-48.3438,0.4538,0.3257,0.2692,0.7177,0.5931,0.8264,0.5931,0.7123,0.8668,1.2009,1.4615,1.217,0.0202,15.2146,0.4855,-0.4189,-0.583,0.4064,-0.3478,0.4365,0.1588,0.0826,0.2874,0.8399,-1.1876,-0.2555,0.0277,0.1664,0.5842,?,-0.1872,0.017,0.1306,0.5286,-1.9395,-0.6217,-0.8486,1.3649,1.7269,2.2008,1.2744,2.9822,4.8435,1.6241,0.7805,1.3071,1.6748,0,2.1348,0,1.4377,1.5887,1.105,0.0018,0.7778,0.6529,-0.729,-0.0101,3.0629,9.5464,3.0897,9.2926,0.0133,3.7878,26.0519,5.1041,15.3321,-1.1525,5.8713,2.4205,1.5558,5.236,0.2763,0.8086,0.5217,0.6451,0.6053,1.986,3.2807,0.3664,3.944,10.7631,-0.0153,0.0628,-4.1068,1.3222,1.3017,0.9845,0.6061,1.7747,2.9282,0.0393,15.0236,-0.5228,-0.8695,0.8014,DESTRA_PANTALONI
0.7027,17.76,4.2143,21.9074,-1.3285,-3.6488,43.9052,6.6261,29.7469,-6.0944,1.1449,44.9782,6.7066,28.1504,-0.4197,8.23,54.0284,7.3504,30.5502,0.0405,-0.1926,0.6138,0.0854,-3.1869,-0.4434,0.1391,0.636,0.6284,0.5733,0.988,0.9015,0.9124,0.4045,0.3949,0.3287,0.9761,0.8126,0.8325,0.4891,1.5019,-9.6996,3.0706,-19.8307,-6.4581,2.2438,0.4745,0.2955,0.2115,0.1317,0.6228,0.7365,0.7782,0.7171,1.0567,0.9737,0.9214,0.0401,12.6444,-0.2173,-0.3914,0.0492,-0.5809,-0.9084,0.6883,0.1724,0.0071,0.0842,0.3946,-0.1309,-0.1154,0.0365,0.191,0.619,-17.2003,0.4166,0.0056,0.0751,0.3511,0.5062,-1.4936,0.4138,-0.2771,0.441,1.1213,2.5428,0.1944,1.2573,6.4661,0.0781,-0.1269,-1.6255,10.26,0.4908,0.0478,0.6375,1.1239,1.763,0.0048,0.7193,0.1031,-0.5063,-0.8319,2.87,6.3388,2.5177,8.2208,0.0078,1.6493,9.8872,3.1444,12.7285,-2.0268,8.0461,4.1843,2.0455,6.5085,0.3222,1.7401,0.3567,0.205,0.8007,1.2308,1.5372,0.6411,1.5149,2.363,-0.0076,0.021,-2.7549,1.9703,0.8629,0.4379,0.6459,1.2631,1.9557,0.0897,14.1414,-0.4186,-0.8583,0.8049,DESTRA_PANTALONI
-0.6459,7.6715,2.7698,18.6184,-0.7517,-0.8391,13.5624,3.6827,21.4217,-0.9112,-0.4763,5.2628,2.2941,11.9698,-1.0754,4.5076,7.526,2.7434,12.1641,0.0558,0.7697,1.3561,-0.1433,1.7619,-0.1862,-0.1057,0.7521,1.2073,1.0096,1.6053,1.3424,0.8362,0.5656,1.4577,1.0193,2.577,1.8021,0.6993,0.7823,1.2882,-11.1065,1.6467,-14.1971,-8.6218,0.9483,1.8429,0.825,1.9434,0.87,0.4477,0.8691,1.5555,1.5306,1.7897,1.7611,0.984,0.0062,6.6723,0.6004,0.0246,-0.1797,0.3998,0.0471,0.1823,-0.0963,0.0022,0.0468,0.1734,?,-0.5449,0.0118,0.1087,0.6635,?,-0.4796,0.0236,0.1536,0.6477,?,0.1767,0.2008,1.1363,0.4303,0.3045,0.7076,0.1852,0.0927,0.5007,0.2614,0.2678,1.0244,1,1,1,0.2614,0.2678,1.0244,0.0039,1.1208,-0.1472,-0.581,0.7889,7.122,1.025,1.0124,3.9311,0.5615,4.1502,9.8053,3.1313,9.1183,-0.0945,3.5185,5.0267,2.242,6.1169,0.1219,1.716,2.0242,1.1796,0.3233,0.4516,1.3967,0.1045,0.2039,1.9507,-6.3933,5.9251,-0.9268,1.076,1.2868,1.1959,0.4311,0.6427,1.4907,0.0479,14.9244,-0.6852,0.2977,-0.8342,SINISTRA_PANTALONI
0.5695,1.0372,1.0184,4.0267,-0.3867,-0.5871,2.0602,1.4353,5.2427,-1.2736,-0.0983,1.6772,1.2951,5.543,-0.7313,2.229,0.4846,0.6961,2.6553,0.2738,-0.97,-5.795,0.2555,5.974,-0.2634,-0.0441,0.7095,0.7864,1.463,1.1083,2.0619,1.8604,0.5034,0.6184,2.1403,1.2283,4.2513,3.4611,0.3823,0.4796,-1.1217,1.2543,-2.9338,-2.339,1.2593,0.907,0.7942,0.7202,0.6307,0.8756,0.7681,0.7265,1.5165,0.9458,1.9744,2.0875,0.0045,3.2119,0.4782,-0.1683,0.2019,0.7054,0.4161,0.3701,0.0218,0.0122,0.1104,0.3525,-0.7834,-0.7452,0.0001,0.0109,0.7579,?,-0.4127,0.0056,0.0746,0.5212,?,-0.0293,-0.0529,1.8057,10.1138,1.4795,0.1463,102.289,2.1888,0.0214,0.2043,0.2971,1.4542,0,0,1,0.4651,0.6764,1.4542,0.0046,1.2556,-0.2453,0.9934,-0.1503,7.3414,0.0217,0.1472,0.5161,0.9328,6.3566,0.0209,0.1444,0.5352,0.9183,-1.3364,0.0399,0.1997,1.552,?,1.1549,-5.4935,-4.7566,1.019,0.7372,0.7234,1.0384,0.5435,0.5233,1.1922,-4.6181,-3.8738,1.1735,0,0,0.9644,0.3325,0.3448,0.053,15.0343,-0.9873,0.827,-0.7272,SINISTRA_PANTALONI
