@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0057,1.0628,1.0309,11.8389,-0.998,-6.2865,6.5241,2.5542,16.5242,?,9.5468,1.8801,1.3712,14.253,0.1986,11.6157,5.2042,2.2813,18.8476,0.1974,0.0009,-0.0006,-0.0005,-0.6585,-0.5412,0.8219,0.4036,0.7518,0.4519,1.8628,1.1197,0.6011,0.1629,0.5653,0.2042,3.47,1.2536,0.3613,0.3579,-1.6739,-1.2759,-4.6775,-3.5653,0.7622,0,0.3332,0.2523,0,0,0.7574,0.7165,0.8306,0.6281,1.1594,0.8767,0.7562,0.0387,16.3549,0.0183,-0.2174,-0.0875,-0.4438,-0.9041,0.774,2.6924,0.988,0.994,2.9587,0.3701,-8.6747,0.1687,0.4108,9.6311,?,2.8793,4.2274,2.0561,5.6959,-0.1813,-0.3104,0.9351,-3.0128,2.4197,0.4834,0.1998,5.855,0.2337,0.0399,-0.1805,-1.9889,11.0172,0,0.9742,0,0.3072,0.5194,1.6909,0.0323,14.3893,-0.1618,-0.813,0.6508,0.2929,0.899,0.9482,7.1628,-0.2828,0.1445,0.1141,0.3377,2.6714,-1.1917,0.1814,0.5298,0.7278,4.1774,-0.6711,2.0273,1.6146,0.7964,2.8073,1.3027,0.464,7.8809,1.697,0.2153,1.0871,0.9412,0.8658,4.5811,2.2337,0.4876,2.6813,1.7147,0.6395,0.0013,1.2511,0.2901,-0.31,0.2757,DESTRA_PANTALONI
-0.1146,3.042,1.7441,14.1107,-0.6505,3.7626,10.9709,3.3122,21.2032,-0.269,9.9435,5.9181,2.4327,25.4055,0.1448,11.2223,7.0341,2.6522,25.5168,0.155,-0.0305,-0.0115,-0.0102,0.3784,0.3353,0.886,0.5266,0.717,0.6576,1.3615,1.2489,0.9173,0.2773,0.514,0.4325,1.8538,1.5597,0.8414,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,0.5117,0.2878,0.2831,0.5625,0.5533,0.9837,0.6655,0.5554,0.553,0.8346,0.831,0.9956,0.0373,15.5589,0.2134,0.2624,0.3925,0.0835,0.3201,0.9405,2.4047,10.3513,3.2173,10.2412,-0.0674,3.0212,2.5468,1.5959,6.1455,-0.1905,8.1133,2.5005,1.5813,9.1855,0.0032,0.7959,0.2964,0.3724,2.0161,2.0346,1.0092,4.0645,4.1397,1.0185,0.6573,-22.1598,-33.712,1.8587,1.0413,0.5602,1.6664,1.1149,0.669,0.0315,14.1088,-0.7093,-0.8264,0.5,0.4522,0.9004,0.9489,5.9248,-0.3778,-0.4327,1.1274,1.0618,6.3094,-3.6085,1.288,1.929,1.3889,6.1673,-0.341,-1.0451,0.3511,-0.336,0.8937,0.6832,0.7645,0.7987,0.4668,0.5844,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.005,2.6602,-0.277,-0.1185,0.0681,SINISTRA_PANTALONI
0.1011,0.0215,0.1465,2.4173,-0.7158,3.9663,0.1206,0.3472,5.5728,0.147,9.9544,0.0514,0.2268,3.8645,0.6663,10.7202,0.103,0.321,5.3579,0.596,0.0255,0.0102,0.0094,0.3985,0.37,0.9286,0.4219,0.646,0.4564,1.5312,1.0818,0.7065,0.178,0.4173,0.2083,2.3445,1.1703,0.4992,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.0376,14.0441,-0.8942,-0.8909,-0.9258,0.8484,0.9401,0.9735,9.0167,0.0011,0.0333,0.1121,0.9876,3.7169,0.0034,0.0583,0.2035,0.9472,-1.0217,0.0064,0.0801,1.1701,?,2.4259,-8.8254,-3.638,0.5706,0.4154,0.7279,0.3256,0.1725,0.5299,2.4483,-7.6418,-3.1213,2.3482,0,0,0.551,0.0958,0.1739,0.0344,13.7552,-0.9884,0.978,-0.9712,0.0036,0.0003,0.018,0.0972,-0.6563,0.0381,0.0005,0.0227,0.11,-0.2446,0.0069,0.0003,0.0163,0.1122,-1.027,0.0951,0.5237,5.5069,0.7951,1.1101,1.3962,0.6322,1.2324,1.9495,1.7812,0.6778,0.3805,0.6639,1.0607,1.5976,0.8835,0.8667,0.981,0.0001,0.0677,0.6608,0.2471,0.2762,SINISTRA_PANTALONI
-0.0052,4.741,2.1774,9.0514,-0.8975,-0.4493,7.9856,2.8259,13.4831,-1.6851,9.9599,2.8744,1.6954,12.4927,0.345,10.5706,3.2653,1.807,13.263,0.3443,0.0115,-0.0005,-0.0005,-0.0451,-0.0425,0.9422,0.7705,1.2843,1.205,1.6668,1.5638,0.9382,0.5937,1.6494,1.4519,2.7782,2.4456,0.8803,0.506,-0.6506,-0.6148,-1.2858,-1.2151,0.945,0.9499,0.2501,0.2358,0.2633,0.2483,0.943,0.6713,0.7245,0.6825,1.0793,1.0166,0.9419,0.0347,13.991,0.1976,0.5197,0.5829,0.2496,0.0687,0.9509,2.0617,6.9313,2.6327,7.0137,-0.0487,1.6967,12.2516,3.5002,9.763,-1.2397,8.313,0.7441,0.8626,2.6698,0.7056,1.2151,0.248,0.2041,0.7522,3.0521,4.0578,0.5657,9.3153,16.4655,0.0603,-0.0509,-0.8446,1.5343,0.7376,0.4807,0.7184,2.6271,3.6569,0.0304,14.3034,-0.7741,-0.9514,0.905,0.2555,0.2603,0.5102,2.7493,-0.4862,-0.5371,0.7786,0.8824,3.9531,-5.5649,1.5892,4.0977,2.0243,6.3937,-0.0073,-0.4758,0.1608,-0.3379,0.5782,0.252,0.4359,0.3343,0.0635,0.19,0.2684,19.4921,72.6214,3.0721,0.2914,0.0949,0.6955,0.43,0.6183,0.0059,2.6356,-0.5944,0.2092,-0.2432,SINISTRA_PANTALONI
0.0449,0.007,0.0837,0.7982,-0.3479,6.4792,0.0495,0.2225,2.9333,0.6341,9.8952,0.0124,0.1111,1.5798,0.8513,11.8292,0.0355,0.1885,2.8337,0.7873,0.0069,0.0045,0.0038,0.6548,0.5477,0.8365,0.3763,0.7533,0.4442,2.0021,1.1807,0.5897,0.1416,0.5674,0.1974,4.0082,1.394,0.3478,-0.0405,-0.0228,-0.0196,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2721,0.5052,0.2817,1.8567,1.0351,0.5575,0.0414,16.4459,0.5017,0.3061,0.4821,0.5202,0.9064,0.8309,7.974,0.0081,0.0901,0.3203,0.9605,5.6022,0.0176,0.1326,0.4658,0.9207,-1.0834,0.0008,0.0279,1.1237,?,1.4234,-7.36,-5.1709,0.6792,3.2281,4.7525,0.4614,10.4204,22.5862,1.44,-6.9288,-4.8117,1.3803,0,0,0.6875,0.285,0.4146,0.0343,14.6596,-1.0004,-0.9341,0.9345,-0.018,0.0012,0.034,0.2585,-3.1765,0.0125,0.0017,0.041,0.3482,-3.0874,0.0315,0.0005,0.022,0.157,-0.6013,-1.4454,-0.5733,0.3966,0.831,1.548,1.8628,0.6905,2.3963,3.4702,0.7475,3.3344,4.4609,0.7265,0.6312,0.8688,0.7423,1.6463,2.2177,0.0001,0.0887,0.8919,0.4272,0.425,SINISTRA_PANTALONI
-0.1138,0.0038,0.0614,0.3424,-5.8314,8.3136,0.0124,0.1114,0.5458,0.9368,9.9711,0.002,0.0451,0.2613,0.9741,12.9832,0.0068,0.0823,0.4386,0.9668,-0.0137,-0.0114,-0.0088,0.8338,0.6403,0.768,0.5514,1.3618,0.7462,2.4698,1.3533,0.5479,0.304,1.8546,0.5568,6.0999,1.8313,0.3002,-0.0361,-0.0297,-0.0229,0.8225,0.6339,0.7708,0.0058,0.005,0.0038,0.8552,0.6542,0.7649,0.6274,1.3105,0.7807,2.0888,1.2444,0.5957,0.0456,18.4001,0.2055,-0.1955,0.0902,0.0988,0.9134,0.5182,8.7352,0.0008,0.0288,0.092,0.9895,4.4401,0.0029,0.0535,0.1716,0.9622,-0.3842,0.0013,0.036,0.4295,?,1.9673,-22.7342,-11.5559,0.5373,0.7984,1.486,0.2887,0.6375,2.2082,1.9916,-20.2247,-10.1548,1.9365,0,0,0.5361,0.2142,0.3995,0.0344,13.5595,-1.0056,0.947,-0.9463,-0.0027,0.0003,0.0183,0.0993,-0.9002,0.0271,0.0004,0.0197,0.1196,-0.2619,0.0057,0.0001,0.011,0.0545,-0.7114,-0.1012,-0.4767,4.7113,0.929,1.6736,1.8015,0.8631,2.8009,3.2452,1.8955,2.0782,1.0964,0.5514,1.6424,2.9784,0.8304,1.8235,2.1961,0.0001,0.0531,0.661,0.0852,0.0365,SINISTRA_PANTALONI
-0.3668,1.2633,1.124,7.0004,-1.2202,2.4658,2.4625,1.5692,9.0981,-0.3078,9.4382,1.0832,1.0408,6.7009,0.4859,9.9497,1.1062,1.0518,6.5772,0.5099,-0.1487,-0.0389,-0.0369,0.2613,0.2478,0.9486,0.7163,1.08,1.0686,1.5078,1.492,0.9895,0.513,1.1663,1.142,2.2734,2.226,0.9792,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4532,0.2419,0.235,0.5338,0.5184,0.9713,0.7694,1.0447,1.0643,1.3577,1.3833,1.0188,0.0745,12.9258,0.4907,0.4916,0.4717,0.0414,0.2854,0.9259,-0.6413,3.1882,1.7856,6.3691,-9.6918,1.9916,0.0425,0.2061,0.873,0.6256,8.8464,1.1582,1.0762,4.5234,0.5273,-0.322,-0.0725,0.2251,8.6631,1.6592,0.1915,75.0486,2.7529,0.0367,-3.9572,-1.144,0.2891,0.2554,0.0622,0.2437,7.2953,1.408,0.193,0.0694,12.0937,0.6522,0.9589,0.6379,0.5397,0.9705,0.9851,5.3561,-0.176,1.3748,2.9654,1.722,5.5015,-0.0137,-0.4484,0.7759,0.8809,3.5577,-5.9832,0.3925,-1.2035,-3.066,0.5721,1.1184,1.9549,0.3273,1.2508,3.8218,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0118,2.5453,0.7284,-0.6564,-0.7171,SINISTRA_PANTALONI
0.2798,9.9707,3.1576,27.8682,-2.0061,0.6283,7.0982,2.6642,17.2426,-0.5679,9.8224,11.9932,3.4631,48.8701,-0.6596,10.7704,10.0134,3.1644,32.1303,0.1203,0.4452,0.0285,0.026,0.064,0.0583,0.912,1.1852,0.9118,0.9979,0.7693,0.8419,1.0944,1.4047,0.8314,0.9957,0.5919,0.7089,1.1977,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.0342,14.2842,-0.8462,-0.5606,-0.5089,0.3547,0.3367,0.5083,5.0072,11.0737,3.3277,12.0572,-0.3677,0.624,0.4739,0.6884,2.6366,-0.283,-7.521,2.6484,1.6274,9.8059,?,8.0245,-0.6658,-0.083,4.8338,2.0448,0.423,23.3654,4.1813,0.179,5.574,0.3306,0.0593,4.2897,0,0,4.573,1.2296,0.2689,0.0314,13.6653,0.0369,0.8957,-0.1473,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
-0.0884,0.0162,0.1275,0.66,-1.9905,13.5823,0.0551,0.2348,1.1489,0.9192,9.8519,0.0154,0.124,0.6739,0.9335,16.7801,0.061,0.247,1.2732,0.9271,-0.0065,-0.009,-0.0053,1.3786,0.8094,0.5871,0.5428,1.0281,0.516,1.8938,0.9505,0.5019,0.2947,1.0569,0.2662,3.5867,0.9034,0.2519,-0.0336,-0.0464,-0.0271,1.3816,0.8074,0.5844,0.0155,0.0218,0.0126,1.4031,0.8143,0.5804,0.5745,0.9793,0.5184,1.7048,0.9024,0.5293,0.0597,23.5575,-0.0051,-0.2169,-0.0708,0.706,0.9783,0.8379,5.9344,0.0572,0.2391,0.8034,0.8705,7.7975,0.0315,0.1776,0.59,0.9279,-0.2485,0.0016,0.04,0.3513,?,0.7611,-23.8768,-31.3728,1.3462,5.9842,4.4452,1.8123,35.811,19.76,0.7109,-15.366,-21.615,0.7578,0,0,1.3617,2.2868,1.6794,0.0349,13.9804,-0.9998,0.7159,-0.7084,0.0395,0.0099,0.0993,0.4721,-0.3196,0.0772,0.0074,0.0862,0.4614,-0.3022,0.0406,0.0029,0.0537,0.2371,-0.3553,0.5112,0.9726,1.9024,1.152,1.8496,1.6056,1.327,3.4209,2.5779,1.068,1.8395,1.7224,1.0096,2.0448,2.0254,1.0231,1.991,1.9459,0.0003,0.2081,0.65,0.6155,0.7794,SINISTRA_PANTALONI
-0.1253,0.0058,0.0762,0.646,-2.8645,11.8589,0.0134,0.1157,0.692,0.9432,9.9146,0.0085,0.0921,0.541,0.9467,15.4582,0.0204,0.1428,0.8547,0.946,-0.0106,-0.0126,-0.0081,1.1961,0.7672,0.6414,0.6585,0.8279,0.5337,1.2572,0.8105,0.6447,0.4336,0.6854,0.2849,1.5806,0.657,0.4156,-0.0417,-0.0498,-0.032,1.1957,0.7671,0.6415,0.0137,0.0165,0.0106,1.2001,0.7694,0.6411,0.9335,1.194,0.7558,1.279,0.8096,0.633,0.0542,21.9021,0.0714,-0.2896,-0.0805,0.8507,0.9714,0.9415,7.4,0.0004,0.02,0.0934,0.9874,6.417,0.0006,0.0247,0.1087,0.9832,-0.479,0.0021,0.0454,0.5494,?,1.1532,-15.4496,-13.3973,0.8095,0.4399,0.5434,0.6554,0.1935,0.2953,1.1528,-13.3661,-11.5944,1.1479,0,0,0.86,0.1701,0.1978,0.0344,14.296,-1.0384,-0.4332,0.5436,-0.002,0.0033,0.0575,0.3856,-2.5412,0.0202,0.0023,0.0475,0.2916,-0.6177,-0.0014,0.0011,0.0334,0.2061,-0.9938,-0.1015,1.4189,-13.9735,1.2105,1.7227,1.4231,1.4654,2.9678,2.0253,2.4851,2.6929,1.0836,0.6041,1.0531,1.7434,1.3223,1.8705,1.4145,0.0001,0.1071,0.6751,0.0518,0.4549,SINISTRA_PANTALONI
0.1699,7.0589,2.6569,19.6368,-1.2905,-6.6744,13.4834,3.672,19.0704,-6.3191,9.8337,7.0666,2.6583,18.6903,0.0133,12.5524,11.3246,3.3652,19.2343,0.1657,-0.0254,0.0173,0.0135,-0.6787,-0.5317,0.7834,0.7236,0.9995,0.7895,1.3813,1.0912,0.7899,0.5235,0.9989,0.6233,1.908,1.1906,0.624,0.672,-43.84,-2.8962,-65.2418,-4.3101,0.0661,3.2903,0.4526,0.3719,0.1376,0.113,0.8217,1.0297,1.0506,1.0209,1.0203,0.9915,0.9717,0.0408,18.4555,-0.5073,-0.3696,0.0142,-0.2736,-0.7018,0.7979,-6.9536,1.0835,1.0409,8.4321,?,-6.581,1.043,1.0213,8.5434,?,1.2377,0.848,0.9209,4.2757,-0.116,1.0566,-5.6182,-5.3171,1.0193,1.1304,1.109,1.0389,1.2777,1.2299,0.987,18.9787,19.2293,1,0,0,0.987,1.9721,1.9981,0.0332,14.846,-0.9734,0.3465,-0.1972,-0.2291,1.229,1.1086,5.1782,-1.3178,0.049,0.7429,0.8619,4.3034,-0.8791,0.0424,1.5119,1.2296,5.7454,-1.2818,-4.6711,-5.4003,1.1561,1.2862,0.9016,0.701,1.6543,0.8129,0.4914,1.4624,0.9122,0.6238,0.9755,0.8873,0.9096,1.2033,0.9013,0.749,0.0008,2.3894,-0.51,-0.1761,-0.0059,SINISTRA_PANTALONI
