@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
1.9735,3.498,1.8703,5.7264,-0.078,-1.5371,6.5685,2.5629,10.6102,-3.32,-0.5442,4.6328,2.1524,9.221,-0.9948,3.7351,7.3021,2.7022,9.2603,0.0306,-1.2839,-3.6266,0.5284,2.8246,-0.4115,-0.1457,0.7298,0.8689,0.6921,1.1907,0.9484,0.7965,0.5325,0.755,0.479,1.4178,0.8995,0.6345,0.0508,0.0901,-1.4183,1.7732,-27.9274,-15.7497,2.1629,1.1492,0.5561,0.5313,0.2571,0.4839,0.5397,0.621,0.6184,1.1507,1.1458,0.9957,0.0256,5.6708,-0.6807,-0.0483,0.8995,-0.4439,-0.8799,0.1509,-30.063,65.2916,8.0803,42.917,?,-9.3365,227.758,15.0917,54.691,-0.7021,-21.0618,140.8344,11.8674,34.299,?,3.2199,1.4274,0.4433,0.5354,0.6809,1.2717,0.2867,0.4636,1.6172,1.9024,1.2513,0.6577,0,1,0,0.7847,1.2513,1.5945,0.3788,67.7917,-0.3495,-0.9268,0.6142,PANTALONI
2.3247,11.044,3.3233,16.1064,-0.4122,-2.986,11.4193,3.3792,13.2733,-2.9591,-0.5992,10.5164,3.2429,14.9764,-1.355,5.8105,13.8965,3.7278,13.0811,0.0172,-0.7786,-3.8799,0.4001,4.9835,-0.5139,-0.1031,0.9834,1.0248,0.8915,1.042,0.9065,0.8699,0.9671,1.0502,0.7947,1.0859,0.8217,0.7568,0.4739,0.5456,-20.483,1.1513,-43.2203,-37.5405,3.4018,1.7934,0.8568,0.5272,0.2519,0.4778,1.2134,1.0755,1.2313,0.8863,1.0147,1.1449,0.0202,8.9707,-0.324,0.5753,0.6512,-0.2154,-0.7715,0.1924,-5.5343,96.0625,9.8011,27.5986,-2.1292,-0.6467,203.2423,14.2563,39.5386,-0.4142,-40.8403,16.389,4.0483,44.7586,?,8.5571,0.1355,0.0158,0.6875,2.421,3.5215,0.4727,5.8614,12.4012,1.6217,0.4196,0.2587,0.3155,0,0,0.698,0.6166,0.8834,0.2169,63.4428,-0.6035,-0.7512,0.973,PANTALONI
2.5733,6.0216,2.4539,6.7686,-0.0377,-1.0207,0.9056,0.9516,3.8603,-5.0698,-1.3271,1.5957,1.2632,4.2996,-4.5739,3.4197,6.2538,2.5008,6.6893,0.0122,-2.5212,-1.9391,0.7525,0.7691,-0.2985,-0.3881,2.5787,1.9426,0.9813,0.7533,0.3805,0.5051,6.6495,3.7736,0.9629,0.5675,0.1448,0.2552,0.0763,0.0697,-2.989,0.9139,-39.1852,-42.8778,10.256,8.456,0.9632,0.8245,0.0939,0.1139,1.7534,1.5743,1.0119,0.8978,0.5771,0.6428,0.0349,5.1265,-0.6784,-0.3446,0.9577,0.7344,-0.8248,-0.5756,15.2955,311.7042,17.6551,52.25,-0.8253,-17.2088,3.9327,1.9831,21.6875,?,-12.6072,17.8233,4.2218,17.3125,-24.1818,-0.8888,-1.2132,1.365,8.9028,4.1819,0.4697,79.2597,17.4886,0.2206,1.0893,1.4211,1.3045,0,41.6364,0,2.4092,3.0181,1.2527,0.2983,51.6896,0.4323,-0.8396,0.0367,PANTALONI
0.0557,0.012,0.1096,0.5725,-0.6423,0.11,0.0144,0.1201,0.6469,-0.4151,-0.01,0.0139,0.118,0.5765,-1.4598,0.2169,0.0086,0.093,0.448,0.119,0.5068,-5.5596,0.257,-10.97,0.5071,-0.0462,0.9122,0.9284,1.1788,1.0178,1.2923,1.2697,0.8321,0.862,1.3897,1.036,1.6701,1.6121,1.1799,0.6544,-3.7008,0.5546,-3.1365,-5.6556,0.7626,1.4874,0.6856,1.9505,0.8991,0.4609,0.885,0.993,1.278,1.1221,1.444,1.287,0.0012,0.3266,0.2917,-0.3685,0.4289,-0.3689,0.6818,-0.4221,13.7341,0.2977,0.5456,2.1,0.8601,-41.9517,0.191,0.437,42.9198,?,-13.1468,0.2042,0.4518,14.2113,?,-0.3274,-1.0447,3.191,1.2485,1.2076,0.9672,1.5587,1.4582,0.9355,-0.3008,-0.9083,3.0201,0,0,1,0.0489,0.1478,3.0201,0.4606,68.8326,0.5047,-0.2744,-0.4302,PANTALONI
0.0255,0.0149,0.1221,0.6042,-1.13,0.0348,0.0107,0.1035,0.4939,-0.7762,-0.0049,0.0076,0.0869,0.4596,-0.7552,0.1726,0.0053,0.0726,0.3035,0.1082,0.7328,-5.2063,0.1479,-7.1043,0.2018,-0.0284,1.1803,1.405,1.682,1.1903,1.425,1.1972,1.3932,1.974,2.8291,1.4169,2.0306,1.4332,1.4851,1.6209,-8.7021,1.0914,-5.8595,-5.3686,1.0202,1.0833,0.8334,1.0618,0.8169,0.7693,1.2234,1.3146,1.9905,1.0746,1.6271,1.5142,0.0004,0.2556,-0.0357,-0.0159,0.2988,-0.0089,0.208,-0.0652,7.7501,0.0526,0.2294,0.8,0.9013,-44.6493,0.1168,0.3418,45.1475,?,-12.2845,0.2833,0.5323,13.3648,?,-0.1736,-0.6309,3.6346,0.6712,0.431,0.6422,0.4505,0.1858,0.4124,-0.1619,-0.5468,3.3781,0,0,1,0.0177,0.0599,3.3781,0.4695,64.684,-0.3405,-0.3405,-0.2469,PANTALONI
2.7806,15.2664,3.9072,18.1799,-1.1418,-2.6015,2.6819,1.6376,6.8461,-12.9842,-1.3005,7.6805,2.7714,16.6228,-1.0304,6.0098,5.701,2.3877,11.0582,0.1284,-1.0689,-2.1381,0.4627,2.0004,-0.4329,-0.2164,2.3859,1.4098,1.6364,0.5909,0.6859,1.1607,5.6925,1.9877,2.6779,0.3492,0.4704,1.3472,1.5247,1.1489,-5.9483,0.7535,-3.9013,-5.1774,17.338,1.0368,0.669,0.0598,0.0386,0.6453,2.6555,1.0937,1.644,0.4119,0.6191,1.5032,0.0204,9.1507,-0.1954,-0.509,0.3455,-0.2109,-0.3445,-0.1965,-25.6826,189.9668,13.7828,44.4153,-17.659,-8.2688,260.2586,16.1325,48.8571,-1.5757,-22.2659,177.7733,13.3332,38.2828,?,3.106,1.1535,0.3714,0.8544,1.0337,1.21,0.7299,1.0686,1.464,1.4064,1.098,0.7807,0.1255,0,0,0.9091,1.1602,1.2762,0.1776,64.6292,-0.6487,-0.7614,0.9586,PANTALONI
-0.0038,0.0141,0.1188,0.5711,-0.9049,-0.0083,0.0179,0.1339,0.6841,-1.0668,0.0308,0.0133,0.1155,0.5639,-0.7771,0.1987,0.0069,0.0832,0.3664,0.1173,0.46,-0.1242,-0.0193,-0.27,-0.0419,0.1551,0.8868,1.0286,1.427,1.1599,1.6092,1.3874,0.7864,1.058,2.0364,1.3453,2.5894,1.9248,0.7683,1.1002,-5.5695,1.432,-7.2492,-5.0623,0.9057,0.9448,0.7221,1.0432,0.7974,0.7644,0.8348,1.0127,1.5585,1.2132,1.867,1.5389,0.0003,0.2956,0.0024,-0.1353,-0.0861,-0.0737,-0.1445,0.3138,44.6134,0.0339,0.1841,0.9,0.98,2.669,0.0091,0.0954,0.4087,0.8567,-15.4527,0.0612,0.2474,16.037,?,16.7154,-2.8871,-0.1727,1.9304,0.7441,0.3855,3.7264,0.5537,0.1486,18.0998,-2.7563,-0.1523,15.821,0,0,2.2023,0.0561,0.0255,0.4729,62.7351,0.1877,-0.142,0.1354,PANTALONI
1.1886,1.4937,1.2222,4.5821,-0.078,-0.5876,0.5968,0.7725,4.2404,-0.8879,-0.8127,2.1077,1.4518,6.5946,-2.5811,2.2647,1.488,1.2198,6.0708,0.0367,-2.0228,-1.4625,0.5248,0.723,-0.2595,-0.3589,1.5821,0.8418,1.0019,0.5321,0.6333,1.1901,2.5029,0.7087,1.0038,0.2831,0.4011,1.4164,0.1663,0.0698,-1.4341,0.4196,-8.6262,-20.5588,1.8924,2.3082,0.6745,1.2197,0.3564,0.2922,1.0806,0.6948,0.7548,0.643,0.6985,1.0863,0.0154,3.2347,0.0426,-0.0364,0.7622,-0.4645,0.2801,-0.5329,-16.7243,98.4672,9.9231,34.5965,?,10.7652,20.2896,4.5044,12.873,0.3365,-40.2496,39.1623,6.258,46.2866,?,-1.5535,0.4155,-0.2675,2.203,1.5857,0.7198,4.8531,2.5143,0.5181,-5.299,0.7474,-0.1411,0,1,0,2.6875,0.7474,0.2781,0.4445,67.7391,-0.8218,-0.9802,0.8624,PANTALONI
1.8091,6.9912,2.6441,9.9547,-0.1864,-1.2315,2.3974,1.5484,8.83,-0.9991,-0.1791,4.9627,2.2277,10.2783,-1.576,3.5536,6.5445,2.5582,9.3107,0.0262,-1.469,-10.102,0.5091,6.8768,-0.3466,-0.0504,1.7077,1.1869,1.0336,0.695,0.6053,0.8708,2.9161,1.4087,1.0683,0.4831,0.3663,0.7583,0.3544,0.2487,-6.2419,0.7018,-17.611,-25.0937,1.8996,2.1028,0.8775,1.107,0.462,0.4173,1.1274,0.9685,1.0692,0.8591,0.9484,1.1039,0.0217,5.3133,-0.4849,-0.1725,0.8498,0.0303,-0.5852,-0.3031,-15.5767,131.0895,11.4494,36.5,-2.883,5.792,237.5128,15.4115,47.6188,-0.546,-28.4489,96.5862,9.8278,40.7847,?,-2.6894,0.5475,-0.2036,0.7429,1.165,1.5681,0.5519,1.3572,2.4591,1.6113,0.6645,0.4124,0.3052,0,0,0.7665,0.8949,1.1676,0.3262,60.3979,0.0132,-0.4055,-0.2567,PANTALONI
3.1295,29.9227,5.4702,20.1336,-0.3865,-1.0354,5.3966,2.3231,11.2972,-0.9366,-1.904,7.7556,2.7849,19.0278,-4.5197,6.1046,20.2989,4.5054,16.149,0.0191,-3.0225,-1.6437,0.5126,0.5438,-0.1696,-0.3119,2.3547,1.9642,1.2141,0.8342,0.5156,0.6181,5.5448,3.8582,1.4741,0.6958,0.2659,0.3821,1.0272,0.3602,-17.885,0.3507,-17.4122,-49.6536,2.4893,4.2125,0.8821,1.6922,0.3543,0.2094,1.7822,1.0581,1.2467,0.5937,0.6996,1.1783,0.0195,8.9695,-0.415,-0.4446,0.7797,-0.0124,-0.192,-0.4919,-17.2978,535.6247,23.1436,56.3919,-6.2252,-33.932,178.1153,13.346,46.5408,?,-8.8531,169.5966,13.0229,34.23,-1.8624,0.5098,1.9539,3.8328,1.7341,1.7771,1.0248,3.0072,3.1582,1.0502,1.044,2.1816,2.0897,0,0.6527,0,1.2117,1.6474,1.3596,0.2005,70.0764,-0.8416,-0.9862,0.829,PANTALONI
