@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
9.1454,26.0763,5.1065,19.1715,0.0055,-0.2272,1.2434,1.1151,4.5013,-0.9845,9.1454,26.0763,5.1065,19.1715,0.0055,13.0712,49.8665,7.0616,25.5123,0.0642,-40.2553,1,0.6997,-0.0248,-0.0174,0.6997,4.5796,1,0.7231,0.2184,0.1579,0.7231,20.9724,1,0.5229,0.0477,0.0249,0.5229,-0.0475,1,0.0605,-21.0724,-1.2751,0.0605,8.4991,1,0.7071,0.1177,0.0832,0.7071,4.2591,1,0.7515,0.2348,0.1764,0.7515,0.2695,19.2273,0.0925,1,0.9991,0.0925,0.0871,0.9991,0.0674,0.0163,0.1277,0.3324,-0.2868,-0.4407,0.0249,0.158,0.649,?,-0.1138,0.0045,0.0674,0.2096,-6.8227,-0.153,-0.5924,3.8715,0.8086,1.8936,2.342,0.6538,3.5859,5.4848,0.1142,0.4053,3.5498,0,9.641,0,0.5123,1.586,3.096,0.0096,0.6701,0.991,-0.8099,-0.8747,-23.188,21.47,4.6336,28.4393,?,1.1861,62.3497,7.8962,24.1776,-0.6862,-18.5442,90.825,9.5302,29.6387,?,-19.5506,1.2504,-0.064,0.5868,0.4862,0.8285,0.3443,0.2364,0.6865,2.8905,0.9595,0.332,0,1,0,1.1763,0.9595,0.8157,0.6191,48.7601,-0.9535,-0.9335,0.996,DAVANTI_PANTALONI
7.087,8.1437,2.8537,14.9083,-0.258,1.2233,6.6226,2.5734,12.973,-0.4877,7.087,8.1437,2.8537,14.9083,-0.258,10.7139,10.0697,3.1733,14.3716,0.1516,5.7932,1,0.6615,0.1726,0.1142,0.6615,1.1089,1,0.8993,0.9018,0.811,0.8993,1.2297,1,0.8087,0.8132,0.6577,0.8087,0.7189,1,-1.191,1.3909,-1.6566,-1.191,1.359,1,0.6996,0.7358,0.5148,0.6996,1.1492,1,1.0373,0.8702,0.9027,1.0373,0.2104,16.3984,-0.3796,1,0.9076,-0.3796,-0.1624,0.9076,0.3816,0.0121,0.1102,0.3075,0.4224,-0.0023,0.0463,0.2151,0.6111,-1.1675,0.8103,0.0012,0.0349,0.093,0.8905,-168.8513,0.4709,-0.0028,0.5122,3.1577,6.1647,0.2624,9.9708,38.0033,-0.6831,0.2971,-0.4349,1.8881,0.6264,0.3317,0.5031,3.3049,6.5687,0.0187,1.3822,-0.9421,-0.957,0.9483,-2.8913,203.2841,14.2578,41.6977,-1.8025,-25.5555,91.0118,9.54,33.8989,?,-23.1204,8.131,2.8515,28.1998,?,0.1131,0.1251,1.1053,1.4945,5.0001,3.3456,2.2336,25.0012,11.1932,0.7911,0.951,1.2021,0,0,1,1.2301,1.4787,1.2021,0.7205,60.8141,-0.9596,0.1369,0.0271,DAVANTI_PANTALONI
6.748,13.5557,3.6818,12.5529,0.0236,2.848,8.7093,2.9512,12.0006,-0.3468,6.748,13.5557,3.6818,12.5529,0.0236,10.4243,26.3367,5.1319,17.2642,0.105,2.3694,1,0.6473,0.422,0.2732,0.6473,1.2476,1,0.7174,0.8016,0.5751,0.7174,1.5565,1,0.5147,0.6425,0.3307,0.5147,-0.0982,1,0.1499,-10.1799,-1.5256,0.1499,1.4428,1,0.6665,0.6931,0.4619,0.6665,1.046,1,0.7271,0.956,0.6951,0.7271,0.2075,16.8674,0.5049,1,0.9856,0.5049,0.6051,0.9856,0.4153,0.0143,0.1196,0.3814,0.3627,0.0625,0.0312,0.1766,0.5006,-0.5514,0.7638,0.0003,0.016,0.048,0.9392,6.6472,0.5437,0.0818,0.6771,7.4579,11.0147,0.4584,55.6207,121.324,-1.22,0.293,-0.2401,1.8546,0.7586,0.409,0.7618,7.9483,10.4332,0.0182,1.3479,-0.9916,0.6354,-0.665,1.7047,264.3267,16.2581,48.1186,-1.2656,-27.1668,28.0771,5.2988,31.4987,?,-27.1966,5.2264,2.2861,30.6,?,-0.0628,-0.0627,0.9989,3.0683,7.1116,2.3178,9.4143,50.5755,5.3722,0.8534,0.8784,1.0294,0,0,1,1.5276,1.5725,1.0294,0.8016,69.0328,-0.8968,0.2391,0.1923,DAVANTI_PANTALONI
3.7339,43.977,6.6315,33.2642,-0.1522,2.0945,35.9701,5.9975,28.91,-0.2222,3.7339,43.977,6.6315,33.2642,-0.1522,8.1817,89.2543,9.4475,46.926,0.0055,1.7827,1,0.4564,0.561,0.256,0.4564,1.1057,1,0.7019,0.9044,0.6348,0.7019,1.2226,1,0.4927,0.8179,0.403,0.4927,0.8358,1,-16.8846,1.1964,-20.2013,-16.8846,1.2206,1,0.6118,0.8193,0.5013,0.6118,1.1506,1,0.7089,0.8691,0.6161,0.7089,0.1183,13.6075,0.8407,1,0.9576,0.8407,0.8594,0.9576,-0.0727,0.018,0.1341,0.3434,-1.6846,-0.237,0.0497,0.223,0.6425,-8.0329,-0.693,0.0005,0.0222,0.7336,?,0.3068,0.1049,0.3421,0.6012,6.0347,10.0378,0.3614,36.4176,100.7575,0.3772,0.2937,0.7788,1.7984,0,0,0.5345,0.4681,0.8758,0.0153,1.0898,0.8582,0.3742,-0.0378,-31.0404,135.7589,11.6516,43.6875,?,-15.4349,27.2519,5.2203,26.3125,?,-26.8112,249.6456,15.8002,44.5,?,2.0111,1.1577,0.5757,2.232,0.7374,0.3304,4.9816,0.5438,0.1092,1.6603,0.9817,0.5913,1,1,1,1.6603,0.9817,0.5913,0.913,73.2865,0.8407,-0.9396,-0.9504,DAVANTI_PANTALONI
7.782,1.6445,1.2824,4.6735,0.5414,1.5989,0.4935,0.7025,2.6815,0.0278,7.782,1.6445,1.2824,4.6735,0.5414,11.1435,3.2817,1.8115,6.5112,0.5492,4.8671,1,0.6983,0.2055,0.1435,0.6983,1.8254,1,0.7079,0.5478,0.3878,0.7079,3.3322,1,0.5011,0.3001,0.1504,0.5011,72,1,0.6954,0.0139,0.0097,0.6954,3.6944,1,0.7055,0.2707,0.191,0.7055,1.7429,1,0.7178,0.5738,0.4118,0.7178,0.2527,17.1629,0.1458,1,0.9985,0.1458,0.1977,0.9985,0.161,0.2115,0.4599,1.228,-1.086,0.0282,0.0015,0.0388,0.1202,-0.4181,0.4694,0.5241,0.7239,1.7574,-0.8499,5.7004,0.343,0.0602,11.8375,0.6352,0.0537,140.127,0.4035,0.0029,18.0389,0.7918,0.0439,6.945,0.6197,0.0892,10.2158,0.6987,0.0684,0.0113,1.3758,0.8179,0.9665,0.932,-17.4886,220.1116,14.8362,47.6875,-5.3058,-39.3864,1.5812,1.2575,40.6875,?,-28.4446,47.6696,6.9043,35.375,?,0.444,0.6148,1.3847,11.7986,2.1488,0.1821,139.2061,4.6174,0.0332,0.9862,1.1343,1.1502,0,0,1,1.172,1.3481,1.1502,1.1735,86.7372,0.0438,-0.9343,0.3077,DAVANTI_PANTALONI
-5.4406,3.0816,1.7554,9.3383,?,7.972,8.0599,2.839,9.3729,0.3082,-5.4406,3.0816,1.7554,9.3383,?,11.0966,13.8414,3.7204,13.0235,0.3042,-0.6825,1,-0.4903,-1.4653,0.7184,-0.4903,0.6183,1,0.4718,1.6172,0.7631,0.4718,0.3823,1,0.2226,2.6155,0.5823,0.2226,-2.2364,1,-1.64,-0.4471,0.7333,-1.64,0,1,0,0,0.7238,0,0.9963,1,0.717,1.0037,0.7197,0.717,0.2172,18.8532,-0.9489,1,-0.984,-0.9489,0.9899,-0.984,0.6357,0,0.0059,0.0175,0.973,-0.0989,0.0002,0.0124,0.1115,?,-0.541,0,0.0062,0.5586,?,-6.4281,-1.1751,0.1828,0.475,0.9539,2.0084,0.2256,0.9099,4.0336,-5.6364,-1.1253,0.1996,0,0,1,0.1566,0.0313,0.1996,0.0165,1.2756,-0.3444,-0.5914,0.1991,5.0995,0.7157,0.846,2.9,0.5541,-41.5336,0.4987,0.7062,42.409,?,-21.6889,1.7174,1.3105,24.7092,?,-0.1228,-0.2351,1.915,1.198,0.6455,0.5388,1.4352,0.4167,0.2904,-0.085,-0.1458,1.7163,0,0,1,0.0684,0.1174,1.7163,0.9242,68.322,0.0088,0.267,-0.896,DAVANTI_PANTALONI
7.939,2.652,1.6285,6.1868,0.4479,-8.2615,3.204,1.79,11.6536,?,7.939,2.652,1.6285,6.1868,0.4479,13.9873,7.1716,2.678,9.3398,0.5106,-0.961,1,0.5676,-1.0406,-0.5906,0.5676,0.9098,1,0.6081,1.0992,0.6684,0.6081,0.8277,1,0.3698,1.2082,0.4468,0.3698,-0.4308,1,0.5152,-2.3215,-1.1961,0.5152,0,1,0.5873,0,0,0.5873,0.5309,1,0.6624,1.8836,1.2477,0.6624,0.2733,24.1395,-0.6523,1,0.9505,-0.6523,-0.8551,0.9505,-0.6509,0.0001,0.01,0.664,?,-0.2165,0.0026,0.0515,0.2923,?,-0.39,0.0081,0.0902,0.6039,?,3.0069,1.669,0.5551,0.1938,0.1106,0.5705,0.0376,0.0122,0.3254,2.2715,1.0994,0.484,1,1,1,2.2715,1.0994,0.484,0.0155,1.2573,-0.5468,0.2502,-0.912,-37.4874,20.4625,4.5236,45.9345,?,20.7317,42.7258,6.5365,20.5269,0.2543,13.8804,8.6705,2.9446,11.1401,0.3154,-1.8082,-2.7007,1.4936,0.692,1.5362,2.2198,0.4789,2.36,4.9277,-6.561,-8.9519,1.3644,0,0,1.6918,2.2378,4.1233,1.8426,0.883,72.0996,0.9903,0.8782,0.9198,DAVANTI_PANTALONI
6.6714,6.1282,2.4755,11.058,0.0839,4.3515,1.7344,1.317,4.725,0.2932,6.6714,6.1282,2.4755,11.058,0.0839,10.6092,9.3869,3.0638,14.6357,0.176,1.5331,1,0.6288,0.6523,0.4102,0.6288,1.8797,1,0.808,0.532,0.4298,0.808,3.5334,1,0.6528,0.283,0.1848,0.6528,0.5167,1,0.3239,1.9354,0.6268,0.3239,1.8057,1,0.6796,0.5538,0.3764,0.6796,2.3403,1,0.7556,0.4273,0.3228,0.7556,0.2211,17.6944,-0.0769,1,0.9808,-0.0769,0.1082,0.9808,0.5904,0.0018,0.0421,0.1735,0.7402,-0.5307,0.0022,0.047,0.5892,?,0.073,0.0148,0.1217,0.4231,-0.213,-1.1125,8.0845,-7.2669,0.894,0.3456,0.3865,0.7993,0.1194,0.1494,-0.8386,-6.6504,7.9306,0,1.914,0,0.2944,0.41,1.3927,0.017,1.2165,0.415,-0.9704,-0.3126,-40.7279,7.3323,2.7078,43.8599,?,-7.1819,77.8902,8.8255,28.3783,-3.1495,-5.6793,73.7411,8.5873,28.0182,-7.6491,5.6709,7.1713,1.2646,0.3068,0.3153,1.0277,0.0941,0.0994,1.0563,2.0363,1.7701,0.8693,0,0,2.1112,1.5455,1.5654,1.0129,0.8882,57.1677,0.2546,-0.7418,-0.8084,DAVANTI_PANTALONI
7.2086,0.2167,0.4655,1.6317,0.7939,5.2638,0.1792,0.4233,1.2021,0.7962,7.2086,0.2167,0.4655,1.6317,0.7939,11.4789,0.4845,0.6961,2.2547,0.8208,1.3695,1,0.628,0.7302,0.4586,0.628,1.0997,1,0.6688,0.9093,0.6082,0.6688,1.2094,1,0.4473,0.8269,0.3699,0.4473,1.3386,1,0.6087,0.747,0.4547,0.6087,1.3425,1,0.6293,0.7449,0.4688,0.6293,1.3574,1,0.7237,0.7367,0.5331,0.7237,0.2441,19.6811,0.4651,1,0.9691,0.4651,0.6689,0.9691,0.6501,0,0.0031,0.0114,0.9826,0.3658,0,0.0045,0.0179,0.9518,0.6534,0,0.0025,0.006,0.9908,1.7773,0.995,0.5599,0.6798,1.2514,1.8409,0.4621,1.566,3.3888,1.8277,0.9939,0.5438,1.7704,1.0022,0.5661,0.6382,1.8985,2.9749,0.0211,1.6693,-0.4896,-0.7759,-0.1545,-12.7755,0.0974,0.312,13.3194,?,-38.2167,0.0845,0.2907,38.6398,?,17.9161,0.263,0.5128,1.8585,0.9013,0.3343,-0.7131,-2.1331,1.0732,0.6084,0.5669,1.1517,0.3702,0.3214,0.3447,-0.7844,-2.2756,1,0,0,0.3447,7.1667,20.7906,0.9383,68.9083,0.1746,-0.0555,0.7598,DAVANTI_PANTALONI
6.755,31.9905,5.656,22.1208,-0.471,7.496,27.3572,5.2304,18.092,0.055,6.755,31.9905,5.656,22.1208,-0.471,14.4783,29.1657,5.4005,20.1894,0.1034,0.9011,1,0.4666,1.1097,0.5177,0.4666,1.0814,1,1.0473,0.9248,0.9685,1.0473,1.1694,1,1.0969,0.8552,0.938,1.0969,-6.7268,1,-3.0435,-0.1487,0.4525,-3.0435,0.7855,1,0.6679,1.2731,0.8503,0.6679,1.2227,1,1.0957,0.8179,0.8961,1.0957,0.2584,22.595,-0.2279,1,0.6147,-0.2279,0.4605,0.6147,0.4046,0.0057,0.0753,0.2167,0.5914,-0.6047,0.007,0.0836,0.6969,?,-0.2126,0.0051,0.0716,0.3134,?,-0.6692,-1.9029,2.8436,0.901,1.0524,1.168,0.8119,1.1075,1.3641,-0.4501,-1.0008,2.2233,0,0,1,0.311,0.6915,2.2233,0.0161,1.2219,0.9868,-0.9498,-0.9668,-48.815,11.0695,3.3271,51.7197,?,-7.9963,90.5095,9.5136,28.0777,-13.1874,-4.6167,8.8047,2.9673,10.08,?,6.1047,10.5737,1.7321,0.3497,1.1213,3.2062,0.1223,1.2572,10.2797,1.9817,5.1309,2.5892,0,1,0,1.842,5.1309,2.7855,1.057,61.9689,-0.9708,-0.9395,0.9094,DAVANTI_PANTALONI
