@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-2.7866,8.1185,2.8493,14.9494,-4.186,3.1927,5.499,2.345,17.2766,-0.136,-2.7866,8.1185,2.8493,14.9494,-4.186,6.0001,11.4585,3.385,18.9422,0.0163,-0.8728,1,-0.4644,-1.1457,0.5321,-0.4644,1.215,1,0.8417,0.823,0.6928,0.8417,1.4763,1,0.7085,0.6773,0.4799,0.7085,5.8333,1,-38.5554,0.1714,-6.6095,-38.5554,0.1895,1,0.1497,5.2757,0.7898,0.1497,0.8653,1,0.7892,1.1557,0.9121,0.7892,0.0274,9.489,-0.1454,1,-0.8574,-0.1454,0.5053,-0.8574,0.2348,0.019,0.1379,0.478,-0.023,0.0337,0.0172,0.1312,0.5891,-0.3745,-0.4603,0.0045,0.067,0.5837,?,6.9582,-0.5101,-0.0733,1.0513,2.0602,1.9598,1.1051,4.2446,3.8408,0.0669,0.0184,0.275,1.0903,0,0,0.8114,0.8189,1.0092,0.0028,0.8028,0.3304,-0.1575,0.7419,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
7.68,18.1634,4.2619,27.8901,-0.896,-1.0176,13.8151,3.7169,25.2619,-0.8295,7.68,18.1634,4.2619,27.8901,-0.896,12.3551,16.4959,4.0615,20.2627,0.0774,-7.5469,1,0.6216,-0.1325,-0.0824,0.6216,1.1466,1,1.0493,0.8721,0.9151,1.0493,1.3148,1,1.1011,0.7606,0.8375,1.1011,1.1507,1,-7.7534,0.869,-6.7381,-7.7534,1.0653,1,0.6698,0.9387,0.6287,0.6698,1.104,1,1.3764,0.9058,1.2467,1.3764,0.0568,19.6499,0.0617,1,0.6842,0.0617,0.0326,0.6842,-0.5201,0.0553,0.2352,0.7991,?,-0.6358,0.011,0.1051,0.8149,?,-0.2474,0.01,0.0998,0.4098,?,0.818,2.1022,2.5699,2.2382,2.356,1.0526,5.0097,5.5507,1.108,0.9805,1.9501,1.9888,1,1,1,0.9805,1.9501,1.9888,0.0045,1.4033,-0.6923,-0.7833,0.3863,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
2.5335,9.8618,3.1404,9.6151,-0.0287,2.9366,0.8104,0.9002,4.3479,0.2091,2.5335,9.8618,3.1404,9.6151,-0.0287,5.2011,14.9427,3.8656,12.944,0.0832,0.8627,1,0.4871,1.1591,0.5646,0.4871,3.4884,1,0.8124,0.2867,0.2329,0.8124,12.1687,1,0.66,0.0822,0.0542,0.66,-0.2333,1,-0.2283,-4.2857,0.9782,-0.2283,1.7003,1,0.662,0.5881,0.3893,0.662,2.2115,1,0.7428,0.4522,0.3359,0.7428,0.0266,8.0462,0.7243,1,0.9948,0.7243,0.7706,0.9948,0.0047,0.0148,0.1218,0.3851,-3.8296,-0.2557,0.0525,0.2292,0.8031,?,-0.6892,0.0089,0.0944,0.7383,?,-0.0185,-0.0069,0.3711,0.5315,1.2907,2.4285,0.2825,1.666,5.8979,0.3803,0.4136,1.0877,0,0,1,0.4796,0.5217,1.0877,0.0042,1.0452,0.9929,-0.9391,-0.917,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
3.0482,4.2955,2.0726,11.4129,-0.1342,6.5792,3.4278,1.8514,18.6391,-0.2039,3.0482,4.2955,2.0726,11.4129,-0.1342,8.3015,4.9729,2.23,13.9868,0.2041,0.4633,1,0.3672,2.1584,0.7925,0.3672,1.1194,1,0.9294,0.8933,0.8302,0.9294,1.2531,1,0.8638,0.798,0.6893,0.8638,0.4278,1,-0.3766,2.3374,-0.8803,-0.3766,0.6499,1,0.5726,1.5386,0.881,0.5726,0.6123,1,0.816,1.6332,1.3326,0.816,0.0391,12.7696,-0.1588,1,0.7694,-0.1588,0.4515,0.7694,0.3272,0.0019,0.0433,0.2025,0.5219,-0.8448,0.0012,0.0349,0.891,?,-0.2823,0.0017,0.0414,0.3486,?,-0.3873,-1.1591,2.993,1.2381,1.0459,0.8448,1.533,1.0939,0.7136,-0.2482,-0.6344,2.5564,0,0,1,0.2273,0.5811,2.5564,0.0047,1.4543,-0.515,0.1323,0.4734,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-7.8364,0.0109,0.1043,8.0964,?,5.1506,0.0125,0.1119,0.723,0.8677,-7.8364,0.0109,0.1043,8.0964,?,12.2213,0.0198,0.1408,0.7296,0.9421,-1.5215,1,-0.6412,-0.6573,0.4214,-0.6412,0.9321,1,0.7409,1.0729,0.7949,0.7409,0.8688,1,0.5489,1.1511,0.6318,0.5489,-1.7076,1,-0.6825,-0.5856,0.3997,-0.6825,0,1,0,0,0.4339,0,11.1983,1,11.0973,0.0893,0.991,11.0973,0.0611,20.8233,0.0245,0.9969,-0.9455,0.0245,0.3148,-0.9455,-0.0316,0.0003,0.0162,0.0558,-32.3757,0.6352,0,0.0016,0.0057,0.9911,0.4759,0,0.0052,0.019,0.9607,-0.0497,-0.0663,1.3347,10.0045,3.1047,0.3103,100.0904,9.6391,0.0963,-0.0855,-0.1167,1.3647,0.0026,0.0035,1.3229,9.8121,2.9437,0.3,0.004,1.1428,0.9828,-0.9939,-0.9846,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
2.7908,6.585,2.5661,11.2041,0.0824,2.3611,0.5417,0.736,4.4459,0.0006,2.7908,6.585,2.5661,11.2041,0.0824,4.8007,11.8163,3.4375,15.2179,0.1422,1.182,1,0.5813,0.846,0.4918,0.5813,3.4866,1,0.7465,0.2868,0.2141,0.7465,12.1561,1,0.5573,0.0823,0.0458,0.5573,395.3529,1,0.3988,0.0025,0.001,0.3988,2.7448,1,0.6883,0.3643,0.2508,0.6883,2.5201,1,0.7362,0.3968,0.2921,0.7362,0.0229,7.9426,0.4408,1,0.9949,0.4408,0.5208,0.9949,-0.0989,0.0299,0.173,0.6392,?,-0.1633,0.0066,0.0812,0.4734,?,-0.9089,0.0083,0.091,0.9483,?,0.6056,0.1088,0.1797,2.1303,1.9009,0.8923,4.5384,3.6133,0.7962,1.3503,0.6741,0.4992,1,1,1,1.3503,0.6741,0.4992,0.0046,1.1711,0.9794,-0.9267,-0.9446,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.2111,4.4767,2.1158,9.9003,-0.0682,7.0713,1.488,1.2199,7.8426,0.2884,1.2111,4.4767,2.1158,9.9003,-0.0682,7.6602,4.6995,2.1678,11.2313,0.2301,0.1713,1,0.1581,5.8386,0.9231,0.1581,1.7345,1,0.976,0.5765,0.5627,0.976,3.0084,1,0.9526,0.3324,0.3166,0.9526,-0.1987,1,-0.1882,-5.0329,0.947,-0.1882,0.8409,1,0.6353,1.1892,0.7555,0.6353,1.2624,1,0.8815,0.7922,0.6983,0.8815,0.0362,9.7914,0.701,1,0.9211,0.701,0.8986,0.9211,0.3223,0.0004,0.0193,0.1181,0.6963,-0.2984,0.0395,0.1988,0.7345,?,-0.4619,0.0042,0.0646,0.568,?,-1.0803,-0.6979,0.646,0.097,0.2986,3.0772,0.0094,0.0892,9.469,-0.3686,-0.4767,1.2932,0,0,1,0.1608,0.2079,1.2932,0.0032,1.0826,-0.3306,0.7867,-0.6538,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-7.6929,0.0092,0.0959,7.9116,?,5.665,0.0081,0.0902,0.3621,0.9382,-7.6929,0.0092,0.0959,7.9116,?,12.2666,0.0105,0.1025,0.4925,0.9606,-1.358,1,-0.6271,-0.7364,0.4618,-0.6271,1.0626,1,0.9356,0.9411,0.8805,0.9356,1.129,1,0.8753,0.8857,0.7752,0.8753,-1.4388,1,-0.659,-0.695,0.458,-0.659,0,1,0,0,0.4689,0,21.8479,1,16.0635,0.0458,0.7352,16.0635,0.0613,21.0508,0.5713,0.9965,-0.9416,0.5713,-0.2598,-0.9416,-0.0332,0.0001,0.0078,0.0474,?,0.7512,0,0.0007,0.0027,0.9965,0.424,0,0.0063,0.0204,0.9532,-0.0442,-0.0783,1.7718,10.56,1.2431,0.1177,111.5142,1.5452,0.0139,-0.0633,-0.1142,1.806,0,0,1.7275,17.8347,2.3257,0.1304,0.0043,1.2083,0.7201,-0.9951,-0.7457,71.5696,0.0189,0.1376,0.2797,0.9961,TASCA_DESTRA_DAVANTI_PANTALONI
2.3624,19.3583,4.3998,25.3319,-0.3793,5.6762,2.9926,1.7299,8.74,-0.1956,2.3624,19.3583,4.3998,25.3319,-0.3793,8.1904,18.0082,4.2436,22.5346,0.1467,0.4162,1,0.2884,2.4027,0.693,0.2884,2.5434,1,1.0368,0.3932,0.4077,1.0368,6.4686,1,1.075,0.1546,0.1662,1.075,4.8715,1,-1.7981,0.2053,-0.3691,-1.7981,2.5124,1,0.6955,0.398,0.2768,0.6955,2.8984,1,1.1241,0.345,0.3878,1.1241,0.0328,11.6179,-0.5883,1,0.8933,-0.5883,-0.4805,0.8933,0.0945,0.028,0.1672,0.9735,-0.7752,-0.3797,0.0102,0.1009,0.7404,?,-0.7648,0.0075,0.0867,0.8207,?,-0.249,-0.1236,0.4964,1.6577,1.9275,1.1628,2.7478,3.7154,1.3521,0.5742,0.518,0.9021,0,0,1,1.3148,1.1861,0.9021,0.0043,1.3099,0.2552,-0.4496,-0.7909,73.1358,0,0.0001,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
5.8972,0.2269,0.4763,2.4061,0.6826,-7.5376,0.1796,0.4238,8.6875,?,5.8972,0.2269,0.4763,2.4061,0.6826,11.2623,0.1618,0.4022,2.1327,0.8331,-0.7824,1,0.5236,-1.2782,-0.6693,0.5236,1.124,1,1.1843,0.8897,1.0536,1.1843,1.2633,1,1.4025,0.7916,1.1102,1.4025,-0.5956,1,0.4859,-1.6789,-0.8158,0.4859,0,1,0.5931,0,0,0.5931,0.277,1,1.1282,3.6106,4.0735,1.1282,0.0559,19.3319,0.6389,0.9999,0.8612,0.6389,0.1639,0.8612,-0.4828,0.0003,0.0177,0.5177,?,-0.4068,0.001,0.031,0.478,?,0.0255,0.0007,0.0265,0.0872,-0.6384,1.187,-18.899,-15.9221,0.5719,0.6684,1.1687,0.3271,0.4467,1.3659,1.0829,15.2307,14.0645,1,0,0,1.0829,5.9348,5.4804,0.0031,0.9218,0.7193,0.9073,0.874,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
