@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-0.95204794,13.398463,3.660391,14.668284,-0.96189594,-1.2245758,11.503706,3.3917115,16.702698,-2.4100645,-0.76957154,9.862453,3.1404543,21.212978,-2.140681,5.670081,5.6130314,2.3691838,14.052837,0.056108586,0.7774512,1.2371143,-0.16790728,1.5912435,-0.21597147,-0.13572496,1.0792165,1.165561,1.5450009,1.0800066,1.431595,1.3255427,1.1647084,1.3585324,2.387028,1.1664143,2.049464,1.7570636,0.60922647,0.4973953,-8.609147,0.8164374,-14.131275,-17.30846,1.5264386,1.1069437,0.50218225,0.7251806,0.32898948,0.45366555,0.8781985,0.6914769,1.0437952,0.78738105,1.1885641,1.5095156,0.017315373,8.300243,-0.42615762,0.13680178,-0.22803801,TASCA_DESTRA_DAVANTI_PANTALONI
-2.232765,18.418802,4.291713,19.539507,-2.2416885,-2.528961,16.87324,4.107705,20.532833,-1.7926791,-1.4940068,16.575737,4.071331,19.254536,-0.7198419,7.6495295,6.965426,2.6392093,13.928565,0.14750977,0.88287836,1.4944812,-0.29188266,1.6927373,-0.33060345,-0.19530702,1.0447959,1.0541303,1.6261361,1.0089343,1.5564151,1.5426329,1.0915985,1.1111906,2.644318,1.017948,2.4224274,2.3797162,1.0251495,1.6766249,-5.606345,1.635493,-5.468807,-3.3438277,0.8198124,0.538391,0.3689142,0.6567246,0.44999826,0.6852161,0.95162255,1.0148002,1.402837,1.0663894,1.4741528,1.3823775,0.036895715,11.4847975,-0.37706625,-0.14841165,-0.43867645,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2136193,6.658611,2.5804284,10.645712,-1.0054073,0.06792311,16.278633,4.034679,17.144552,-0.5056391,-0.9645412,11.118926,3.3345053,15.327049,-1.0200771,5.3361926,6.5618,2.5616012,10.597486,0.08443898,-3.1450164,0.22147246,-0.04003216,-0.07042012,0.01272876,-0.18075457,0.63956225,0.7738564,1.0073497,1.2099782,1.5750613,1.3017269,0.4090399,0.59885377,1.0147537,1.4640472,2.4808183,1.6944933,0.92697555,0.6895894,-5.460792,0.74391323,-5.8909774,-7.918904,0.46619415,0.69965106,0.45862377,1.5007719,0.9837613,0.6555036,0.6209385,0.69457024,1.0045507,1.1185814,1.6177944,1.4462911,0.009902457,7.9927325,0.5918971,0.38042396,0.3159307,TASCA_DESTRA_DAVANTI_PANTALONI
-1.5767807,14.550362,3.8144937,20.60812,-2.0955555,1.3889711,33.82355,5.8158016,20.375042,-0.74756,-2.601908,19.559437,4.422605,17.229435,-2.2722619,8.247632,11.095284,3.3309586,15.636869,0.073314965,-1.1352149,0.6060094,-0.1911798,-0.5338279,0.16840847,-0.31547335,0.65588444,0.8624993,1.1451639,1.3150172,1.7459843,1.3277274,0.43018433,0.74390495,1.3114005,1.7292702,3.048462,1.7628603,1.6006134,1.1660511,-11.276872,0.7285027,-7.045344,-9.670993,0.57099634,1.2643776,0.39453188,2.2143357,0.69095343,0.31203645,1.0114394,1.1960996,1.3179185,1.1825716,1.3030128,1.1018468,0.033444587,12.423632,-0.1857995,-0.22263223,-0.07477625,TASCA_DESTRA_DAVANTI_PANTALONI
-0.57021654,19.821117,4.452091,21.855888,-1.0162005,-0.9177257,10.996212,3.3160536,19.763998,-2.7323103,-1.2866681,28.818548,5.368291,23.812284,-1.2483729,7.21051,10.467311,3.2353225,15.173681,0.090140946,0.6213366,0.443173,-0.079081304,0.71325755,-0.12727612,-0.17844343,1.3425872,0.8293312,1.3760889,0.61771125,1.024953,1.6592754,1.8025405,0.6877903,1.8936207,0.38156718,1.0505289,2.753195,0.7613548,0.8331767,-7.3278265,1.0943344,-9.62472,-8.795045,2.0470934,1.0235333,0.6500068,0.49999347,0.31752667,0.6350617,1.1058434,0.9178409,1.4403814,0.8299917,1.3025184,1.569315,0.016801434,10.901306,-0.4068537,-0.11615602,-0.37203828,TASCA_DESTRA_DAVANTI_PANTALONI
-0.67321336,18.086943,4.252875,17.032341,-0.87926334,-1.6637574,9.767096,3.1252353,18.177736,-2.5774212,-1.5958748,13.913309,3.7300549,18.499907,-1.2281586,6.426536,6.23511,2.4970202,13.303381,0.1068713,0.40463433,0.42184597,-0.104755245,1.0425364,-0.2588887,-0.24832581,1.3608174,1.1401641,1.70318,0.83785236,1.2515858,1.4938024,1.851824,1.2999742,2.900822,0.70199656,1.5664673,2.2314458,0.6084859,0.7814978,-5.0060663,1.2843318,-8.227087,-6.405733,1.7836801,1.0915993,0.60846937,0.6119928,0.34113145,0.5574109,0.9369891,0.92067176,1.2803017,0.9825853,1.3663998,1.3906169,0.024016913,10.032843,-0.50863576,-0.03234307,-0.41939896,TASCA_DESTRA_DAVANTI_PANTALONI
-1.1256849,7.159258,2.675679,11.725756,-0.95210725,-2.0486376,4.246212,2.060634,13.163051,-1.3375168,-1.4092137,4.3807774,2.0930307,9.451582,-1.4452083,4.46656,3.286053,1.8127474,8.081543,0.13579923,0.5494797,0.7988035,-0.252025,1.4537452,-0.45866117,-0.31550315,1.2984737,1.2783754,1.4760352,0.98452157,1.1367463,1.154618,1.686034,1.6342437,2.17868,0.96928275,1.2921922,1.3331426,0.75931495,1.0237736,-4.503457,1.3482858,-5.9309473,-4.39888,1.0666829,1.5539911,0.6423289,1.4568444,0.6021742,0.41334146,0.89080834,1.240613,1.4509304,1.3926823,1.6287794,1.1695269,0.027294625,6.9633703,-0.40108985,0.47206712,-0.36545953,TASCA_DESTRA_DAVANTI_PANTALONI
-2.1326718,2.6567953,1.6299679,6.3497024,-4.7581944,-0.86494815,2.760318,1.6614205,11.6151085,-1.582563,-1.2621255,2.078839,1.441818,9.212187,-1.7480288,3.3177018,3.3781877,1.8379847,7.9725842,0.01276336,2.4656644,1.6897463,-0.642816,0.6853107,-0.26070702,-0.3804216,0.9810689,1.130495,0.8868235,1.1523094,0.90393597,0.78445596,0.96249604,1.2780187,0.7864558,1.3278171,0.8171003,0.6153711,0.7371839,0.8954043,-50.905697,1.2146281,-69.05427,-56.852192,0.24518543,0.32894674,0.1365492,1.3416243,0.5569222,0.4151104,0.5466761,0.689272,0.79644215,1.2608416,1.4568813,1.1554831,0.013814546,5.0598426,0.13984065,0.6417742,0.16061719,TASCA_DESTRA_DAVANTI_PANTALONI
-1.9812907,13.38871,3.6590586,23.6336,-1.9726385,-1.7227724,8.402067,2.898632,16.447617,-2.624709,-0.2290299,6.8881507,2.6245286,13.9079685,-1.1185095,5.1838837,8.752183,2.9584088,15.801666,0.032172937,1.1500595,8.650795,-0.382202,7.5220413,-0.33233237,-0.044181142,1.2623398,1.3941774,1.2368333,1.1044391,0.97979426,0.88714194,1.5935019,1.9437307,1.5297567,1.2197856,0.95999676,0.78702086,1.3168137,2.1358085,-29.856537,1.6219519,-22.67332,-13.9790325,1.7520962,1.2110289,0.48694807,0.6911886,0.27792314,0.4020945,1.4369012,1.6992849,1.4956398,1.1826038,1.0408787,0.88015836,0.013585102,7.704213,-0.0023605684,-0.012723963,-0.046449646,TASCA_DESTRA_DAVANTI_PANTALONI
-1.7252668,15.950099,3.9937575,25.290592,-1.5224476,-1.1986294,15.924393,3.990538,17.67509,-2.2851212,-1.2893151,15.82912,3.9785826,17.70235,-1.0450711,6.7064133,8.803226,2.9670231,14.368185,0.06946957,1.4393663,1.3381265,-0.25725627,0.92966366,-0.17872883,-0.19225107,1.0008068,1.0038141,1.3460486,1.0030049,1.3449636,1.3409342,1.0016142,1.0076429,1.811847,1.0060189,1.8089268,1.7981043,1.2415372,1.687372,-14.230273,1.359099,-11.461818,-8.433394,1.8634882,1.1582822,0.6493301,0.62156665,0.34844872,0.56059754,1.4308606,1.4286573,1.76018,0.9984601,1.2301548,1.232052,0.013111019,10.235803,-0.031199286,-0.4307177,0.06871057,TASCA_DESTRA_DAVANTI_PANTALONI
