@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-47.1102,14.3205,3.7842,54,?,31.1317,139.0197,11.7907,34.75,0.2527,-12.2527,14.338,3.7866,16.5,?,-1.5133,3.8449,-2.5408,0.321,0.9994,3.1138,0.103,0.9988,9.6959,-4.5957,3.2727,-0.7121,0,1,0,1.554,3.2727,2.1061,0.6213,90.4946,-0.6006,0.361,-0.8762,?,?,?,?,?,DESTRA_PANTALONI
0.9379,27.7555,5.2684,27.1962,-2.2666,-0.7912,4.4304,2.1048,11.5056,-2.5225,0.9113,5.9078,2.4306,12.5648,-0.823,5.5379,9.7615,3.1243,18.5072,0.05,-1.1855,1.0292,0.1694,-0.8682,-0.1429,0.1646,2.503,2.1675,1.6862,0.866,0.6737,0.778,6.2648,4.6981,2.8434,0.7499,0.4539,0.6052,2.2903,3.3266,-19.3648,1.4525,-8.4551,-5.8212,2.5489,1.208,0.4273,0.4739,0.1677,0.3538,2.3637,2.1645,1.4695,0.9157,0.6217,0.6789,0.0159,7.9447,-0.0885,0.0581,-0.4078,-0.1299,-0.1441,-0.206,-18.487,29.6659,5.4466,30,?,13.7214,11.5474,3.3981,11.1875,0.4475,64.5729,4.2113,2.0521,7.375,0.8905,-1.3473,-0.2863,0.2125,1.6028,2.6541,1.6559,2.5691,7.0443,2.742,-3.3103,-0.5,0.151,0,0,0.3006,2.6816,4.0678,1.5169,0.7141,96.7812,0.3796,0.9411,0.3247,?,?,?,?,?,DESTRA_PANTALONI
2.401,1.7757,1.3325,4.5547,0.0344,0.5012,0.3883,0.6231,2.6699,-0.8752,-2.708,5.4285,2.3299,6.5703,-43.8533,3.9393,5.4234,2.3288,6.7263,0.035,4.791,-0.8866,0.6095,-0.1851,0.1272,-0.6874,2.1386,0.5719,0.5722,0.2674,0.2676,1.0005,4.5735,0.3271,0.3274,0.0715,0.0716,1.0009,-0.1301,-0.0252,0.6643,0.194,-5.1066,-26.3255,3.3128,32.2,0.6767,9.72,0.2043,0.021,1.7059,0.6932,0.6771,0.4064,0.3969,0.9768,0.1661,5.8213,0.4838,-0.5066,0.7379,0.2206,-0.0253,-0.9498,-24.4239,51.253,7.1591,33.9375,?,-14.0352,18.3315,4.2815,20.6875,?,-9.5783,339.3453,18.4213,54.1875,-0.9439,1.7402,2.5499,1.4653,1.6721,0.3886,0.2324,2.7959,0.151,0.054,1.6405,1.2898,0.7862,1,0,0,1.6405,0.6263,0.3818,0.342,57.6293,0.9184,-0.8463,-0.5722,125000,0,0,0,1,DESTRA_PANTALONI
0.1929,0.2863,0.5351,4.5504,-0.4286,0.0515,0.4701,0.6856,3.5972,-3.6527,-0.5595,0.4089,0.6394,4.4754,-4.2033,0.9264,0.6599,0.8124,4.7378,0.0441,3.7446,-0.3448,0.2082,-0.0921,0.0556,-0.604,0.7804,0.8368,0.6586,1.0722,0.844,0.7871,0.6091,0.7002,0.4338,1.1497,0.7123,0.6196,0.4834,0.3776,-6.2437,0.7811,-12.9161,-16.535,4.1198,3.7033,0.6426,0.8989,0.156,0.1735,1.265,1.0168,0.9604,0.8038,0.7592,0.9446,0.0059,1.3917,-0.2724,-0.6821,0.728,0.2454,-0.6559,-0.788,-23.2267,3.8637,1.9656,31.9,?,-12.1228,3.7931,1.9476,14,?,34.4485,1.9415,1.3934,7.6,0.7871,1.916,-0.6742,-0.3519,1.0093,1.4107,1.3977,1.0186,1.9901,1.9537,2.2786,-1.1352,-0.4982,1,0,0,2.2786,4.1974,1.8421,0.4285,69.798,-0.9358,0.9454,-0.8542,1100,0,0,0,1,DESTRA_PANTALONI
0.1156,0.0105,0.1023,0.4935,-0.5145,-0.2821,0.0153,0.1235,0.6702,-7.5602,0.1581,0.0123,0.111,0.5747,-0.1751,0.3801,0.0115,0.1073,0.6028,0.115,-0.4098,0.7314,0.3041,-1.7848,-0.7422,0.4158,0.8285,0.9221,0.9541,1.1129,1.1517,1.0348,0.6864,0.8502,0.9104,1.2387,1.3263,1.0708,0.2833,1.958,-2.1396,6.9126,-7.5536,-1.0927,4.1625,0.6664,0.4784,0.1601,0.1149,0.7179,0.7364,0.8588,0.8187,1.1662,1.1117,0.9533,0.0034,0.5767,0.0314,0.0219,0.2548,0.1122,-0.7578,0.4203,40.9955,0.0243,0.156,0.6,0.9855,-10.2857,0.0163,0.1278,10.6351,?,6.2166,0.0775,0.2783,1.2389,0.8173,-3.9857,6.5945,-1.6546,1.2211,0.5605,0.459,1.4912,0.3142,0.2107,-3.8273,7.3467,-1.9196,0,6.0926,0,0.0564,0.4843,8.5844,0.4272,57.4977,0.0704,0.148,0.2144,1100,0,0,0,1,DESTRA_PANTALONI
0.303,2.7597,1.6612,6.5809,-1.49,0.0378,1.6418,1.2813,5.9902,-0.8546,-0.6414,3.7619,1.9396,11.0348,-1.5394,2.5834,1.9942,1.4122,6.2623,0.066,8.0146,-0.4724,0.1173,-0.0589,0.0146,-0.2483,1.2965,0.8565,1.1764,0.6606,0.9074,1.3735,1.6809,0.7336,1.3839,0.4364,0.8233,1.8864,1.4267,0.5887,-8.9038,0.4126,-6.241,-15.1245,0.8182,0.6082,0.3942,0.7433,0.4818,0.6481,1.0986,0.5964,1.0509,0.5429,0.9565,1.7621,0.007,3.8101,0.2832,-0.3789,-0.3566,-0.0512,-0.1131,-0.1162,-22.749,42.7138,6.5356,36.4965,?,-26.472,23.5227,4.85,33.1118,?,-19.6177,393.5653,19.8385,65.2483,-1.0676,0.8594,1.1596,1.3494,1.3475,0.3294,0.2445,1.8159,0.1085,0.0598,1.1022,1.0833,0.9828,1,0,0,1.1022,0.5593,0.5075,0.3964,75.8788,-0.4554,-0.8723,0.7718,1100,0,0,0,1,DESTRA_PANTALONI
0.1556,3.1738,1.7815,7.5097,-0.9109,-0.2549,3.0601,1.7493,8.3559,-1.8472,-0.3323,3.3029,1.8174,8.5576,-1.9618,2.8348,1.7005,1.304,5.8952,0.0529,-0.6105,-0.4682,0.0549,0.767,-0.0899,-0.1172,1.0184,0.9803,1.3662,0.9625,1.3415,1.3937,1.0372,0.9609,1.8664,0.9265,1.7995,1.9423,0.6603,0.6316,-10.8683,0.9564,-16.4586,-17.2089,1.3391,1.3602,0.6314,1.0157,0.4715,0.4642,0.8987,0.8776,1.2739,0.9764,1.4174,1.4516,0.0044,4.3216,0.5373,-0.2942,-0.2593,0.0899,-0.436,-0.2958,-50.1111,91.6561,9.5737,64.3546,?,11.9827,9.0016,3.0003,7.7739,0.4971,-9.7441,95.1178,9.7528,28.6072,-1.5666,-4.1819,5.1427,-1.2297,3.1909,0.9816,0.3076,10.1821,0.9636,0.0946,-8.375,3.6855,-0.4401,0,0,1.3869,8.2783,2.2496,0.2717,0.5192,74.8881,0.9669,-0.9152,-0.8194,1100,0,0,0,1,DESTRA_PANTALONI
0.0009,0.0064,0.0802,0.3751,-0.9807,-0.2879,0.0043,0.0654,0.4143,?,0.054,0.0086,0.0929,0.4916,-1.0324,0.3173,0.0045,0.067,0.2868,0.3725,-0.0032,0.0173,0.0029,-5.3304,-0.9074,0.1702,1.2261,0.8633,1.1971,0.7041,0.9764,1.3867,1.5033,0.7453,1.4332,0.4958,0.9534,1.9229,0.4483,0.7437,-1.0908,1.6589,-2.4334,-1.4668,0,0.7829,0.4143,0,0,0.5293,0.9054,0.763,1.3079,0.8427,1.4446,1.7142,0.0029,0.4422,0.5174,-0.0393,-0.4578,-0.059,-0.9361,0.1305,38.2651,0.024,0.155,0.311,0.9919,-15.2494,0.0472,0.2172,15.541,?,15.179,0,0,0,1,-2.5093,2.5209,-1.0046,0.7135,13544.1162,18981.3184,0.5092,183443088,360290432,-2.453,2.5115,-1.0238,0,2.532,0,0.02,0,0,0.439,68.6935,0.7197,172.0429,-55.2425,1013.25,0,0,0,1,DESTRA_PANTALONI
1.0446,8.1359,2.8524,12.6418,-0.4268,-1.344,7.2434,2.6914,14.59,-1.4878,-0.3464,9.1257,3.0209,11.6129,-0.8547,4.5782,6.5627,2.5618,10.1564,0.0139,-0.7772,-3.0153,0.2282,3.8796,-0.2936,-0.0757,1.0598,0.9442,1.1134,0.8909,1.0506,1.1792,1.1232,0.8915,1.2397,0.7937,1.1037,1.3905,0.4334,0.7067,-26.3579,1.6305,-60.8144,-37.2983,1.5108,1.415,0.8602,0.9366,0.5694,0.6079,0.8665,1.0886,1.2447,1.2564,1.4365,1.1434,0.0172,7.0283,0.128,0.471,0.4956,-0.0579,-0.3896,0.0667,-26.088,64.8945,8.0557,41.687,?,-19.5911,129.2784,11.3701,42.45,-2.9588,11.9783,276.1519,16.6178,54.685,-0.0932,1.3316,-2.1779,-1.6356,0.7085,0.4848,0.6842,0.502,0.235,0.4681,1.3139,8.9438,6.8069,0,0,0.2144,0.982,0.7623,0.7763,0.3441,60.904,-0.8134,-0.9262,0.6978,1013.25,0,0,0,1,DESTRA_PANTALONI
0.0204,0.0145,0.1206,0.7179,-0.8215,-0.0425,0.0312,0.1766,1.2144,-1.0524,-0.6235,0.0116,0.1079,0.8309,?,0.6609,0.0116,0.1079,0.5606,0.391,-0.4798,-0.0327,0.0308,0.0681,-0.0642,-0.9435,0.6825,1.117,1.1177,1.6366,1.6376,1.0006,0.4658,1.2478,1.2492,2.6786,2.6817,1.0012,0.52,0.3897,-0.8994,0.7494,-1.7298,-2.3082,0.6661,0,0.4281,0,0.6427,0,0.5911,0.864,1.2805,1.4615,2.1662,1.4821,0.0063,0.8545,0.3451,0.0154,0.0836,0.0908,-0.0645,-0.8192,-6.9721,0.0693,0.2633,7.3117,?,39.7799,0.0932,0.3052,1.288,0.968,8.4597,0.2229,0.4721,2.3571,0.7608,-0.1753,-0.8242,4.7023,0.8627,0.5577,0.6465,0.7442,0.3111,0.418,-0.1878,-0.9754,5.1939,0,0,4.0821,5.6769,3.102,0.5464,0.4085,55.2116,-0.6691,0.1116,-0.3539,1100,0,0,0,1,DESTRA_PANTALONI
