@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4418,7.3731,2.7154,16.4352,-3.5644,0.1945,16.8284,4.1022,14.4383,-0.8744,0.5579,18.5687,4.3091,17.9964,-1.0809,6.0588,6.6053,2.5701,16.0529,0.0557,-2.2713,-0.7919,-0.0729,0.3487,0.0321,0.0921,0.6619,0.6301,1.0565,0.952,1.5962,1.6767,0.4381,0.3971,1.1163,0.9063,2.5477,2.8112,1.9055,1.373,-13.5603,0.7205,-7.1164,-9.8766,0.4675,0.4163,0.2118,0.8907,0.4531,0.5087,1.1383,0.9133,1.0238,0.8023,0.8994,1.1211,0.0074,9.2968,-0.7369,0.0583,-0.4712,-0.1424,0.2291,-0.1553,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1629,6.0931,2.4684,9.841,-2.1832,-1.4352,3.6777,1.9177,7.5427,-2.1038,0.3826,20.141,4.4879,17.504,-0.4181,4.8691,8.436,2.9045,13.626,0.0482,0.1135,-0.4257,-0.0335,-3.7508,-0.2948,0.0786,1.2872,0.55,0.8499,0.4273,0.6603,1.5452,1.6568,0.3025,0.7223,0.1826,0.4359,2.3875,1.3202,1.308,-9.7716,0.9908,-7.4018,-7.4709,1.2721,0.2505,0.2159,0.1969,0.1697,0.8622,1.3047,0.5622,0.7222,0.4309,0.5536,1.2846,0.0149,7.307,-0.1643,-0.5796,-0.5398,-0.1801,-0.5124,0.646,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
0.0256,2.7884,1.6698,8.5047,-0.4227,-0.0071,3.3185,1.8217,7.8823,-0.9925,0.1834,13.9765,3.7385,17.4742,-0.7861,4.1207,3.1373,1.7712,8.5942,0.1275,-3.6046,0.1395,0.0062,-0.0387,-0.0017,0.0445,0.9167,0.4467,0.9428,0.4873,1.0285,2.1107,0.8403,0.1995,0.8888,0.2374,1.0578,4.455,0.6435,0.3285,-2.0121,0.5105,-3.1266,-6.1242,1.5111,0.611,0.6069,0.4044,0.4016,0.9932,1.079,0.4867,0.9896,0.4511,0.9172,2.0333,0.0019,5.9982,-0.356,0.1417,0.3308,0.002,-0.1905,0.3495,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.3007,3.3518,1.8308,10.672,-1.1396,0.6718,2.885,1.6985,8.3195,-1.2857,0.583,22.0599,4.6968,18.5251,-0.6253,4.5855,8.1516,2.8551,12.4875,0.0573,-0.4476,-0.5158,-0.0656,1.1522,0.1465,0.1271,1.0779,0.3898,0.6412,0.3616,0.5949,1.6451,1.1618,0.1519,0.4112,0.1308,0.3539,2.7062,1.2147,0.7975,-7.4916,0.6566,-6.1676,-9.3938,1.3703,0.4376,0.3765,0.3193,0.2748,0.8604,1.2828,0.5761,0.8546,0.4491,0.6662,1.4835,0.0094,6.6586,-0.2046,-0.5591,-0.5298,-0.0501,0.4083,0.5038,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0142,1.6872,1.2989,7.4659,-1.5033,-0.3332,32.3002,5.6833,24.683,-0.8672,0.568,18.6399,4.3174,15.3006,-0.9418,6.2266,14.2901,3.7802,14.2022,0.0194,0.0425,-0.025,-0.0023,-0.5866,-0.0535,0.0912,0.2286,0.3009,0.3436,1.3164,1.5034,1.1421,0.0522,0.0905,0.1181,1.7329,2.2603,1.3044,0.3911,0.6042,-15.9273,1.5448,-40.7239,-26.3625,0.2256,0.3785,0.2059,1.6777,0.9127,0.544,0.3025,0.4879,0.5257,1.6132,1.738,1.0773,0.0066,8.7453,0.3869,0.0897,-0.0223,0.4409,0.1377,0.2068,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
0.2403,4.708,2.1698,10.2561,-1.0403,-0.2115,3.9912,1.9978,11.0852,-0.8729,0.208,20.386,4.5151,17.3103,-0.5721,4.9384,4.8431,2.2007,12.161,0.0456,-1.1362,1.1551,0.0487,-1.0167,-0.0428,0.0421,1.0861,0.4806,0.986,0.4425,0.9078,2.0517,1.1796,0.2309,0.9721,0.1958,0.8241,4.2093,1.0122,0.8301,-8.9967,0.8202,-8.8884,-10.8375,0.8493,0.4565,0.3945,0.5375,0.4645,0.8641,0.9252,0.5925,0.8434,0.6404,0.9115,1.4234,0.0038,7.1331,-0.2831,-0.4088,-0.369,0.0285,0.0157,0.5739,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1088,8.58,2.9292,14.4801,-1.073,-1.329,46.1063,6.7902,36.058,-0.7644,0.0286,43.0005,6.5575,25.3122,-0.7699,8.9843,18.7477,4.3299,19.6763,0.0706,0.0818,-3.8066,-0.0121,-46.5086,-0.1479,0.0032,0.4314,0.4467,0.6765,1.0355,1.5682,1.5145,0.1861,0.1995,0.4577,1.0722,2.4593,2.2936,0.4798,0.6807,-5.0136,1.4188,-10.45,-7.3652,0.3418,0.4884,0.3299,1.4289,0.9653,0.6755,0.4016,0.5721,0.7359,1.4245,1.8326,1.2864,0.0069,13.2949,-0.1818,-0.4243,-0.0194,-0.3001,-0.1375,0.322,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
0.087,5.4171,2.3275,10.1495,-1.062,-1.0983,28.9501,5.3805,27.2276,-1.5335,-0.2202,15.5139,3.9388,17.1265,-1.152,6.4516,9.5207,3.0856,16.3388,0.0425,-0.0792,-0.395,0.0135,4.9871,-0.1702,-0.0341,0.4326,0.5909,0.7543,1.366,1.7438,1.2765,0.1871,0.3492,0.569,1.8661,3.0408,1.6295,0.3172,0.5702,-7.214,1.7977,-22.744,-12.652,0.458,0.6185,0.2885,1.3504,0.6298,0.4664,0.3728,0.5926,0.6212,1.5898,1.6664,1.0482,0.006,9.4423,0.3448,0.15,-0.3823,-0.0707,-0.3898,0.0615,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1782,9.4687,3.0771,17.5132,-0.9709,-2.2831,45.2478,6.7266,33.1843,-0.9659,0.619,40.2076,6.3409,26.9182,-0.8196,9.0478,18.6892,4.3231,18.2148,0.0786,0.0781,-0.2879,-0.0197,-3.6883,-0.2523,0.0684,0.4575,0.4853,0.7118,1.0608,1.556,1.4668,0.2093,0.2355,0.5066,1.1254,2.4211,2.1514,0.5292,0.7115,-5.5526,1.3447,-10.4932,-7.8035,0.5264,0.6007,0.4495,1.1411,0.8539,0.7483,0.5278,0.6506,0.9615,1.2328,1.8218,1.4778,0.0125,13.6001,0.2372,-0.3758,0.0215,-0.0521,-0.269,0.1259,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
1.8247,4.3739,2.0914,6.521,-0.0597,-1.6472,5.7341,2.3946,8.9678,-4.7139,0.9334,14.0701,3.751,13.0831,-0.3883,4.328,12.3608,3.5158,10.1748,0.0786,-1.1078,1.9549,0.4216,-1.7647,-0.3806,0.2157,0.8734,0.5576,0.5949,0.6384,0.6811,1.0669,0.7628,0.3109,0.3539,0.4075,0.4639,1.1383,0.0497,0.1004,-0.4233,2.0217,-8.5198,-4.2143,3.9207,0.653,0.5572,0.1665,0.1421,0.8533,0.7272,0.4984,0.6409,0.6854,0.8814,1.2858,0.1195,6.7739,-0.7999,0.3979,0.8613,-0.5559,-0.8419,0.7501,?,?,?,?,?,125000,0,0,0,1,DAVANTI_PANTALONI
