@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.8368,1.6133,1.2702,5.2773,-0.7844,2.9206,3.8062,1.951,8.3872,-0.1989,0.8368,1.6133,1.2702,5.2773,-0.7844,3.7417,2.9628,1.7213,7.5929,0.0684,0.2865,1,0.2236,3.4902,0.7806,0.2236,0.651,1,0.7379,1.536,1.1334,0.7379,0.4239,1,0.5445,2.3593,1.2847,0.5445,1.6669,1,-4.1602,0.5999,-2.4958,-4.1602,0.4228,1,0.3629,2.3654,0.8583,0.3629,0.6292,1,0.695,1.5893,1.1046,0.695,0.0343,5.7283,0.875,1,0.7636,0.875,0.8703,0.7636,-8.5099,4.9237,2.2189,13.3789,?,-31.0674,0.2976,0.5455,31.8588,?,-23.9027,0.4483,0.6695,25.3799,?,0.2739,0.356,1.2997,4.0677,3.3141,0.8147,16.5464,10.9831,0.6638,0.4199,0.5271,1.2553,1,1,1,0.4199,0.5271,1.2553,0.436,63.48,-0.2039,-0.8472,-0.2719,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
9.293,0.9214,0.9599,3.0862,0.711,5.7473,0.5975,0.773,2.7779,0.5935,9.293,0.9214,0.9599,3.0862,0.711,14.3723,1.6292,1.2764,4.1763,0.7459,1.6169,1,0.6466,0.6185,0.3999,0.6466,1.2418,1,0.752,0.8053,0.6056,0.752,1.5421,1,0.5656,0.6485,0.3667,0.5656,1.8725,1,0.6196,0.5341,0.3309,0.6196,1.5629,1,0.65,0.6398,0.4159,0.65,1.111,1,0.739,0.9001,0.6652,0.739,0.151,24.3333,0.0308,1,0.9736,0.0308,0.2579,0.9736,-38.6644,0.3153,0.5615,39.7186,?,-4.1513,0.0623,0.2496,4.4998,?,22.7198,0.1022,0.3196,1.1398,0.9508,9.3139,-1.7018,-0.1827,2.2495,1.7568,0.781,5.0601,3.0862,0.6099,8.8267,-1.8038,-0.2044,1,0,0,8.8267,34.8461,3.9478,0.4741,65.5355,0.4182,0.8448,0.3274,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
2.8768,9.4943,3.0813,12.8421,-0.3144,-0.9913,6.0373,2.4571,10.9652,-1.4019,2.8768,9.4943,3.0813,12.8421,-0.3144,5.6972,10.1028,3.1785,13.3116,0.0411,-2.9022,1,0.505,-0.3446,-0.174,0.505,1.254,1,0.9694,0.7974,0.773,0.9694,1.5726,1,0.9398,0.6359,0.5976,0.9398,0.48,1,-5.3871,2.0833,-11.2229,-5.3871,2.1401,1,0.7038,0.4673,0.3289,0.7038,1.1712,1,0.9647,0.8538,0.8237,0.9647,0.045,9.0611,0.3345,1,0.8106,0.3345,0.0211,0.8106,-17.5691,186.9474,13.6729,45.8984,-3.3715,-28.8986,67.1788,8.1963,40.6189,?,-29.596,7.0011,2.646,32.4585,?,0.608,0.5936,0.9764,1.6682,5.1675,3.0977,2.7828,26.7028,9.5955,0.8715,1.0906,1.2514,0,0,1,1.13,1.4141,1.2514,0.4832,77.8066,-0.9703,0.6725,-0.6774,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
8.5286,5.3185,2.3062,8.5562,0.4236,5.3669,0.582,0.7629,3.0147,0.5484,8.5286,5.3185,2.3062,8.5562,0.4236,13.2457,10.0478,3.1698,12.23,0.4402,1.5891,1,0.6439,0.6293,0.4052,0.6439,3.023,1,0.7275,0.3308,0.2407,0.7275,9.1383,1,0.5293,0.1094,0.0579,0.5293,1.7179,1,0.6539,0.5821,0.3806,0.6539,2.2238,1,0.6795,0.4497,0.3055,0.6795,2.8381,1,0.6996,0.3523,0.2465,0.6996,0.142,22.424,0.4021,1,0.9962,0.4021,0.4792,0.9962,-39.2192,0.9676,0.9837,40.6189,?,-0.9179,0.2316,0.4812,1.68,?,23.3663,2.9801,1.7263,6.3004,0.7597,42.7252,-1.6785,-0.0393,2.0441,0.5698,0.2788,4.1782,0.3247,0.0777,24.178,-2.0392,-0.0843,1,0,0,24.178,6.4471,0.2667,0.491,63.5034,0.2316,0.9414,0.2985,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-7.6628,15.3308,3.9155,14.5357,?,0.927,3.9295,1.9823,8.148,-0.3668,-7.6628,15.3308,3.9155,14.5357,?,11.2318,26.7338,5.1705,17.0855,0.1691,-8.2663,1,-0.6822,-0.121,0.0825,-0.6822,1.9752,1,0.7573,0.5063,0.3834,0.7573,3.9015,1,0.5735,0.2563,0.147,0.5735,6.6474,1,-4.1805,0.1504,-0.6289,-4.1805,0,1,0,0,0.2899,0,1.784,1,0.8508,0.5606,0.4769,0.8508,0.1145,16.9795,0.5957,1,-0.9953,0.5957,-0.5369,-0.9953,24.2139,46.1506,6.7934,20.34,0.4094,-21.5571,89.2018,9.4447,30.8395,-31.132,-4.6148,5.2378,2.2886,9.8999,?,-1.1232,-5.247,4.6713,0.7193,2.9683,4.1268,0.5174,8.811,17.0304,-0.4719,-1.4242,3.0182,35.8824,0,0,0.6595,2.0546,3.1151,0.3447,50.406,0.9336,-0.1081,-0.4236,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-9.6752,33.2127,5.763,19.3835,?,-5.259,9.021,3.0035,10.1706,?,-9.6752,33.2127,5.763,19.3835,?,14.8193,70.7109,8.409,25.6797,0.0897,1.8397,1,-0.6529,0.5436,-0.3549,-0.6529,1.9188,1,0.6853,0.5212,0.3572,0.6853,3.6817,1,0.4697,0.2716,0.1276,0.4697,1.9058,1,-7.6572,0.5247,-4.0178,-7.6572,1,1,0,1,0,0,1.9058,1,0.7548,0.5247,0.3961,0.7548,0.3332,24.6093,0.6574,1,-0.9954,0.6574,-0.7242,-0.9954,41.0511,31.0313,5.5706,19.6875,0.5882,11.8679,322.6593,17.9627,55.125,-0.2301,2.7003,288.8657,16.996,46.1875,-0.8997,3.459,15.2025,4.3951,0.3101,0.3278,1.0569,0.0962,0.1074,1.117,-2.7273,-1.2857,0.4714,1.0669,1.9666,1.8432,0.3571,0.4263,1.1935,0.9731,73.1705,-0.5214,-0.2627,0.95,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
6.3077,15.3661,3.92,16.0401,-0.2084,7.1698,5.572,2.3605,9.2204,0.2654,6.3077,15.3661,3.92,16.0401,-0.2084,12.2458,17.3239,4.1622,16.3148,0.2284,0.8798,1,0.5151,1.1367,0.5855,0.5151,1.6606,1,0.9418,0.6022,0.5671,0.9418,2.7577,1,0.887,0.3626,0.3216,0.887,-0.8304,1,-0.5727,-1.2042,0.6896,-0.5727,1.0576,1,0.6278,0.9456,0.5936,0.6278,1.7396,1,0.9832,0.5748,0.5652,0.9832,0.1244,20.1908,0.0475,1,0.9081,0.0475,0.4009,0.9081,-13.8636,282.2498,16.8003,54.2389,-1.8608,-38.8213,10.1552,3.1867,45.1187,?,27.7538,55.841,7.4727,21.5393,0.4338,0.3571,-0.4995,-1.3988,5.272,2.2482,0.4265,27.7935,5.0545,0.1819,0.7819,-2.1383,-2.7346,0,0.4984,0,1.2021,2.5181,2.0947,0.5402,85.2943,-0.9382,0.305,-0.036,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
7.463,12.8965,3.5912,12.2803,0.1064,4.6398,4.6057,2.1461,8.3015,0.0777,7.463,12.8965,3.5912,12.2803,0.1064,11.9694,20.0518,4.4779,16.5338,0.1508,1.6085,1,0.6235,0.6217,0.3876,0.6235,1.6734,1,0.802,0.5976,0.4793,0.802,2.8001,1,0.6432,0.3571,0.2297,0.6432,2.091,1,0.498,0.4782,0.2382,0.498,1.5268,1,0.7058,0.655,0.4623,0.7058,1.4793,1,0.7427,0.676,0.5021,0.7427,0.1253,19.5657,-0.1577,1,0.9666,-0.1577,0.0706,0.9666,-23.3515,186.8844,13.6706,41.6992,?,-34.5025,11.6569,3.4142,38.1592,?,21.8705,103.822,10.1893,27.7191,0.1735,0.6768,-1.0677,-1.5776,4.004,1.3417,0.3351,16.0321,1.8,0.1123,1.0928,-7.1652,-6.5569,1,0,0,1.0928,1.5043,1.3766,0.5115,79.7245,-0.917,0.9825,-0.9523,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
8.4685,3.0215,1.7383,7.6529,0.4215,6.8998,1.2252,1.1069,3.3932,0.6073,8.4685,3.0215,1.7383,7.6529,0.4215,13.8843,5.5332,2.3523,10.1001,0.5093,1.2273,1,0.6099,0.8148,0.497,0.6099,1.5704,1,0.739,0.6368,0.4706,0.739,2.4662,1,0.5461,0.4055,0.2214,0.5461,1.0626,1,0.5318,0.9411,0.5005,0.5318,1.531,1,0.6426,0.6532,0.4197,0.6426,2.2553,1,0.7577,0.4434,0.336,0.7577,0.147,23.8368,0.3337,1,0.9708,0.3337,0.5496,0.9708,-35.1835,0.4001,0.6326,36.1786,?,-16.9979,3.6458,1.9094,19.5587,?,35.1369,0.375,0.6124,1.86,0.948,2.0699,-1.0013,-0.4838,0.3313,1.033,3.118,0.1098,1.067,9.7219,1.8497,-1.0672,-0.577,1,0,0,1.8497,19.4504,10.5152,0.559,87.3183,-0.9037,-0.3826,0.7174,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
9.1045,4.7206,2.1727,8.5015,0.39,5.8215,0.2549,0.5049,2.0483,0.7053,9.1045,4.7206,2.1727,8.5015,0.39,14.2064,7.5478,2.7473,10.693,0.4799,1.5639,1,0.6409,0.6394,0.4098,0.6409,4.303,1,0.7908,0.2324,0.1838,0.7908,18.5161,1,0.6254,0.054,0.0338,0.6254,1.1088,1,0.5508,0.9019,0.4967,0.5508,2.0052,1,0.6778,0.4987,0.338,0.6778,4.1505,1,0.7951,0.2409,0.1916,0.7951,0.1536,24.0304,-0.3422,1,0.9964,-0.3422,-0.2661,0.9964,-35.9002,0.4533,0.6733,37.7991,?,-7.2343,0.1523,0.3903,7.7393,?,35.3146,0.5179,0.7197,2.8793,0.92,4.9625,-1.0166,-0.2049,1.7249,0.9356,0.5424,2.9754,0.8753,0.2942,4.8841,-1.1413,-0.2337,1,0,0,4.8841,13.1277,2.6879,0.553,78.4491,-0.2003,0.9496,-0.2307,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
8.4434,3.5699,1.8894,7.0126,0.4562,6.6091,0.4163,0.6452,2.0412,0.7436,8.4434,3.5699,1.8894,7.0126,0.4562,13.7246,5.4514,2.3348,8.8679,0.548,1.2775,1,0.6152,0.7828,0.4816,0.6152,2.9284,1,0.8092,0.3415,0.2763,0.8092,8.5757,1,0.6549,0.1166,0.0764,0.6549,0.9942,1,0.5473,1.0058,0.5505,0.5473,1.6203,1,0.6573,0.6172,0.4057,0.6573,3.4356,1,0.7908,0.2911,0.2302,0.7908,0.1437,23.4958,-0.1117,1,0.989,-0.1117,0.0345,0.989,-34.3483,0.4042,0.6358,35.9985,?,-9.4295,0.0444,0.2107,9.8389,?,36.1231,0.7003,0.8368,2.9999,0.9191,3.6427,-0.9509,-0.261,3.0178,0.7598,0.2518,9.1071,0.5773,0.0634,3.6588,-1.0563,-0.2887,1,0,0,3.6588,12,3.2798,0.534,79.9009,-0.2738,0.8367,0.0415,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
6.1269,18.85,4.3417,23.5954,-0.0419,-0.1384,9.7127,3.1165,13.2729,-0.763,6.1269,18.85,4.3417,23.5954,-0.0419,9.4249,33.6805,5.8035,30.6341,0.0452,-44.2648,1,0.6501,-0.0226,-0.0147,0.6501,1.3931,1,0.7481,0.7178,0.537,0.7481,1.9408,1,0.5597,0.5153,0.2884,0.5597,0.1654,1,-0.6545,6.0468,-3.9577,-0.6545,3.0079,1,0.7058,0.3325,0.2346,0.7058,1.7777,1,0.7702,0.5625,0.4333,0.7702,0.0932,14.9095,0.1303,1,0.9818,0.1303,0.1444,0.9818,-28.8982,444.87,21.0919,64.1998,-4.6316,-26.3063,228.489,15.1159,45.4178,-17.0285,-13.133,45.937,6.7777,29.9988,-3.0653,1.0985,2.2004,2.0031,1.3954,3.112,2.2302,1.947,9.6844,4.974,1.2308,2.3343,1.8965,4.5251,1.5449,0.3414,1.4135,2.1401,1.514,0.4433,71.3358,-0.8833,-0.8944,0.9418,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
4.9098,15.4292,3.928,26.2269,-0.0846,-1.2116,5.9865,2.4467,9.3275,-1.1675,4.9098,15.4292,3.928,26.2269,-0.0846,7.7963,25.7424,5.0737,33.4186,0.0267,-4.0522,1,0.6298,-0.2468,-0.1554,0.6298,1.6054,1,0.7742,0.6229,0.4822,0.7742,2.5773,1,0.5994,0.388,0.2326,0.5994,0.407,1,-2.2298,2.4569,-5.4783,-2.2298,5.6194,1,0.7043,0.178,0.1253,0.7043,2.8118,1,0.7848,0.3556,0.2791,0.7848,0.0758,12.6309,0.1515,1,0.9799,0.1515,0.1589,0.9799,-22.2866,348.4016,18.6655,60.9589,-2.9688,-28.6799,98.2357,9.9114,40.1398,?,-23.796,5.4475,2.334,26.9989,?,0.7771,0.9366,1.2052,1.8832,7.9973,4.2466,3.5466,63.9568,18.0333,1.136,1.6889,1.4867,0,0,1,1.5187,2.2578,1.4867,0.4669,77.7145,-0.8906,-0.8416,0.9344,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
4.0892,2.848,1.6876,6.6151,0.1638,8.1326,6.5804,2.5652,9.2763,0.3444,4.0892,2.848,1.6876,6.6151,0.1638,10.0933,9.9818,3.1594,12.2735,0.2978,0.5028,1,0.4051,1.9888,0.8057,0.4051,0.6579,1,0.5342,1.5201,0.8119,0.5342,0.4328,1,0.2853,2.3106,0.6592,0.2853,0.266,1,0.249,3.7597,0.936,0.249,0.5591,1,0.4526,1.7885,0.8095,0.4526,0.7131,1,0.539,1.4023,0.7558,0.539,0.1085,16.3109,0.604,1,0.8403,0.604,0.938,0.8403,-43.5592,0.822,0.9066,44.5786,?,-22.1354,11.2774,3.3582,27.9587,?,-6.5358,36.8798,6.0729,19.5572,-1.567,1.9679,6.6647,3.3868,0.27,0.1493,0.553,0.0729,0.0223,0.3058,1.5944,3.734,2.3419,1,0,0,1.5944,2.2794,1.4296,0.5358,73.8291,-0.9874,0.9706,-0.9562,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
9.0731,1.4858,1.2189,5.5522,0.551,5.1261,1.7838,1.3356,4.2323,0.4746,9.0731,1.4858,1.2189,5.5522,0.551,13.8339,4.2988,2.0733,8.8874,0.5384,1.77,1,0.6559,0.565,0.3705,0.6559,0.9127,1,0.5879,1.0957,0.6442,0.5879,0.833,1,0.3456,1.2005,0.4149,0.3456,1.7819,1,0.6573,0.5612,0.3688,0.6573,1.535,1,0.6422,0.6515,0.4184,0.6422,1.3119,1,0.6247,0.7623,0.4762,0.6247,0.1486,23.2724,0.9043,1,0.9945,0.9043,0.944,0.9945,-42.8694,2.9592,1.7202,45.0592,?,-9.1792,1.4895,1.2205,11.9995,?,28.8948,7.7029,2.7754,8.7601,0.7379,4.6703,-1.4836,-0.3177,1.4095,0.6198,0.4397,1.9867,0.3842,0.1934,3.7551,-1.8272,-0.4866,1,0,0,3.7551,5.1437,1.3698,0.5646,80.9434,-0.9844,0.9873,-0.9678,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
7.4981,3.5751,1.8908,7.466,0.443,6.3187,1.7043,1.3055,4.1906,0.5256,7.4981,3.5751,1.8908,7.466,0.443,12.3926,7.6472,2.7654,10.6762,0.4785,1.1866,1,0.605,0.8427,0.5099,0.605,1.4483,1,0.6837,0.6904,0.4721,0.6837,2.0977,1,0.4675,0.4767,0.2229,0.4675,1.279,1,0.6062,0.7819,0.474,0.6062,1.5174,1,0.6548,0.659,0.4315,0.6548,1.7816,1,0.6993,0.5613,0.3925,0.6993,0.1327,21.3149,0.5473,1,0.9784,0.5473,0.7079,0.9784,-38.1765,0.3248,0.5699,39.4791,?,-12.7166,1.8861,1.3734,14.5798,?,32.4677,0.3502,0.5918,2.0401,0.9391,3.0021,-1.1758,-0.3917,0.415,0.963,2.3207,0.1722,0.9274,5.3856,2.7078,-1.2557,-0.4637,1,0,0,2.7078,19.3515,7.1466,0.556,83.3608,-0.7684,0.7959,-0.3016,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
8.5999,0.8211,0.9061,4.1061,0.6024,6.5574,4.0985,2.0245,5.9307,0.3924,8.5999,0.8211,0.9061,4.1061,0.6024,13.9402,2.3282,1.5258,5.8539,0.6659,1.3115,1,0.6169,0.7625,0.4704,0.6169,0.4476,1,0.5939,2.2342,1.3268,0.5939,0.2003,1,0.3527,4.9916,1.7604,0.3527,1.6247,1,0.5332,0.6155,0.3282,0.5332,1.0582,1,0.5894,0.945,0.557,0.5894,0.6924,1,0.7014,1.4443,1.0131,0.7014,0.1424,23.7573,0.0974,1.0001,0.7695,0.0974,0.7083,0.7695,-43.0024,0.1801,0.4243,43.7988,?,-8.6678,1.5855,1.2592,11.879,?,28.0922,1.8701,1.3675,4.1397,0.8628,4.9612,-1.5308,-0.3085,0.337,0.3103,0.9208,0.1136,0.0963,0.8478,3.6871,-1.682,-0.4562,1,0,0,3.6871,10.5802,2.8695,0.537,79.7623,-0.5775,0.308,0.3601,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-3.2007,4.8806,2.2092,9.0942,-5.7749,6.6249,9.6225,3.102,12.2649,0.0325,-3.2007,4.8806,2.2092,9.0942,-5.7749,8.7676,6.8917,2.6252,9.5934,0.2731,-0.4831,1,-0.3651,-2.0698,0.7556,-0.3651,0.7122,1,0.8415,1.4041,1.1816,0.8415,0.5072,1,0.7082,1.9716,1.3962,0.7082,-18.8409,1,-2.1503,-0.0531,0.1141,-2.1503,0.1059,1,0.1017,9.4434,0.9604,0.1017,0.7415,1,0.948,1.3486,1.2785,0.948,0.0854,13.3035,0.1441,1,-0.4756,0.1441,0.7689,-0.4756,28.2204,1.0356,1.0177,4.6799,0.8424,-26.3162,7.1918,2.6818,29.6997,?,-5.667,135.012,11.6195,36.058,-0.9577,-1.0724,-4.9797,4.6437,0.3795,0.0876,0.2308,0.144,0.0077,0.0533,-0.8424,-1.4184,1.6837,0,1.6125,0,0.1576,0.1298,0.8237,0.4149,66.2492,-0.0167,-0.3139,-0.9166,?,?,?,?,?,TASCA_GIACCA_ALTA
