@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.63,4.2192,2.0541,13.1599,-0.3192,-0.6922,5.2788,2.2976,13.7479,-1.2068,-0.0713,10.7732,3.2823,18.2007,-1.1127,3.8774,6.118,2.4735,10.8485,0.0527,-0.9102,-8.8356,0.1625,9.7077,-0.1785,-0.0184,0.894,0.6258,0.8304,0.7,0.9289,1.327,0.7993,0.3916,0.6896,0.49,0.8628,1.7609,0.4236,0.3322,-5.274,0.7843,-12.4508,-15.8748,1.6012,1.1579,0.871,0.7231,0.544,0.7522,0.9572,0.723,1.2131,0.7553,1.2673,1.6777,0.0049,5.7085,0.2156,0.3224,0.3969,0.6123,-0.1941,0.0497,0.2918,0.0218,0.1478,0.4731,-0.1859,-0.1757,0.0313,0.1768,0.6486,?,-0.1399,0.0025,0.0496,0.2474,-7.0575,-1.6607,-2.0862,1.2563,0.8359,2.9821,3.5676,0.6987,8.8931,12.7277,0.1144,0.3423,2.9927,0,12.9928,0,0.7295,1.9123,2.6213,0.0019,0.62,0.9928,-0.489,-0.5128,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.3693,2.2006,1.4834,10.309,-0.8407,-0.6236,4.7313,2.1752,10.4099,-1.3198,0.2325,6.554,2.5601,13.3857,-0.4473,3.3208,3.0372,1.7428,9.3203,0.0763,-0.5922,1.5883,0.1112,-2.6821,-0.1878,0.07,0.682,0.5794,0.8512,0.8496,1.2481,1.469,0.4651,0.3358,0.7245,0.7219,1.5578,2.1579,0.795,1.138,-6.1165,1.4315,-7.6939,-5.3747,1.2481,0.6056,0.5551,0.4852,0.4447,0.9166,0.9903,0.7702,1.1061,0.7777,1.1169,1.4362,0.004,4.9652,0.0828,0.0556,0.2319,0.4352,0.0126,0.4758,0.2101,0.0133,0.1154,0.403,0.2429,0.2254,0.0299,0.1729,0.6743,-0.9537,0.8411,0.0007,0.0271,0.1108,0.8723,0.9322,0.2499,0.268,0.6674,4.2654,6.3912,0.4454,18.1936,40.8473,-0.3928,0.1708,-0.4349,1.5424,0.6135,0.3978,0.5977,3.6363,6.0839,0.0047,1.3255,-0.9609,-0.9073,0.9281,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.5172,3.3639,1.8341,13.9689,-0.517,-0.1667,9.4139,3.0682,16.2942,-1.3439,0.3069,10.4704,3.2358,13.5359,-0.5165,4.4086,4.2022,2.0499,9.9212,0.0381,-3.1028,1.6855,0.1173,-0.5432,-0.0378,0.0696,0.5978,0.5668,0.8947,0.9482,1.4967,1.5785,0.3573,0.3213,0.8005,0.8991,2.2402,2.4916,0.5096,1.0326,-12.1268,2.0264,-23.7972,-11.7437,1.3246,1.0317,0.8928,0.7789,0.674,0.8654,0.8573,1.032,1.408,1.2038,1.6424,1.3643,0.0033,6.5343,0.1993,-0.2671,0.0231,0.4332,0.0039,0.3703,0.2456,0.0135,0.1161,0.4554,0.2385,0.2562,0.0204,0.1428,0.5376,-0.4892,0.7758,0.0006,0.0243,0.0729,0.91,0.9587,0.3166,0.3302,0.8128,4.7704,5.8689,0.6607,22.7566,34.4434,-0.8077,0.1935,-0.2396,1.6566,0.7385,0.4458,0.8471,6.2474,7.3746,0.0045,1.3034,-0.9556,-0.2019,0.1745,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3679,13.0143,3.6075,34.6428,-0.5053,-0.0223,9.9443,3.1535,31.3122,-0.4052,0.6667,18.1847,4.2644,26.2083,-0.5161,4.854,18.1626,4.2618,32.0398,0.0104,16.4855,-0.5519,-0.0758,-0.0335,-0.0046,0.1373,1.144,0.846,0.8465,0.7395,0.7399,1.0006,1.3087,0.7157,0.7165,0.5468,0.5475,1.0012,1.2879,1.3034,-34.7038,1.0121,-26.9466,-26.6254,1.0328,1.3313,0.7109,1.289,0.6883,0.5339,1.1064,1.3218,1.0812,1.1947,0.9773,0.818,0.004,7.157,0.6489,-0.0984,0.2793,-0.1667,0.335,0.3501,0.0407,0.0089,0.0945,0.3434,-1.6846,-0.1264,0.0175,0.1324,0.6425,-8.0329,-0.7226,0.0005,0.0225,0.7519,?,-0.3222,-0.0563,0.1749,0.714,4.2074,5.8927,0.5098,17.7025,34.7244,0.3772,0.2866,0.7599,1.7984,0,0,0.5345,0.4567,0.8545,0.0038,0.9478,0.8388,-0.3813,-0.438,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.0823,2.5701,1.6031,5.7324,-0.2093,-0.1057,0.3948,0.6284,3.1133,-1.5222,-0.6317,4.3678,2.0899,8.1406,-0.999,2.6073,2.1164,1.4548,5.0136,0.066,-10.2398,-1.7131,0.4151,0.1673,-0.0405,-0.2423,2.5513,0.7671,1.102,0.3007,0.4319,1.4366,6.509,0.5884,1.2143,0.0904,0.1866,2.0637,0.5281,0.2439,-2.7986,0.4618,-5.2997,-11.4752,3.8402,1.164,0.883,0.3031,0.2299,0.7586,1.8413,0.7042,1.1434,0.3824,0.621,1.6237,0.0286,3.7311,-0.2964,-0.1571,0.7551,0.3395,-0.1981,-0.1704,0.0984,0.0554,0.2355,1.228,-1.086,0.0949,0.0022,0.0472,0.1816,-0.2424,0.8164,0.1724,0.4152,1.7652,-0.843,1.037,0.1205,0.1162,4.9845,0.5671,0.1138,24.8451,0.3216,0.0129,18.0389,0.7918,0.0439,4.0272,0.6146,0.1526,6.7614,0.6957,0.1029,0.0047,1.19,0.1645,0.7554,0.7238,125000,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.6645,2.0216,1.4218,6.7406,-1.1956,-0.1899,6.252,2.5004,9.388,-0.6313,-0.1747,0.5959,0.7719,4.5405,-0.8304,2.8171,1.4416,1.2006,6.7667,0.0454,-3.4991,-3.8039,0.2359,1.0871,-0.0674,-0.062,0.5686,1.8419,1.1842,3.2392,2.0825,0.6429,0.3234,3.3928,1.4024,10.4924,4.337,0.4133,1.0103,1.7819,-11.3929,1.7638,-11.2772,-6.3936,0.5335,1.2376,0.4331,2.3199,0.8118,0.3499,0.718,1.4846,0.9961,2.0676,1.3874,0.671,0.0035,4.2414,-0.9423,-0.6942,-0.1573,0.6632,0.145,0.1577,0.6368,0.0001,0.0085,0.0316,0.9516,-0.0902,0.0003,0.0166,0.1203,?,-0.5314,0.0003,0.0159,0.5659,?,-7.0628,-1.1983,0.1697,0.5131,0.536,1.0446,0.2633,0.2873,1.0911,-5.1637,-1.0981,0.2127,0,0,1,0.2624,0.0558,0.2127,0.0042,1.2584,-0.2212,0.3898,0.2731,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3131,1.7051,1.3058,6.8066,-0.6052,-0.5442,2.0795,1.442,6.6366,-3.3437,0.2026,1.3153,1.1469,6.069,-0.906,1.9929,1.5635,1.2504,6.2689,0.0165,0.5753,-1.5456,-0.1571,-2.6865,-0.2731,0.1017,0.9055,1.1386,1.0443,1.2574,1.1533,0.9172,0.82,1.2964,1.0906,1.581,1.33,0.8412,0.5023,0.8896,-24.407,1.7709,-48.5877,-27.4365,2.7754,1.3317,0.6653,0.4798,0.2397,0.4996,1.0256,1.1215,1.0858,1.0935,1.0586,0.9681,0.0033,3.001,-0.2515,0.0639,0.3976,-0.3206,-0.7708,0.2162,-0.6418,0.001,0.0309,0.6902,?,-0.245,0.0079,0.0886,0.3741,?,-0.3027,0.0133,0.1154,0.6039,?,2.6192,2.12,0.8094,0.3482,0.2673,0.7678,0.1212,0.0715,0.5896,1.8448,1.1428,0.6195,1,1,1,1.8448,1.1428,0.6195,0.0037,1.1896,-0.9242,0.7891,-0.9011,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.3161,9.0687,3.0114,26.4091,-0.253,-1.4235,4.0765,2.019,9.7717,-1.9658,0.3593,7.7266,2.7797,14.0003,-0.785,4.081,6.4731,2.5442,21.2054,0.027,-0.222,0.8796,0.0774,-3.9619,-0.3488,0.088,1.4915,1.0834,1.1836,0.7264,0.7936,1.0925,2.2246,1.1737,1.401,0.5276,0.6298,1.1936,0.8232,0.8659,-9.068,1.052,-11.0159,-10.4718,6.3973,2.6873,0.9671,0.4201,0.1512,0.3599,2.7026,1.8863,1.2454,0.698,0.4608,0.6602,0.008,6.1338,0.0207,0.329,0.5569,-0.0182,-0.2297,0.2239,0.3506,0.0295,0.1718,0.5452,0.1833,-0.2734,0.0562,0.2372,0.6986,-5.3852,0.3191,0.08,0.2829,0.8396,-0.0971,-1.2827,1.099,-0.8568,0.7244,0.6073,0.8384,0.5247,0.3688,0.7028,-0.2077,-1.6474,7.9306,6.1013,0.8723,0.143,0.7803,0.6493,0.8321,0.0029,0.9896,-0.8043,-0.1802,-0.2773,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1922,0.435,0.6596,4.2146,-0.4428,-0.5412,0.6973,0.835,3.9301,-1.2219,-0.2536,0.2077,0.4557,1.8487,-2.085,1.1805,0.3406,0.5836,3.2507,0.0149,-0.3551,-0.7578,0.1628,2.1341,-0.4584,-0.2148,0.7899,1.4473,1.1301,1.8323,1.4307,0.7808,0.6239,2.0947,1.2772,3.3574,2.047,0.6097,0.5985,1.0353,-26.3736,1.7299,-44.0675,-25.4745,1.6515,4.8745,0.8852,2.9516,0.536,0.1816,1.0724,2.2798,1.2965,2.1259,1.209,0.5687,0.0034,1.7665,0.5657,-0.3137,0.1101,-0.4454,-0.1351,-0.284,0.6472,0.0001,0.0119,0.0383,0.9425,0.3767,0.0004,0.02,0.0588,0.8567,0.6491,0,0.0041,0.0156,0.9762,1.7181,0.9971,0.5803,0.595,2.8928,4.8622,0.354,8.3684,23.6411,1.7857,0.9807,0.5492,1.6232,1.0158,0.6258,0.6515,2.4559,3.7694,0.0054,1.6729,-0.9547,-0.3519,0.0895,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.2091,16.2286,4.0285,25.9615,-0.9203,-0.3791,7.6176,2.76,15.507,-0.6691,-0.1979,7.7186,2.7782,15.4011,-0.7606,4.9753,7.0374,2.6528,15.2342,0.0267,-0.5517,-1.0569,0.042,1.9157,-0.0762,-0.0398,1.4596,1.45,1.5186,0.9934,1.0404,1.0473,2.1304,2.1025,2.306,0.9869,1.0824,1.0968,2.0015,1.87,-29.7589,0.9343,-14.8679,-15.9136,1.4551,1.5455,0.8637,1.0621,0.5936,0.5589,1.6742,1.6857,1.7042,1.0069,1.0179,1.011,0.0026,7.391,0.2266,0.5,0.2438,-0.0798,0.0552,0.3273,0.2336,0.0194,0.1395,0.583,-0.1033,-0.4565,0.0334,0.1828,0.6969,?,-0.0202,0.0567,0.2381,0.737,-0.8672,-0.5117,-11.5692,22.6091,0.7627,0.5856,0.7678,0.5817,0.3429,0.5895,0.0783,0.1595,2.0362,0,1.3388,0,0.8365,0.7911,0.9457,0.0028,0.9108,-0.4625,-0.5601,-0.2219,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
