@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
6.1349,25.2411,5.0241,20.5835,-0.4172,2.1142,12.2863,3.5052,13.0151,-0.2472,6.1349,25.2411,5.0241,20.5835,-0.4172,10.6547,28.988,5.3841,19.4414,0.0576,2.9018,1,0.5758,0.3446,0.1984,0.5758,1.4333,1,0.9331,0.6977,0.651,0.9331,2.0544,1,0.8707,0.4868,0.4238,0.8707,2.3491,1,-5.0957,0.4257,-2.1693,-5.0957,1.3918,1,0.704,0.7185,0.5058,0.704,1.5815,1,1.0588,0.6323,0.6695,1.0588,0.0893,15.7082,-0.8166,1,0.8743,-0.8166,-0.5199,0.8743,-10.583,194.9953,13.9641,36.1,-2.5743,-0.4001,191.62,13.8427,36.2817,-0.9064,-31.0676,9.8198,3.1337,36.6577,?,26.4528,0.3406,0.0129,1.0088,4.4562,4.4174,1.0176,19.8573,19.5135,1.5072,0.7093,0.4706,0.5307,0,0,0.995,0.9848,0.9897,0.3282,59.4042,-0.905,-0.1847,0.5346,?,?,?,?,?,PANTALONI
5.5298,31.2724,5.5922,21.2989,-0.1607,2.1872,16.5517,4.0684,14.4236,-0.509,5.5298,31.2724,5.5922,21.2989,-0.1607,10.3913,37.0581,6.0875,22.3845,0.1486,2.5283,1,0.5322,0.3955,0.2105,0.5322,1.3745,1,0.9186,0.7275,0.6683,0.9186,1.8894,1,0.8439,0.5293,0.4466,0.8439,0.606,1,-0.7549,1.6502,-1.2458,-0.7549,1.9198,1,0.698,0.5209,0.3636,0.698,1.4767,1,0.9515,0.6772,0.6444,0.9515,0.0812,15.7991,-0.8522,1,0.9472,-0.8522,-0.7418,0.9472,-13.686,186.8358,13.6688,36.1,-5.2241,-6.5404,130.715,11.4331,37.0106,-0.8353,-29.1415,11.4362,3.3817,33.38,?,2.0925,0.4696,0.2244,1.1955,4.0419,3.3808,1.4293,16.3372,11.4299,1.7987,0.9077,0.5046,0.2876,0,0,0.9754,1.0815,1.1088,0.3285,57.4576,-0.7272,-0.4295,0.9022,?,?,?,?,?,PANTALONI
2.3621,2.5862,1.6082,6.4112,-0.1831,6.7029,3.508,1.873,7.7114,0.2964,2.3621,2.5862,1.6082,6.4112,-0.1831,7.6997,5.4835,2.3417,9.4229,0.2954,0.3524,1,0.3068,2.8376,0.8705,0.3068,0.8586,1,0.6868,1.1646,0.7998,0.6868,0.7372,1,0.4716,1.3564,0.6397,0.4716,-0.3054,1,-0.2511,-3.2747,0.8223,-0.2511,0.4944,1,0.4052,2.0226,0.8195,0.4052,0.8314,1,0.6804,1.2028,0.8184,0.6804,0.0749,11.545,0.5332,1,0.7698,0.5332,0.9445,0.7698,-2.352,138.2406,11.7576,29.7,-2.4941,-17.5894,10.7486,3.2785,24.7817,?,-30.6113,2.8497,1.6881,33.5525,?,0.1337,0.0768,0.5746,3.5863,6.9649,1.9421,12.8613,48.5098,3.7718,0.8555,0.6318,0.7386,0,0,1,1.1985,0.8852,0.7386,0.3538,58.5367,-0.4908,0.2892,-0.9105,?,?,?,?,?,PANTALONI
2.0027,2.8636,1.6922,10.6941,-0.1395,5.1798,5.4177,2.3276,10.8761,0.1396,2.0027,2.8636,1.6922,10.6941,-0.1395,6.1514,8.1568,2.856,15.4602,0.1565,0.3866,1,0.3256,2.5864,0.8421,0.3256,0.727,1,0.5925,1.3755,0.815,0.5925,0.5286,1,0.3511,1.8919,0.6642,0.3511,-0.7415,1,-0.4562,-1.3487,0.6152,-0.4562,0.7424,1,0.512,1.3469,0.6897,0.512,0.9833,1,0.6917,1.017,0.7035,0.6917,0.059,9.4128,0.5298,1,0.7577,0.5298,0.9454,0.7577,-9.377,50.6706,7.1183,26.5,-15.5624,-3.8371,13.2904,3.6456,13.2007,-11.5385,-20.7526,6.7054,2.5895,24.2372,?,2.4438,0.4518,0.1849,1.9526,2.749,1.4079,3.8126,7.5567,1.9821,2.0497,1.0273,0.5012,1.5197,0,0,2.0075,1.0934,0.5446,0.2309,34.2656,0.3458,0.7107,-0.0493,?,?,?,?,?,PANTALONI
4.3951,15.7792,3.9723,14.0878,-0.0181,2.0155,17.1401,4.1401,13.3202,-0.6009,4.3951,15.7792,3.9723,14.0878,-0.0181,8.4114,20.6421,4.5434,16.1184,0.1785,2.1806,1,0.5225,0.4586,0.2396,0.5225,0.9595,1,0.8743,1.0422,0.9112,0.8743,0.9206,1,0.7644,1.0863,0.8303,0.7644,0.0501,1,-0.0715,19.9528,-1.4272,-0.0715,1.663,1,0.7052,0.6013,0.424,0.7052,1.0576,1,0.874,0.9455,0.8264,0.874,0.0653,13.0261,-0.6175,1,0.964,-0.6175,-0.4714,0.964,-12.268,63.2782,7.9548,29.3,?,1.2075,129.9574,11.3999,34.9859,-0.2857,-19.1103,10.0029,3.1627,22.1671,?,-10.1598,0.642,-0.0632,0.6978,2.5151,3.6044,0.4869,6.326,12.9919,3.7687,1.3218,0.3507,0,1,0,0.8375,1.3218,1.5783,0.2274,40.2584,-0.3885,-0.3504,0.9797,?,?,?,?,?,PANTALONI
5.5158,21.833,4.6726,15.8836,-0.0109,3.6466,10.0336,3.1676,13.0805,-0.1652,5.5158,21.833,4.6726,15.8836,-0.0109,9.9101,29.6351,5.4438,18.6003,0.1658,1.5126,1,0.5566,0.6611,0.368,0.5566,1.4751,1,0.8583,0.6779,0.5819,0.8583,2.176,1,0.7367,0.4596,0.3386,0.7367,0.0921,1,-0.0462,10.8563,-0.5014,-0.0462,1.3996,1,0.7047,0.7145,0.5035,0.7047,1.2143,1,0.8539,0.8235,0.7032,0.8539,0.0861,14.9956,-0.7027,1,0.9398,-0.7027,-0.4604,0.9398,-12.5229,154.4877,12.4293,32.9,-15.0712,-4.2417,220.6447,14.8541,44.6238,-0.7097,-35.8397,26.3787,5.136,40.7848,?,2.9523,0.3494,0.1184,0.8368,2.42,2.8921,0.7002,5.8565,8.3645,1.6656,0.7565,0.4542,0.0784,0,0,0.7373,0.8067,1.0941,0.382,63.0138,-0.9017,-0.7525,0.9334,?,?,?,?,?,PANTALONI
3.8065,12.4828,3.5331,11.2428,-0.0003,2.6466,11.4971,3.3907,13.4362,-0.8792,3.8065,12.4828,3.5331,11.2428,-0.0003,7.7185,12.8703,3.5875,12.8044,0.2509,1.4383,1,0.4932,0.6953,0.3429,0.4932,1.042,1,0.9848,0.9597,0.9451,0.9848,1.0857,1,0.9699,0.921,0.8933,0.9699,0.0006,1,-0.0009,1679.84,-1.466,-0.0009,1.5719,1,0.6575,0.6362,0.4183,0.6575,0.8368,1,0.878,1.1951,1.0493,0.878,0.06,11.6777,-0.8591,1,0.9821,-0.8591,-0.8936,0.9821,-30.063,65.2916,8.0803,42.917,?,-9.3365,227.758,15.0917,54.691,-0.7021,-21.0618,140.8344,11.8674,34.299,?,3.2199,1.4274,0.4433,0.5354,0.6809,1.2717,0.2867,0.4636,1.6172,1.9024,1.2513,0.6577,0,1,0,0.7847,1.2513,1.5945,0.3788,67.7917,-0.3495,-0.9268,0.6142,?,?,?,?,?,PANTALONI
6.0784,22.0246,4.693,18.1111,-0.0495,-0.6516,30.7761,5.5476,17.2672,-0.9363,6.0784,22.0246,4.693,18.1111,-0.0495,10.5254,38.3603,6.1936,24.7977,0.0136,-9.3281,1,0.5775,-0.1072,-0.0619,0.5775,0.846,1,0.7577,1.1821,0.8957,0.7577,0.7156,1,0.5742,1.3974,0.8023,0.5742,0.1023,1,-2.5044,9.7711,-24.4703,-2.5044,1.9351,1,0.6864,0.5168,0.3547,0.6864,1.0489,1,0.7304,0.9534,0.6963,0.7304,0.0454,17.3798,-0.7105,1,0.9823,-0.7105,-0.6399,0.9823,-5.5343,96.0625,9.8011,27.5986,-2.1292,-0.6467,203.2423,14.2563,39.5386,-0.4142,-40.8403,16.389,4.0483,44.7586,?,8.5571,0.1355,0.0158,0.6875,2.421,3.5215,0.4727,5.8614,12.4012,1.6217,0.4196,0.2587,0.3155,0,0,0.698,0.6166,0.8834,0.2169,63.4428,-0.6035,-0.7512,0.973,?,?,?,?,?,PANTALONI
6.036,42.5077,6.5198,25.7259,-0.212,-0.3718,40.8447,6.391,25.8639,-0.7427,6.036,42.5077,6.5198,25.7259,-0.212,11.5597,65.2385,8.077,30.0608,0.0343,-16.2363,1,0.5222,-0.0616,-0.0322,0.5222,1.0202,1,0.8072,0.9802,0.7913,0.8072,1.0407,1,0.6516,0.9609,0.6261,0.6516,0.4083,1,-4.213,2.4494,-10.3195,-4.213,1.4302,1,0.6819,0.6992,0.4768,0.6819,0.9947,1,0.8558,1.0054,0.8604,0.8558,0.044,18.4904,-0.7894,1,0.9143,-0.7894,-0.5912,0.9143,-7.9938,104.2866,10.2121,29.3381,-3.3275,2.5255,448.8198,21.1854,54.8996,-0.5722,-33.8053,68.0611,8.2499,42.4194,?,-3.1652,0.2365,-0.0747,0.482,1.2378,2.5679,0.2324,1.5322,6.5944,1.1291,0.5318,0.471,0.1941,0,0,0.5344,0.6916,1.2942,0.1795,63.7797,-0.4317,-0.5012,0.9663,?,?,?,?,?,PANTALONI
3.8273,22.201,4.7118,18.9394,-0.2272,1.9562,29.3522,5.4178,20.783,-0.8455,3.8273,22.201,4.7118,18.9394,-0.2272,9.1199,23.7046,4.8687,21.4075,0.0325,1.9565,1,0.4197,0.5111,0.2145,0.4197,0.8697,1,0.9678,1.1498,1.1128,0.9678,0.7564,1,0.9366,1.3221,1.2383,0.9366,0.3682,1,-4.8712,2.7157,-13.2285,-4.8712,1.3705,1,0.6975,0.7297,0.5089,0.6975,0.9113,1,0.8847,1.0973,0.9708,0.8847,0.0306,13.9604,-0.6402,1,0.9102,-0.6402,-0.488,0.9102,-10.9297,103.0057,10.1492,36.6577,-3.9677,-2.4194,266.8414,16.3353,53.5187,-0.441,-36.732,60.6725,7.7893,43.9194,?,4.5175,0.2976,0.0659,0.6213,1.303,2.0972,0.386,1.6977,4.3981,1.7876,0.6666,0.3729,0.1987,0,0,0.685,0.8347,1.2186,0.2043,62.3556,-0.2023,-0.6004,0.8786,?,?,?,?,?,PANTALONI
6.2108,36.0715,6.006,23.9323,-0.2112,-0.2252,46.8814,6.847,25.7354,-0.9031,6.2108,36.0715,6.006,23.9323,-0.2112,11.7947,57.1099,7.5571,29.7787,0.0202,-27.5806,1,0.5266,-0.0363,-0.0191,0.5266,0.8772,1,0.7947,1.14,0.906,0.7947,0.7694,1,0.6316,1.2997,0.8209,0.6316,0.3417,1,-6.7835,2.9268,-19.8541,-6.7835,1.4612,1,0.6501,0.6844,0.4449,0.6501,0.9299,1,0.8037,1.0753,0.8642,0.8037,0.046,18.7323,-0.7947,1,0.9335,-0.7947,-0.6462,0.9335,-21.0209,117.0632,10.8196,37.3199,?,4.1637,462.9124,21.5154,59.9991,-0.368,-26.0066,242.7441,15.5802,43.8599,?,-5.0486,0.8083,-0.1601,0.5029,0.6944,1.3809,0.2529,0.4822,1.907,2.3124,0.8509,0.368,0,1,0,0.622,0.8509,1.368,0.1764,65.3014,-0.0775,-0.4001,0.9246,?,?,?,?,?,PANTALONI
5.037,32.9993,5.7445,23.0539,-0.1959,3.1619,16.0061,4.0008,15.9152,-0.1918,5.037,32.9993,5.7445,23.0539,-0.1959,10.3508,35.6067,5.9671,25.5123,0.0642,1.593,1,0.4866,0.6277,0.3055,0.4866,1.4359,1,0.9627,0.6965,0.6705,0.9627,2.0617,1,0.9268,0.485,0.4495,0.9268,1.4742,1,-2.1563,0.6783,-1.4627,-2.1563,1.4436,1,0.7071,0.6927,0.4898,0.7071,1.4485,1,0.9036,0.6903,0.6238,0.9036,0.0406,14.9811,-0.5841,1,0.8884,-0.5841,-0.2389,0.8884,-16.2308,62.2522,7.89,28.4393,?,-5.4816,77.5052,8.8037,27.5375,-0.9205,-24.8992,87.7956,9.3699,32.6385,?,2.961,0.6519,0.2202,0.8962,0.8421,0.9396,0.8032,0.7091,0.8828,2.1547,0.8713,0.4044,0,1,0,1.0327,0.8713,0.8437,0.1574,50.7955,-0.9396,-0.9039,0.9877,?,?,?,?,?,PANTALONI
3.7179,16.1646,4.0205,16.6745,-0.407,3.0867,10.3042,3.21,13.7823,-0.4463,3.7179,16.1646,4.0205,16.6745,-0.407,8.143,13.4987,3.6741,16.5819,0.0211,1.2045,1,0.4566,0.8302,0.3791,0.4566,1.2525,1,1.0943,0.7984,0.8737,1.0943,1.5687,1,1.1975,0.6375,0.7634,1.1975,1.1342,1,-13.5135,0.8816,-11.914,-13.5135,1.2436,1,0.6996,0.8041,0.5626,0.6996,1.2098,1,1.0056,0.8266,0.8312,1.0056,0.0323,11.9198,-0.5147,1,0.8782,-0.5147,-0.2238,0.8782,6.8048,192.0332,13.8576,43.7378,-1.5851,-28.2756,50.1874,7.0843,33.8989,?,-21.7512,6.6643,2.5815,28.1998,?,-0.2407,-0.3128,1.3,1.9561,5.368,2.7442,3.8263,28.8152,7.5308,0.7911,0.951,1.2021,0,0,1,1.2902,1.551,1.2021,0.1922,64.2306,-0.8904,0.4803,-0.213,?,?,?,?,?,PANTALONI
3.269,21.6553,4.6535,18.1694,-0.4133,4.8223,12.7433,3.5698,16.6293,-0.3673,3.269,21.6553,4.6535,18.1694,-0.4133,8.9534,20.5191,4.5298,18.7024,0.0304,0.6779,1,0.3651,1.4752,0.5386,0.3651,1.3036,1,1.0273,0.7671,0.7881,1.0273,1.6994,1,1.0554,0.5885,0.621,1.0554,1.1894,1,-9.047,0.8408,-7.6066,-9.047,1.0571,1,0.6665,0.946,0.6305,0.6665,1.0926,1,0.9715,0.9152,0.8892,0.9715,0.0352,13.4526,-0.1906,1,0.742,-0.1906,0.3795,0.742,10.861,211.6181,14.5471,48.1796,-1.262,-28.2049,17.6617,4.2026,32.8186,?,-26.0019,6.0898,2.4677,30.6,?,-0.3851,-0.4177,1.0847,3.4615,5.8949,1.703,11.9817,34.7497,2.9002,0.819,0.8784,1.0725,0,0,1,1.4681,1.5745,1.0725,0.2098,71.3929,-0.7283,0.3997,-0.2457,?,?,?,?,?,PANTALONI
