@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.7094,4.9517,2.2253,10.2537,-0.605,-3.0915,4.2823,2.0694,9.7947,?,0.4761,13.7255,3.7048,13.8771,-0.7572,5.5745,2.1715,1.4736,6.5219,0.3458,-0.2295,1.4901,0.1273,-6.4938,-0.5546,0.0854,1.0753,0.6006,1.5101,0.5586,1.4043,2.5141,1.1563,0.3608,2.2804,0.312,1.9721,6.3208,0.3946,0.6464,-1.1211,1.638,-2.841,-1.7344,0,0.8089,0.6408,0,0,0.7921,1.0469,0.7389,1.5722,0.7058,1.5018,2.1278,0.0655,8.0462,0.0716,0.4377,0.2488,0.1551,-0.2177,0.2853,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
4.6298,2.6685,1.6336,5.0137,0.2826,-0.3787,2.9434,1.7156,5.2539,-1.4322,-3.7626,2.1302,1.4595,6.6582,?,6.5343,0.7809,0.8837,3.2065,0.5814,-12.2246,-1.2305,0.7085,0.1007,-0.058,-0.5758,0.9522,1.1192,1.8486,1.1755,1.9414,1.6516,0.9066,1.2527,3.4172,1.3817,3.7692,2.7279,-0.6383,-0.2966,0.4434,0.4647,-0.6947,-1.495,3.2351,0,0.9123,0,0.282,0,0.9543,0.753,1.5636,0.7891,1.6385,2.0765,0.5434,9.9235,0.3518,0.8176,0.5322,0.2376,0.0503,-0.0084,125000,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.1373,2.0204,1.4214,4.5431,-1.2142,0.0947,3.7233,1.9296,6.5049,-0.7164,0.0279,0.3342,0.5781,2.0769,-0.6902,2.3143,0.7504,0.8663,3.7225,0.1567,1.4497,4.9167,0.0593,3.3916,0.0409,0.0121,0.7366,2.4586,1.6408,3.3376,2.2275,0.6674,0.5426,6.0446,2.6923,11.1394,4.9616,0.4454,0.9176,2.9373,-3.6006,3.2012,-3.924,-1.2258,0.5414,1.6698,0.4648,3.0842,0.8585,0.2784,0.6984,2.1874,1.2204,3.132,1.7475,0.5579,0.0034,3.4515,-0.7391,-0.8245,-0.5508,0.8143,0.3728,0.3161,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
1.8718,4.2527,2.0622,6.9454,-0.4434,-0.0559,4.5055,2.1226,7.2157,-1.4785,0.9473,6.0157,2.4527,10.6613,-1.6092,4.111,2.2777,1.5092,6.1699,0.1727,-33.4554,1.9758,0.4553,-0.0591,-0.0136,0.2304,0.9715,0.8408,1.3664,0.8654,1.4064,1.6251,0.9439,0.7069,1.8671,0.749,1.9781,2.6411,0.4957,0.3245,-1.6571,0.6546,-3.3431,-5.1067,1.6528,1.1776,0.6452,0.7125,0.3904,0.5479,0.9625,0.6515,1.1257,0.6768,1.1695,1.7279,0.0411,6.3761,0.8615,0.7084,0.3945,0.7928,0.2753,-0.1363,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
1.684,29.605,5.441,21.3117,-0.3993,-5.979,14.1739,3.7648,13.4496,-5.3083,0.5836,33.7633,5.8106,20.226,-0.3576,9.7339,21.7178,4.6602,18.1777,0.045,-0.2817,2.8855,0.173,-10.245,-0.6142,0.06,1.4452,0.9364,1.1675,0.6479,0.8079,1.2468,2.0887,0.8768,1.3632,0.4198,0.6526,1.5546,0.5373,1.1414,-7.0917,2.1242,-13.1985,-6.2134,7.1436,1.0223,0.8001,0.1431,0.112,0.7827,1.5846,1.0537,1.1724,0.665,0.7399,1.1127,0.1273,15.1456,0.295,0.8364,0.561,0.0183,-0.4853,0.7267,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
-0.023,18.7319,4.328,18.5595,-0.5763,-5.2514,9.8479,3.1381,10.9406,?,0.8463,25.2697,5.0269,18.6714,-0.352,7.8877,19.9278,4.4641,15.5692,0.105,0.0044,-0.0271,-0.0029,-6.2053,-0.6658,0.1073,1.3792,0.861,0.9695,0.6243,0.703,1.1261,1.9021,0.7413,0.94,0.3897,0.4942,1.2681,0.6202,1.3958,-3.7164,2.2506,-5.9922,-2.6625,0,0.8526,0.6769,0,0,0.7939,1.6964,0.994,1.1921,0.586,0.7027,1.1992,0.1108,12.3351,0.0898,0.7809,0.3987,-0.4796,-0.7331,0.7634,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
4.2668,34.8784,5.9058,19.136,-0.3013,-6.9715,12.7443,3.5699,14.1957,-8.1678,3.3075,68.6141,8.2834,24.7741,-0.3108,12.6537,33.8664,5.8195,20.0906,0.2102,-0.612,1.29,0.3372,-2.1078,-0.5509,0.2614,1.6543,0.713,1.0148,0.431,0.6134,1.4234,2.7368,0.5083,1.0299,0.1857,0.3763,2.026,0.3503,0.7543,-0.8288,2.1533,-2.3658,-1.0987,9.497,0.778,0.5781,0.0819,0.0609,0.743,1.348,0.7724,0.9525,0.573,0.7066,1.2331,0.1799,19.1271,0.4659,0.8816,0.8384,0.1345,0.0334,0.9568,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
2.5168,24.6938,4.9693,17.1026,-0.1474,-5.4592,21.1251,4.5962,15.6337,-15.3089,1.2861,37.0205,6.0844,19.8535,-0.4432,8.9071,41.2943,6.4261,20.0892,0.0631,-0.461,1.957,0.2826,-4.2449,-0.6129,0.1444,1.0812,0.8167,0.7733,0.7554,0.7152,0.9468,1.1689,0.667,0.598,0.5706,0.5116,0.8965,0.1497,0.3604,-1.6229,2.4069,-10.8386,-4.5032,15.549,1.0835,0.6951,0.0697,0.0447,0.6415,1.094,0.8614,0.8513,0.7875,0.7782,0.9883,0.1255,13.67,-0.4331,0.8984,0.8627,-0.5267,-0.7899,0.8474,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
1.0299,6.5327,2.5559,12.4531,-0.8706,-0.0873,8.1372,2.8526,11.7105,-0.8101,0.0393,6.3367,2.5173,12.5696,-1.1139,4.0725,5.4911,2.3433,9.9937,0.0851,-11.7959,26.1869,0.2529,-2.22,-0.0214,0.0097,0.896,1.0154,1.0907,1.1332,1.2173,1.0742,0.8028,1.0309,1.1897,1.2841,1.4819,1.154,1.1059,0.875,-6.2354,0.7913,-5.6384,-7.1259,1.029,1.1196,0.6095,1.088,0.5923,0.5444,1.0634,0.9907,1.2461,0.9317,1.1718,1.2577,0.022,6.216,-0.6709,0.3945,0.2364,-0.2938,-0.0286,0.0356,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.3314,0.4776,0.6911,2.492,-2.7274,-1.0261,0.0843,0.2903,1.5137,?,-0.2561,0.0251,0.1584,0.7069,-6.3204,1.2763,0.1863,0.4316,1.6772,0.2869,0.3229,1.2938,-0.2596,4.0063,-0.804,-0.2007,2.3805,4.3636,1.6011,1.8331,0.6726,0.3669,5.6667,19.0406,2.5634,3.3601,0.4524,0.1346,1.2046,2.9877,-2.7028,2.4802,-2.2437,-0.9046,0,6.9235,0.2843,0,0,0.0411,1.6463,3.5253,1.4858,2.1414,0.9025,0.4215,0.0236,1.9007,0.4525,-0.1875,-0.7431,-0.6128,-0.8815,0.4449,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.714,1.6501,1.2846,5.3977,-0.5885,0.2188,3.9551,1.9887,7.8761,-0.9122,-0.2941,0.4766,0.6904,2.813,-1.003,2.2442,1.6895,1.2998,4.7498,0.0933,3.2629,-2.4278,0.3181,-0.7441,0.0975,-0.131,0.6459,1.8607,0.9883,2.8807,1.53,0.5311,0.4172,3.4622,0.9767,8.2983,2.341,0.2821,0.5322,1.4196,-4.0891,2.6674,-7.6832,-2.8804,0.825,2.4196,0.6486,2.9329,0.7862,0.2681,0.6853,1.9188,1.1364,2.7999,1.6582,0.5922,0.0174,3.431,0.9068,-0.165,0.244,-0.1313,0.2486,-0.4081,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.503,0.8388,0.9158,2.895,-0.5742,0.8171,0.378,0.6149,2.3074,-0.28,-0.7181,0.1557,0.3946,1.5594,-6.3287,1.5871,0.2902,0.5387,2.0573,0.2035,0.6156,-0.7005,0.317,-1.1379,0.5149,-0.4525,1.4895,2.3208,1.7001,1.5581,1.1413,0.7325,2.2187,5.3859,2.8902,2.4275,1.3027,0.5366,2.0924,0.7842,-2.0089,0.3748,-0.9601,-2.5617,1.0201,8.6425,0.712,8.472,0.6979,0.0824,1.2547,1.8564,1.4072,1.4796,1.1216,0.758,0.0255,2.5966,0.3212,0.4903,0.3294,-0.545,0.858,-0.5488,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4331,9.3805,3.0628,11.6025,-0.958,-0.984,7.5705,2.7515,11.5638,-0.7665,-2.0987,17.6673,4.2032,20.6309,-1.3418,5.8875,5.5161,2.3486,10.8855,0.0909,-0.4402,-0.2064,0.0736,0.4689,-0.1671,-0.3565,1.1131,0.7287,1.3041,0.6546,1.1715,1.7897,1.2391,0.531,1.7006,0.4285,1.3724,3.2029,1.1314,0.4802,-5.2153,0.4245,-4.6097,-10.8601,0.9052,0.6726,0.4949,0.7431,0.5467,0.7358,1.0033,0.5624,1.0659,0.5605,1.0623,1.8953,0.0502,8.6673,0.6034,0.168,-0.4009,-0.1417,0.174,-0.4737,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1447,4.6763,2.1625,7.9826,-0.3648,0.5371,0.9752,0.9875,3.8443,-0.6114,-1.3108,0.3005,0.5482,2.3293,?,2.5354,1.5513,1.2455,5.1445,0.2086,-0.2695,0.1104,-0.0571,-0.4097,0.2118,-0.517,2.1899,3.9449,1.7362,1.8015,0.7928,0.4401,4.7955,15.5625,3.0145,3.2452,0.6286,0.1937,1.4629,0.916,-1.5736,0.6262,-1.0757,-1.7179,2.4517,0,0.8998,0,0.367,0,2.0765,3.427,1.5517,1.6504,0.7473,0.4528,0.0303,3.9277,0.5674,-0.2874,0.8599,-0.766,0.4994,-0.3483,1100,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
