@RELATION WhereIsSmartphone
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
6.474823,4.343776,2.0841727,8.048164,0.08875819,-6.0720253,4.576356,2.139242,9.442664,?,2.3931198,2.7957597,1.6720525,5.450166,-0.12780325,-1.0663366,2.705599,-2.5372844,0.9742576,1.2464757,1.2794107,0.949178,1.5537015,1.6368917,-0.08301892,-1.269268,15.2889,?,1.8276236,0.0,0.85231924,1.4766824,1.7325461,0.061289784,15.040564,0.87892437,0.29711455,0.6115223,TASCA_DESTRA_DAVANTI_PANTALONI
5.6626906,8.331815,2.8864882,8.690628,0.102935724,-6.5690937,8.4281645,2.90313,9.573043,?,-0.032673243,4.256151,2.063044,6.6304617,-0.97375464,-0.8620201,-173.31277,201.05423,0.99426764,1.3991404,1.407207,0.9885681,1.9575937,1.9802314,-0.10417025,-0.30485514,2.926509,?,2.8838785,0.0,0.90782297,1.3107123,1.4437973,0.05781969,14.0844145,0.9587236,0.074690625,0.14726418,TASCA_DESTRA_DAVANTI_PANTALONI
2.3559415,7.006766,2.6470296,8.456066,-0.62428474,8.481003,1.1695191,1.0814431,3.7914653,0.6072719,2.431398,4.668308,2.1606266,8.221204,-0.39102906,0.27779046,0.9689658,3.488118,2.4476829,1.2251213,0.50052285,5.9911513,1.500922,0.25052312,-0.55435836,1.4063087,-2.5368223,0.53925115,0.88086015,1.6334878,2.2302897,1.0285679,0.46118128,0.06087859,14.764338,-0.6913274,0.86867607,-0.8055468,TASCA_DESTRA_DAVANTI_PANTALONI
0.27278268,11.653567,3.413732,9.963132,-0.87337106,8.700025,0.32330385,0.56859815,2.9328508,0.69273597,1.5264417,6.1628485,2.4825084,9.202414,-0.4812664,0.03135424,0.17870495,5.699546,6.0037694,1.375114,0.22904179,36.045246,1.8909385,0.052460134,-0.70246536,1.5535196,-2.211525,0.55717784,0.8560586,1.5364189,3.397081,1.0826651,0.31870452,0.0589142,14.579148,-0.34470588,0.9233983,-0.30308884,TASCA_DESTRA_DAVANTI_PANTALONI
5.8361506,5.3303757,2.3087606,7.2883444,0.21923605,-6.3134546,4.7801023,2.1863444,9.356743,?,1.8288044,8.873227,2.9787962,9.808952,-0.6065754,-0.9243989,3.1912384,-3.4522307,1.0559913,0.775065,0.7339691,1.1151175,0.6007257,0.5387107,-0.21872398,-0.552605,2.5264947,?,1.5289302,0.0,0.7789403,0.74302983,0.9538983,0.0586003,15.222824,0.96162385,0.16299899,0.26012155,TASCA_DESTRA_DAVANTI_PANTALONI
6.1477294,9.516088,3.0848157,8.8702545,0.05391554,-5.8552966,6.537891,2.55693,9.775572,?,2.1557949,3.4553552,1.8588586,5.8329206,-0.20402299,-1.0499433,2.8517227,-2.7160733,1.206453,1.6595215,1.3755378,1.4555286,2.7540114,1.8921039,-0.05171041,-0.5114342,9.890353,?,1.9353294,0.0,0.9073898,1.5207226,1.6759309,0.058395788,14.278739,0.949385,-0.012172235,0.18353878,TASCA_DESTRA_DAVANTI_PANTALONI
3.5188298,1.63513,1.278722,5.6085367,0.0782553,-8.64426,1.016658,1.0082946,9.787547,?,2.029672,2.3598115,1.5361679,4.881349,0.0440034,-0.40707123,1.733694,-4.2589445,1.2682028,0.83241034,0.65637004,1.6083385,0.69290704,0.43082166,-0.048649553,2.1192539,-43.56163,?,1.1916684,0.0,0.5730278,1.1489726,2.0050905,0.06367451,14.19276,0.93933773,0.8352618,0.9120773,TASCA_DESTRA_DAVANTI_PANTALONI
2.9149473,1.4957662,1.2230152,3.9497037,0.29517913,-9.169041,0.4332854,0.6582442,9.662615,?,0.79999334,1.0303475,1.0150603,3.765537,-0.074921556,-0.31791192,3.6437144,-11.461396,1.8579962,1.2048695,0.6484779,3.45215,1.4517105,0.42052355,-0.17118934,-6.302523,36.816093,?,1.5996891,0.0,0.40876138,1.0489085,2.5660655,0.06751357,12.923007,0.98187953,0.89291406,0.93904346,TASCA_DESTRA_DAVANTI_PANTALONI
3.3306665,3.7722297,1.9422228,6.6961856,-0.03973919,-8.726753,0.4576805,0.6765209,9.719981,?,0.4088944,4.536156,2.1298254,6.710797,-0.7576483,-0.3816616,8.145542,-21.342316,2.8708985,0.9119165,0.3176415,8.242059,0.83159167,0.100896105,0.026330354,0.08847333,3.3601267,?,1.6867898,0.0,0.6889093,0.9978227,1.4484094,0.06403899,13.954116,0.8988758,-0.23860046,0.0644327,TASCA_DESTRA_DAVANTI_PANTALONI
3.428093,1.4164156,1.1901326,4.298441,0.23341526,-8.776021,0.18744975,0.43295467,9.543227,?,0.52569246,5.5110445,2.3475614,8.476672,-0.8636829,-0.3906204,6.5210996,-16.694212,2.748862,0.5069655,0.18442741,7.5562415,0.257014,0.034013472,-0.13714652,-0.33317494,2.4293358,?,1.2328136,0.0,0.45041797,0.5070906,1.1258224,0.06692523,14.262218,0.73111147,-0.61067677,-0.173845,TASCA_DESTRA_DAVANTI_PANTALONI
