@RELATION WhereIsSmartphone
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
5.5004888,6.9490175,2.6360989,8.417596,0.046929818,-6.7953672,5.0700784,2.2516835,9.622291,?,1.9148968,4.1177087,2.029214,7.455247,-0.5427147,-0.8094469,2.8724725,-3.5486858,1.1707236,1.2990739,1.1096333,1.3705937,1.6875933,1.2312863,-0.043075822,-0.15803893,3.6688545,?,1.8276236,0.0,0.8748017,1.1290834,1.2906736,0.044749085,14.691697,0.8846812,0.21301445,0.5374306,TASCA_DESTRA_DAVANTI_PANTALONI
4.537993,10.531317,3.245199,10.312056,-0.0644314,-7.2973113,7.9189854,2.8140693,9.6284275,?,0.30581164,3.8486004,1.961785,6.6304617,-0.97375464,-0.6218719,14.839176,-23.86211,1.153205,1.6542072,1.4344432,1.329882,2.7364018,2.0576274,0.06482907,0.19082047,2.9434402,?,2.8838785,0.0,1.071001,1.5552546,1.4521503,0.042993505,13.6612,0.93241256,-0.18771137,-0.019183531,TASCA_DESTRA_DAVANTI_PANTALONI
1.8318126,6.5116577,2.551795,8.456066,-0.62428474,8.719627,1.0741432,1.0364088,3.9442973,0.5978082,1.7105387,6.335076,2.5169578,9.0429945,-0.53007627,0.21007924,1.070898,5.0975914,2.462151,1.013841,0.41177043,6.0621877,1.0278736,0.1695549,-0.55435836,1.0374122,-1.8713747,0.5308475,0.88086015,1.659347,2.1438713,0.9350958,0.4361716,0.045363363,14.213678,-0.72744286,0.866946,-0.7728397,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0026659977,9.407387,3.0671463,9.963132,-0.87337106,8.85992,0.32660583,0.5714944,2.99123,0.68852484,1.7129579,5.073455,2.252433,9.202414,-0.4812664,-3.009054E-4,-0.0015563709,5.1722927,5.3668876,1.3617036,0.25372314,28.803488,1.8542368,0.06437543,-0.70246536,1.5535196,-2.211525,0.55379075,0.8560586,1.545816,3.330781,1.0826651,0.32504842,0.045119952,14.155357,-0.38009986,0.8801154,-0.20550792,TASCA_DESTRA_DAVANTI_PANTALONI
4.62314,9.226483,3.0375128,10.697954,-0.1460184,-7.021557,5.1246924,2.2637784,9.685309,?,1.4963695,8.979809,2.9966328,10.052795,-0.6465137,-0.6584209,3.089571,-4.692395,1.3417889,1.013642,0.7554407,1.8003975,1.0274699,0.5706906,0.14073536,0.34531665,2.4536595,?,1.5289302,0.0,1.1045548,1.064177,0.9634444,0.042695083,14.802128,0.91232914,0.09078394,0.26959366,TASCA_DESTRA_DAVANTI_PANTALONI
4.7664165,12.937339,3.5968513,9.666449,-0.031005027,-6.720719,7.167293,2.67718,9.808803,?,0.92550385,7.388366,2.718155,9.001381,-0.85805213,-0.7092123,5.1500773,-7.2616863,1.3435224,1.3232695,0.9849255,1.8050523,1.7510419,0.97007823,0.029636186,0.06993158,2.3596687,?,1.9353294,0.0,0.9854871,1.0738851,1.0896997,0.041455805,13.900629,0.9555334,0.517662,0.5200359,TASCA_DESTRA_DAVANTI_PANTALONI
2.4601545,4.6492386,2.1562092,7.42486,-0.22025143,-8.916252,0.98485255,0.99239737,9.798774,?,1.7361101,2.0367396,1.4271438,4.881349,0.0440034,-0.275918,1.4170499,-5.135764,2.1727276,1.5108563,0.69537306,4.720746,2.2826867,0.48354366,0.13676845,-5.96469,-43.611595,?,1.1916684,0.0,0.7577336,1.5210673,2.0073905,0.047054753,13.47474,0.8258976,0.6979266,0.9182605,TASCA_DESTRA_DAVANTI_PANTALONI
2.6137135,1.4133699,1.1888523,4.0251913,0.28588352,-9.290317,0.37000105,0.60827714,9.672344,?,0.57410604,0.9151931,0.95665723,3.765537,-0.074921556,-0.2813374,4.5526667,-16.182232,1.9544584,1.242715,0.63583606,3.819908,1.5443406,0.40428743,-0.16659994,-6.139735,36.853165,?,1.6090418,0.0,0.41615468,1.0689554,2.5686493,0.025509352,12.5596695,0.97904533,0.9051435,0.940436,TASCA_DESTRA_DAVANTI_PANTALONI
2.3497155,6.457072,2.541077,8.691,-0.34948063,-8.872558,0.43002382,0.655762,9.720906,?,0.81997883,4.3692718,2.0902803,6.710797,-0.7576483,-0.26482955,2.8655806,-10.820472,3.8749986,1.2156632,0.31371966,15.0156145,1.4778371,0.098420024,0.23153648,0.7780659,3.3604465,?,1.6867898,0.0,0.89405245,1.2950772,1.4485472,0.02381131,13.750267,0.74030244,-0.47507086,-0.02936456,TASCA_DESTRA_DAVANTI_PANTALONI
3.2679095,1.235011,1.1113105,4.8366175,0.13743672,-8.810576,0.19056056,0.43653244,9.759507,?,-0.25841203,6.3720145,2.5242848,8.599141,-0.89060897,-0.37090757,-12.64612,34.09507,2.5457685,0.44024765,0.17293312,6.480937,0.19381797,0.02990586,-0.07896337,-0.19024494,2.409281,?,1.2328136,0.0,0.4955801,0.56245357,1.1349398,0.025068406,14.275882,0.7344496,-0.3813375,-0.17573375,TASCA_DESTRA_DAVANTI_PANTALONI
