@RELATION WhereIsSmartphone
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
7.548021,0.5734945,0.7572942,2.0663033,0.7660458,-4.9528565,2.4667106,1.5705765,6.936725,?,3.2036078,1.4285666,1.1952266,4.397106,0.090106554,-1.5239732,2.3561,-1.5460247,0.48217592,0.63359886,1.3140409,0.23249362,0.4014475,1.7267033,-0.9753566,15.5376425,-15.930218,?,1.8276236,0.0,0.29787877,0.46992344,1.577566,0.095794834,15.704482,0.9203246,0.18624471,0.5473492,TASCA_DESTRA_DAVANTI_PANTALONI
6.385487,10.713864,3.273204,8.690628,0.102935724,-5.6066,9.782565,3.1277092,9.573043,?,1.0689061,2.3883834,1.5454396,5.434599,-0.61777025,-1.1389233,5.973852,-5.2451754,1.0465181,2.117976,2.0238314,1.0952,4.4858227,4.095894,-0.10417025,-0.48052508,4.612882,?,2.8838785,0.0,0.90782297,1.5991296,1.7614994,0.08564518,13.653115,0.9619625,-0.32131448,-0.3586549,TASCA_DESTRA_DAVANTI_PANTALONI
3.8268104,0.9359008,0.9674197,2.6695487,0.4872193,8.121731,1.3091311,1.1441727,3.4525704,0.6293648,3.399846,1.822845,1.3501278,4.3339376,0.26669705,0.47118163,1.1255834,2.3888526,0.84551895,0.7165393,0.8474551,0.7149023,0.5134286,0.7181802,0.43264565,1.6092118,3.7194684,0.55886936,0.88086015,1.5761467,0.7732062,0.6159638,0.7966359,0.09600309,15.348389,-0.93979156,0.9141112,-0.98749954,TASCA_DESTRA_DAVANTI_PANTALONI
2.4227853,3.5154564,1.874955,8.539442,-0.6056742,8.677779,0.44575465,0.6676486,2.9328508,0.69273597,3.1173453,1.3812532,1.1752673,6.457721,-0.039467026,0.27919415,0.77719504,2.783708,2.8082962,1.5953435,0.56808233,7.886528,2.545121,0.32271755,-0.48715279,13.1373625,-26.967642,0.55717784,0.8560586,1.5364189,2.9116523,1.3223615,0.45416188,0.09533708,14.651192,-0.7293997,0.6438571,-0.77832574,TASCA_DESTRA_DAVANTI_PANTALONI
7.0013795,3.473019,1.8636037,5.7172117,0.38754368,-5.1453514,2.873396,1.6951094,8.116122,?,2.9463618,5.733081,2.3943853,7.5947566,-0.24391977,-1.3607194,2.3762796,-1.7463406,1.0994003,0.7783224,0.7079518,1.208681,0.6057858,0.5011958,-0.4457396,-2.429189,5.449794,?,1.5289302,0.0,0.7044265,0.7527841,1.0686481,0.091746934,15.466589,0.9302947,-0.7473213,-0.5380398,TASCA_DESTRA_DAVANTI_PANTALONI
8.197193,0.74409515,0.8626095,3.8522396,0.5891275,-4.196821,1.4663837,1.2109433,8.008646,?,2.2619865,4.100867,2.0250597,5.403613,-0.11540601,-1.9531909,3.6238914,-1.8553697,0.71234506,0.42596745,0.59797907,0.5074355,0.18144827,0.35757896,-0.6896938,-9.879518,14.324497,?,1.9353294,0.0,0.4810101,0.7129007,1.482091,0.094828196,14.759904,0.7823595,-0.38279402,0.25814083,TASCA_DESTRA_DAVANTI_PANTALONI
4.152088,1.0487717,1.0240955,3.0885274,0.49241063,-8.212086,0.9538597,0.9766574,9.320218,?,2.7665267,1.9018183,1.3790643,4.881349,0.0440034,-0.505607,1.5008307,-2.968374,1.048572,0.7426017,0.7082029,1.0995032,0.5514574,0.50155145,-0.32146987,13.33511,-41.481678,?,1.1916684,0.0,0.33137932,0.63272005,1.9093529,0.09608947,15.130702,0.95083433,0.7331481,0.8586623,TASCA_DESTRA_DAVANTI_PANTALONI
3.3353255,1.7086186,1.3071414,3.7395768,0.3365549,-8.964491,0.5223158,0.7227142,9.617243,?,1.1606054,1.1045687,1.0509846,3.3692305,0.038209323,-0.37205967,2.8737807,-7.723978,1.8086561,1.2437303,0.6876544,3.2712367,1.546865,0.47286853,-0.19725265,14.172742,-71.85071,?,1.6090418,0.0,0.38884085,1.1099201,2.854433,0.0507106,13.4604225,0.9813595,0.8483329,0.92207,TASCA_DESTRA_DAVANTI_PANTALONI
3.4421809,5.5887613,2.364056,6.7027473,-0.040758014,-8.576445,0.60527116,0.7779918,9.720906,?,1.6762447,1.7670373,1.3292996,4.639848,-0.21523888,-0.40135288,2.0535073,-5.116463,3.0386646,1.7784224,0.58526444,9.233483,3.1627862,0.34253445,0.027002832,0.31941345,11.828887,?,1.6867898,0.0,0.68951875,1.4446049,2.0950913,0.048413508,13.795646,0.9288536,-0.6095693,-0.3853385,TASCA_DESTRA_DAVANTI_PANTALONI
3.764469,1.4737841,1.2139951,4.0761275,0.27306268,-8.69708,0.231334,0.48097193,9.543227,?,0.4129864,4.4815893,2.1169765,6.3116546,-0.38768172,-0.43284288,9.115237,-21.058998,2.5240457,0.57345706,0.22719757,6.370806,0.328853,0.05161874,-0.16044194,-0.8683293,5.4121094,?,1.2328136,0.0,0.42712256,0.64580965,1.5120009,0.050456546,14.253106,0.794452,-0.59960324,-0.07208313,TASCA_DESTRA_DAVANTI_PANTALONI
