@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
1.1699361,9.598128,3.0980847,17.705627,-0.673634,-0.8177078,5.4200916,2.328109,10.796389,-1.2502053,-0.28486133,12.547166,3.542198,21.391111,-1.7741544,4.8190937,6.4602594,2.541704,15.563504,0.03656274,-1.4307508,-4.107037,0.24277097,2.8705468,-0.16968082,-0.059110973,1.3307301,0.8746221,1.2189007,0.65724987,0.9159639,1.3936312,1.7708424,0.76496387,1.4857187,0.43197736,0.8389898,1.9422077,1.1880566,0.5209316,-12.06569,0.43847373,-10.155821,-23.161755,2.2049284,1.3719813,0.6548878,0.6222339,0.29701093,0.47733,1.6399584,0.82770956,1.1376376,0.5047138,0.69369906,1.3744406,0.0072776065,7.217238,-0.5671732,0.30344287,0.27374086,TASCA_DESTRA_DAVANTI_PANTALONI
1.4668521,7.9569197,2.8208013,13.792198,-0.30270645,-1.1212628,6.7010593,2.5886405,10.475865,-1.3772019,-0.32096362,11.804773,3.4358075,14.63801,-0.8357111,4.8517656,6.435019,2.5367339,13.764837,0.029965175,-1.3082143,-4.5701504,0.30233365,3.4934263,-0.23110408,-0.06615398,1.0896845,0.821001,1.1119815,0.75343,1.0204619,1.3544217,1.1874123,0.6740426,1.2365029,0.56765676,1.0413426,1.8344582,0.5280647,0.4809221,-7.537165,0.91072565,-14.273185,-15.67232,2.4024982,1.3277284,0.7461105,0.5526449,0.3105561,0.56194514,1.3165689,0.9422181,1.0019877,0.7156618,0.7610599,1.0634351,0.0093700355,7.4016614,-0.5743041,0.37482578,0.3016296,TASCA_DESTRA_DAVANTI_PANTALONI
0.39927566,1.5579572,1.2481816,6.012433,-0.5904248,0.230444,3.657774,1.9125308,8.0217085,-0.54820526,0.057147894,13.8603325,3.7229466,16.813368,-0.82395506,3.9794433,3.4558814,1.8590001,10.109059,0.09980716,1.7326365,6.986708,0.100334555,4.0324144,0.057908602,0.014360776,0.6526335,0.33526713,0.6714263,0.51371425,1.0287955,2.0026608,0.4259304,0.112404026,0.45081326,0.26390234,1.0584201,4.0106506,0.7858147,0.29387158,-1.9914287,0.3739706,-2.534222,-6.7765274,0.72962344,0.4101064,0.33663705,0.56207955,0.46138465,0.820853,0.74952024,0.35759836,0.5947569,0.47710302,0.7935168,1.6631981,0.0023226675,5.862796,0.39300954,0.50887215,0.7557368,TASCA_DESTRA_DAVANTI_PANTALONI
0.11270545,2.375982,1.5414221,10.602805,-0.42658818,0.37730712,3.2011054,1.7891634,9.940722,-0.45153382,-0.0065985154,17.662138,4.202635,17.186523,-0.6100305,4.2415934,5.4032197,2.3244827,11.387537,0.040094536,0.2987101,-17.080425,0.026571488,-57.180607,0.0889541,-0.001555669,0.8615324,0.36677518,0.6631248,0.4257242,0.76970387,1.8079871,0.742238,0.13452403,0.4397345,0.1812411,0.59244406,3.2688172,1.0252975,0.48688397,-6.6656795,0.47487092,-6.501215,-13.690489,1.085254,0.6962548,0.62649965,0.6415593,0.5772839,0.8998138,1.0666031,0.61692554,0.9310885,0.57840216,0.8729476,1.5092398,0.0019691796,5.948598,0.16611955,0.27838904,0.54094875,TASCA_DESTRA_DAVANTI_PANTALONI
1.0135957,5.7154717,2.3907053,10.892776,-0.24777938,-0.91189355,7.2103205,2.685204,12.5850525,-1.9721648,0.1096254,16.92664,4.1141996,17.457726,-0.9022396,4.9970045,6.7533092,2.598713,10.097183,0.046789028,-1.1115285,9.245994,0.20284066,-8.318269,-0.18248804,0.021938223,0.8903254,0.5810864,0.91995746,0.6526674,1.0332823,1.5831681,0.7926793,0.33766133,0.84632164,0.42597473,1.0676721,2.5064216,0.25902435,0.26122913,-4.3642607,1.0085119,-16.848845,-16.70664,2.0616674,0.95121413,0.82411826,0.461381,0.39973384,0.86638564,0.86553276,0.6239516,1.0787935,0.7208873,1.2463924,1.7289698,0.0068391226,7.197459,-0.3682548,0.5231427,0.19092837,TASCA_DESTRA_DAVANTI_PANTALONI
1.2957506,7.086522,2.6620522,12.517485,-0.28296795,-1.0390922,6.349074,2.5197368,9.971897,-0.8503355,-0.046247434,11.460692,3.3853645,14.834933,-0.64752847,4.7229857,5.3505034,2.3131156,13.123685,0.051907506,-1.2470026,-28.017784,0.2743499,22.468105,-0.22000748,-0.009791991,1.0564803,0.78634137,1.1508514,0.7443029,1.0893259,1.4635518,1.1161505,0.6183328,1.324459,0.55398697,1.1866311,2.141984,0.6024499,0.47350764,-3.8424063,0.7859702,-6.3779683,-8.114771,1.8103976,1.0835491,0.7048491,0.59851444,0.3893339,0.6505004,1.2552762,0.84378433,0.95380867,0.67219025,0.7598397,1.1303939,0.008307859,7.199652,-0.23877794,0.5005419,0.51919734,TASCA_DESTRA_DAVANTI_PANTALONI
0.87297904,2.992528,1.7298925,6.4413147,-0.21253057,-0.9774715,3.7119133,1.9266326,10.610235,-3.3200288,-0.1681138,2.734783,1.6537179,9.220953,-0.99484056,2.3021972,5.8849187,2.4258852,9.436424,0.012131482,-0.89309925,-5.192786,0.37919387,5.814344,-0.42458197,-0.07302319,0.89788395,1.0460626,0.71309745,1.1650311,0.7941978,0.68169665,0.80619556,1.094247,0.50850797,1.3572973,0.6307502,0.4647104,0.13845958,0.24551733,-9.742739,1.7732058,-70.36522,-39.682487,2.162935,1.1492493,0.5561264,0.53133786,0.25711656,0.48390406,0.607085,0.69855195,0.6826012,1.1506658,1.1243916,0.977166,0.006606446,3.4790843,-0.6636866,-0.1865585,-0.35365558,TASCA_DESTRA_DAVANTI_PANTALONI
1.4390755,6.6241546,2.5737433,15.954802,-0.4178023,-1.48979,8.104628,2.8468628,12.766907,-3.186343,-0.34413657,5.6531205,2.3776293,14.727232,-1.3378032,3.441824,12.944597,3.59786,13.122767,0.014116551,-0.96595865,-4.181699,0.4181142,4.3290663,-0.43284896,-0.09998669,0.904063,1.082483,0.7153539,1.1973535,0.79126555,0.6608454,0.8173299,1.1717696,0.5117312,1.4336555,0.6261012,0.43671662,0.48384154,0.55788046,-25.021774,1.153023,-51.714813,-44.8515,3.689987,1.7863336,0.84542656,0.48410296,0.2291137,0.47327474,1.2496998,1.0833538,1.2158108,0.86689115,0.9728822,1.1222657,0.011051181,5.3169208,-0.39959136,0.48241988,-0.12900266,TASCA_DESTRA_DAVANTI_PANTALONI
1.1529528,18.70505,4.3249335,27.38357,-0.7566175,-1.6055293,15.207973,3.89974,17.447924,-1.5997226,-0.56759024,14.577116,3.817999,22.445108,-1.3222506,6.131058,15.129469,3.8896618,17.76827,0.03358728,-0.71811384,-2.031312,0.1880512,2.8286767,-0.2618682,-0.09257623,1.1090312,1.132775,1.1119047,1.0214094,1.002591,0.9815761,1.2299502,1.283179,1.2363322,1.0432771,1.0051888,0.96349156,1.0985702,0.9229174,-19.099934,0.8401078,-17.386173,-20.695171,2.322716,1.6128733,0.8478721,0.6943911,0.36503476,0.52569044,1.5694457,1.220024,1.54115,0.7773597,0.98197085,1.2632129,0.010600504,9.452577,-0.6208112,0.35774583,0.024182726,TASCA_DESTRA_DAVANTI_PANTALONI
1.1638927,8.127109,2.8508084,15.954209,-0.32287535,-1.4612988,9.862906,3.1405265,16.333195,-2.0229938,-0.20590253,12.163215,3.48758,16.947472,-1.0098518,5.1134496,7.538298,2.7455962,12.385503,0.0898398,-0.7964783,-5.6526394,0.227614,7.0970416,-0.28577554,-0.040266857,0.9077485,0.8174173,1.0383203,0.90048873,1.1438414,1.2702451,0.82400745,0.6681711,1.0781091,0.8108799,1.3083731,1.6135226,0.3562565,0.45729107,-3.185126,1.2836006,-8.940541,-6.965205,2.2321453,1.4302616,0.8862588,0.6407565,0.39704347,0.619648,0.9767966,0.9413917,1.2881358,0.96375406,1.3187349,1.3683313,0.009997222,7.689599,-0.27973568,0.20677778,-0.008296861,TASCA_DESTRA_DAVANTI_PANTALONI
