@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.1165,3.7178,1.9282,14.4781,-2.0894,0.8503,16.7336,4.0907,23.906,-0.9366,-0.4223,7.369,2.7146,18.2338,-1.4269,4.0158,12.6084,3.5508,16.0839,0.0293,-0.137,0.2759,-0.029,-2.0136,0.2117,-0.1052,0.4714,0.7103,0.543,1.5069,1.152,0.7645,0.2222,0.5045,0.2949,2.2708,1.3272,0.5845,0.8469,0.9134,-20.2027,1.0785,-23.855,-22.119,0.3796,0.6237,0.2828,1.643,0.745,0.4535,0.6056,0.794,0.9002,1.3111,1.4863,1.1337,0.0066,6.1551,-0.1768,-0.1349,-0.2512,-0.9218,0.3834,-0.3148,-2.3408,2.4964,1.58,4.8889,?,-8.7649,0.3837,0.6194,9.7133,?,2.994,2.0163,1.42,4.6093,0.2125,0.2671,-0.7818,-2.9275,2.5509,1.1127,0.4362,6.5069,1.2381,0.1903,0.5033,-3.9313,-7.8107,1,0,0,0.5033,1.0607,2.1073,0.0663,14.0997,-0.4866,0.2337,0.7165,-0.1857,0.5575,0.7466,2.9939,-0.8398,0.3327,0.619,0.7867,4.563,-0.3954,-0.1675,1.0649,1.0319,4.845,-1.455,-0.5582,1.1085,-1.9859,0.949,0.7235,0.7624,0.9007,0.5235,0.5812,1.057,0.4759,0.4503,0.4976,0.8246,1.657,0.6561,0.6179,0.9418,0.0029,2.1195,0.6732,0.2905,0.4529,DESTRA_PANTALONI
0.1719,0.8853,0.9409,6.4324,-0.6994,-0.1121,4.6752,2.1622,15.1837,-2.0741,0.1359,1.66,1.2884,7.9145,-0.7535,2.1668,2.5861,1.6081,11.1433,0.0076,-1.5337,1.2646,0.0793,-0.8245,-0.0517,0.0627,0.4352,0.7303,0.5851,1.6782,1.3445,0.8012,0.1894,0.5333,0.3423,2.8163,1.8078,0.6419,0.2584,0.7784,-30.9886,3.0122,-119.9193,-39.8116,0.7663,0.8386,0.3371,1.0943,0.4399,0.402,0.4236,0.8127,0.5772,1.9185,1.3626,0.7102,0.0017,3.2394,-0.1444,-0.0511,-0.1243,-0.8111,-0.2811,0.196,-0.9813,0.8829,0.9396,4.5422,-1.6784,-9.0386,0.2276,0.4771,9.5082,?,3.3773,0.9836,0.9918,3.8964,0.3648,0.1086,-0.2906,-2.6763,1.9696,0.9474,0.481,3.8793,0.8976,0.2314,0.2994,-1.2721,-4.2492,0,0.2765,0,0.4777,1.1657,2.4402,0.0678,13.6138,-0.1511,0.0084,0.9714,-0.2085,0.5216,0.7222,2.8102,-1.1609,0.1777,0.2724,0.5219,3.0569,-0.5474,-0.2508,0.7109,0.8431,3.3485,-1.2319,-1.1735,0.8313,-0.7084,1.3837,0.8566,0.619,1.9146,0.7337,0.3832,1.396,0.8169,0.5851,0.6583,0.8668,1.3167,0.9193,0.8392,0.9129,0.0026,1.682,0.1348,-0.1183,-0.1995,DESTRA_PANTALONI
0.0505,4.7284,2.1745,9.7367,-1.1154,-1.0755,11.5658,3.4008,14.2365,-1.3977,0.0121,4.7946,2.1896,8.1431,-0.7577,4.0623,5.7457,2.397,9.0054,0.0492,-0.0469,4.187,0.0124,-89.2355,-0.2648,0.003,0.6394,0.9931,0.9072,1.5531,1.4188,0.9135,0.4088,0.9862,0.823,2.4123,2.0129,0.8345,0.6186,1.4625,-11.0276,2.3642,-17.8262,-7.5401,0.7752,0.9935,0.486,1.2816,0.6269,0.4892,0.6839,1.1957,1.0812,1.7483,1.5809,0.9042,0.0072,6.3098,-0.229,-0.3399,-0.2065,-0.6254,-0.5024,0.5952,3.1714,14.072,3.7513,10.9322,-0.1242,-1.6066,32.5396,5.7043,13.7995,-2.4257,2.9335,28.3493,5.3244,14.0724,-0.5595,-1.9739,1.0811,-0.5477,0.6576,0.7045,1.0714,0.4325,0.4964,1.1478,0.1236,0.2392,1.9353,2.4141,1.0777,0.4464,0.7922,0.7769,0.9806,0.0305,13.8792,0.0393,-0.5662,0.7411,0.4455,0.4573,0.6762,2.719,-0.4944,-0.4671,9.7591,3.124,11.6156,-1.5886,1.1696,1.9804,1.4073,4.435,-0.1748,-0.9538,0.3809,-0.3994,0.2165,0.4805,2.2199,0.0469,0.2309,4.9279,0.1262,1.3635,10.8045,0.4055,0.4819,1.1886,0.2341,0.6131,2.6191,0.0088,4.5378,0.3388,0.9048,0.1951,DESTRA_PANTALONI
-0.47,26.2054,5.1191,28.9428,-1.7584,-1.8647,58.2023,7.629,38.6951,-2.2674,-0.0414,32.2475,5.6787,29.3114,-1.0594,7.8095,59.3661,7.7049,31.9057,0.0064,0.252,11.3432,-0.0602,45.0072,-0.2388,-0.0053,0.671,0.9015,0.6644,1.3435,0.9901,0.737,0.4502,0.8126,0.4414,1.8049,0.9804,0.5432,0.6871,1.2236,-89.6821,1.7808,-130.5233,-73.2943,0.886,0.7372,0.3268,0.8321,0.3688,0.4432,0.748,0.9874,0.9071,1.3201,1.2128,0.9187,0.0139,12.2449,0.8862,0.0863,-0.3592,0.3208,-0.5324,0.0675,1.9664,11.0857,3.3295,9.4422,-0.0662,2.5771,16.9763,4.1202,12.7375,-1.4034,7.3542,3.5175,1.8755,5.6761,0.3427,0.763,0.2674,0.3504,0.8081,1.7753,2.1969,0.653,3.1516,4.8263,0.0789,-0.1981,-2.5129,1.671,1.0254,0.6137,0.7413,1.6635,2.244,0.0554,14.4355,-0.8441,-0.9386,0.9398,-0.4498,0.9043,0.9509,4.7125,-2.6308,-0.1024,3.5414,1.8819,9.1719,-2.1274,1.4568,1.8346,1.3545,4.7018,0.0725,4.3945,-0.3088,-0.0703,0.5053,0.7021,1.3894,0.2553,0.4929,1.9304,0.5473,-9.2919,-16.9784,0.4426,0.256,0.5785,0.5138,1.0023,1.9507,0.0105,3.3028,0.3771,-0.5545,-0.7917,DESTRA_PANTALONI
0.2032,0.6913,0.8314,5.069,-0.8008,-0.3203,6.9145,2.6295,11.5319,-0.9704,-0.1022,4.0456,2.0114,12.1263,-0.4379,2.9216,3.2698,1.8083,8.2198,0.0277,-0.6345,-1.9889,0.0696,3.1344,-0.1096,-0.035,0.3162,0.4134,0.4598,1.3073,1.4542,1.1123,0.1,0.1709,0.2114,1.7091,2.1147,1.2373,0.3969,0.6104,-9.614,1.538,-24.2224,-15.7495,0.481,0.3338,0.3329,0.694,0.6923,0.9975,0.4396,0.418,0.6167,0.951,1.4029,1.4752,0.0027,4.0549,-0.4174,0.0218,0.0963,0.2523,-0.0093,0.3347,2.0843,11.4734,3.3872,9.9569,-0.0897,2.6323,4.2142,2.0528,7.2971,-0.589,8.2075,1.7327,1.3163,6.0072,0.3477,0.7918,0.254,0.3207,1.65,2.5733,1.5596,2.7226,6.6218,2.4322,0.303,-0.256,-0.8448,1.9897,0.9922,0.4987,1.3645,1.6575,1.2147,0.062,14.0719,-0.7793,-0.9005,0.6345,0.3219,0.3145,0.5608,3.1264,-0.3378,-0.4606,0.8782,0.9371,5.2754,-4.6077,1.1497,2.6024,1.6132,6.3542,-0.3333,-0.699,0.28,-0.4006,0.5984,0.3476,0.5809,0.3581,0.1208,0.3375,0.1821,0.4969,2.7288,2.4842,0.4904,0.1974,0.5926,0.492,0.8302,0.0089,2.3028,-0.4681,0.0989,-0.2129,SINISTRA_PANTALONI
0.018,0.0128,0.1131,0.5412,-0.7935,-0.26,0.0252,0.1588,0.773,-4.2353,0.0213,0.0173,0.1316,0.7028,-0.8408,0.3277,0.0164,0.1279,0.6289,0.0405,-0.0693,0.8461,0.055,-12.2017,-0.7936,0.065,0.7123,0.8589,0.8843,1.2059,1.2415,1.0296,0.5073,0.7377,0.782,1.4541,1.5414,1.06,0.3829,0.746,-9.0095,1.9482,-23.529,-12.0776,2.0439,0.7905,0.4604,0.3868,0.2253,0.5824,0.7002,0.7702,0.8606,1.0999,1.2291,1.1174,0.0018,0.4695,0.1011,-0.1862,-0.0711,0.0179,-0.8542,0.1057,7.8316,0.0084,0.0919,0.3264,0.9591,5.5901,0.0154,0.1241,0.4288,0.9262,-1.8871,0.0005,0.0223,1.9368,?,1.401,-4.1501,-2.9623,0.7408,4.1218,5.5638,0.5488,16.9894,30.9555,1.4219,-3.9532,-2.7803,1.3732,0,0,0.7612,0.1685,0.2214,0.0672,15.3088,-0.997,0.5838,-0.5404,0.0149,0.0014,0.038,0.2104,-0.8595,0.0499,0.0026,0.0508,0.266,-0.5393,0.0172,0.0009,0.0298,0.1474,-0.4256,0.2994,0.8659,2.8923,0.7473,1.275,1.7062,0.5584,1.6256,2.911,1.0437,2.2101,2.1175,0.655,1.0945,1.671,0.7912,1.4275,1.8043,0.0004,0.1174,0.7402,0.2755,0.4031,SINISTRA_PANTALONI
0.1415,0.9799,0.9899,4.8445,-1.4624,-0.317,7.0192,2.6494,12.2099,-0.8371,-0.0062,5.1338,2.2658,13.7109,-0.4085,3.1745,3.1762,1.7822,11.6523,0.0214,-0.4463,-22.7854,0.0446,51.0497,-0.0999,-0.002,0.3736,0.4369,0.5554,1.1693,1.4866,1.2713,0.1396,0.1909,0.3085,1.3673,2.2099,1.6163,0.5171,0.7236,-11.276,1.3992,-21.805,-15.5836,0.296,0.2021,0.1652,0.6827,0.5582,0.8175,0.3968,0.3533,0.4158,0.8905,1.0479,1.1767,0.0025,4.4397,-0.0303,0.1807,-0.0738,0.2758,0.1691,0.495,2.3885,11.0331,3.3216,9.8065,-0.0668,1.9736,2.7117,1.6467,6.0984,-0.5449,8.3968,2.298,1.5159,6.131,0.348,1.2102,0.2845,0.235,2.0171,2.1912,1.0863,4.0687,4.8012,1.18,0.2853,-0.1876,-0.6573,2.3287,0.9776,0.4198,1.608,1.5995,0.9947,0.0649,13.6011,-0.796,-0.8831,0.6077,0.3177,0.4454,0.6673,3.858,-0.3164,-0.572,0.5605,0.7487,2.9053,-6.1249,1.081,1.9864,1.4094,5.2701,-0.1895,-0.5554,0.2939,-0.5292,0.8914,0.4735,0.5312,0.7946,0.2242,0.2822,0.3712,1.1041,2.9741,7.1877,0.6615,0.092,1.3279,0.7321,0.5513,0.0092,2.3119,-0.4004,-0.0904,-0.1959,SINISTRA_PANTALONI
-0.0514,5.2291,2.2867,16.8308,-0.6688,-2.7846,33.7067,5.8057,21.7349,-50.7672,-0.2367,46.0122,6.7832,41.9203,-0.8109,4.8385,69.3495,8.3276,28.1605,0.0026,0.0185,0.2171,-0.0106,11.7626,-0.5755,-0.0489,0.3939,0.3371,0.2746,0.8559,0.6972,0.8145,0.1551,0.1136,0.0754,0.7326,0.486,0.6635,0.3164,0.3593,-90.3755,1.1355,-285.5988,-251.5182,24.0219,0.4357,0.3572,0.0181,0.0149,0.8199,0.7744,0.4015,0.5977,0.5185,0.7718,1.4886,0.0201,7.189,-0.211,0.0793,0.2276,0.507,-0.9107,-0.1399,2.1188,12.3036,3.5077,9.0423,-0.2433,5.1081,4.1826,2.0451,6.2945,0.3386,5.0905,23.1786,4.8144,10.4865,-0.1343,0.4148,0.4162,1.0035,1.7151,0.7286,0.4248,2.9416,0.5308,0.1805,-0.5491,1.4251,-2.5953,0.7642,0.7867,1.0294,1.4365,0.8623,0.6003,0.0541,13.7345,0.6985,-0.9616,-0.8673,1.0876,5.3218,2.3069,9.3674,-0.0416,0.6026,1.2277,1.108,4.3643,-0.0592,0.9701,3.7367,1.9331,6.9246,-0.02,1.8047,1.1211,0.6212,2.082,1.1934,0.5732,4.3347,1.4242,0.3286,1.5337,2.752,1.7944,2.1826,1.3248,0.607,2.1464,1.3528,0.6303,0.0113,2.7133,0.8781,0.9667,0.8727,SINISTRA_PANTALONI
-0.1059,0.015,0.1226,0.5615,-3.0512,-0.0853,0.0074,0.0861,0.4991,-1.727,-0.0183,0.0059,0.0767,0.4888,-2.1382,0.1895,0.0112,0.106,0.4626,0.039,1.2423,5.7945,-0.5589,4.6644,-0.4499,-0.0965,1.4241,1.5981,1.1568,1.1222,0.8123,0.7239,2.028,2.554,1.3382,1.2594,0.6599,0.524,1.3379,1.2699,-22.5078,0.9492,-16.8232,-17.7241,0.7573,0.8899,0.2879,1.1752,0.3802,0.3235,1.125,1.1488,1.2137,1.0212,1.0789,1.0565,0.001,0.2839,0.3505,-0.1759,-0.6836,0.8166,-0.6414,-0.3201,7.4186,0.0017,0.0418,0.1569,0.9791,6.3877,0.0025,0.0495,0.1773,0.9726,-0.571,0.0014,0.0372,0.6321,?,1.1614,-12.9929,-11.1874,0.8441,1.123,1.3304,0.7124,1.261,1.77,1.1646,-11.6085,-9.9676,1.157,0,0,0.8851,0.2482,0.2804,0.07,14.3773,-0.9944,-0.2508,0.3124,0.0247,0.0015,0.0388,0.2596,-0.5993,0.0474,0.002,0.045,0.2286,-0.5763,0.0021,0.0008,0.029,0.1709,-1.6756,0.5221,12.0074,22.9963,0.8625,1.3394,1.553,0.7438,1.7941,2.4119,1.1638,0.9088,0.7809,1.1192,2.5409,2.2702,1.1355,1.5187,1.3375,0.0004,0.1099,0.6558,0.0811,0.1843,SINISTRA_PANTALONI
-0.0648,0.6146,0.784,8.6843,-3.8535,-0.1215,1.5391,1.2406,9.4881,-1.0896,0.0982,1.2234,1.1061,7.3772,-1.0045,1.3208,1.6613,1.2889,6.9781,0.0062,0.5338,-0.6603,-0.0491,-1.237,-0.092,0.0744,0.6319,0.7088,0.6082,1.1216,0.9625,0.8581,0.3993,0.5024,0.37,1.2581,0.9264,0.7364,1.3936,1.8651,-157.5118,1.3383,-113.0234,-84.4543,0.3941,0.4862,0.2548,1.2338,0.6466,0.5241,0.9153,1.1772,1.2445,1.2861,1.3597,1.0572,0.0012,1.939,-0.0448,-0.2054,-0.3759,-0.7534,-0.0639,0.1641,-1.86,0.4527,0.6728,3.868,?,-9.5852,0.0309,0.1757,9.6905,?,0.5647,0.0323,0.1797,0.6281,0.2132,0.194,-3.2939,-16.9747,3.8305,3.744,0.9774,14.6729,14.0178,0.9554,0.3992,-22.7272,-56.9388,1,0,0,0.3992,6.1582,15.4282,0.0689,12.0099,-0.9848,0.4918,-0.3873,0.0816,0.063,0.251,1.49,-0.7469,0.159,0.156,0.395,2.5325,-0.5522,-0.1854,0.1573,0.3966,2.1672,-3.4532,0.5132,-0.4399,-0.8573,0.6354,0.6327,0.9959,0.4037,0.4004,0.9918,0.7071,0.3791,0.5361,0.5228,1.7526,3.3525,0.5884,0.6875,1.1686,0.0018,0.6668,0.3953,-0.094,0.0112,SINISTRA_PANTALONI
0.3962,3.1539,1.7759,8.7765,-0.5923,-0.8328,13.4872,3.6725,16.7393,-0.6064,-0.0092,10.7111,3.2728,15.9336,-0.6501,4.3392,9.3743,3.0618,13.0429,0.0111,-0.4757,-43.1472,0.0913,90.6939,-0.1919,-0.0021,0.4836,0.5426,0.58,1.1221,1.1995,1.0689,0.2338,0.2944,0.3364,1.2592,1.4387,1.1426,0.5166,0.52,-22.2308,1.0066,-43.0309,-42.7486,0.529,0.5708,0.4179,1.0792,0.79,0.7321,0.5243,0.5508,0.6729,1.0506,1.2834,1.2216,0.0065,6.5859,-0.3606,0.1018,0.2806,0.7769,0.1162,0.2995,-1.3842,11.1554,3.34,9.712,-10.9689,4.6809,9.5471,3.0898,10.6259,-0.5765,7.0581,1.8162,1.3477,4.7475,0.3962,-0.2957,-0.1961,0.6632,1.081,2.4783,2.2927,1.1685,6.1421,5.2566,2.2905,-2.8576,-1.2476,0.1204,0.1032,0.8573,0.914,2.0457,2.2382,0.0604,14.6381,0.9374,0.8688,0.9447,-0.2928,0.8905,0.9437,4.2009,-2.7225,0.7536,2.4568,1.5674,7.4608,-0.3278,-0.7005,1.6657,1.2906,5.1259,-8.7614,-0.3886,0.4181,-1.0759,0.602,0.7312,1.2145,0.3625,0.5346,1.475,1.668,0.6678,0.4004,0.2008,2.1491,10.7002,0.5631,0.8195,1.4555,0.0075,2.365,-0.7845,0.6958,-0.8658,SINISTRA_PANTALONI
