@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.317,6.7933,2.6064,14.9527,-1.3172,3.6431,21.7514,4.6638,20.8599,-1.1225,9.2491,8.3923,2.8969,12.6885,0.1865,11.2198,9.9723,3.1579,13.8997,0.2276,-0.087,-0.0343,-0.0283,0.3939,0.3247,0.8244,0.5589,0.8997,0.8254,1.6099,1.4769,0.9174,0.3123,0.8095,0.6812,2.5918,2.1812,0.8416,0.7705,-2.9218,-2.0758,-3.7922,-2.6942,0.7105,0.6566,0.4137,0.3586,0.6301,0.5462,0.8668,0.7168,1.1784,1.0758,1.644,1.5007,0.9129,0.0686,16.6133,0.5653,-0.0314,0.0342,-0.058,0.0036,0.9419,-0.1237,0.3584,0.5987,3.6676,-1.7094,-0.8172,1.996,1.4128,5.3243,-8.1172,0.848,2.1085,1.4521,5.2754,-0.0651,0.1514,-0.1459,-0.9637,0.4237,0.4123,0.9729,0.1796,0.17,0.9466,0.4881,7.1742,14.697,2.318,0.2733,0.1179,0.6888,0.6952,1.0093,0.0082,2.3396,0.3096,-0.6004,-0.804,?,?,?,?,?,DAVANTI_PANTALONI
0.3887,3.0826,1.7557,7.8882,-0.8598,-1.0785,6.8534,2.6179,13.5734,-1.5494,9.2727,6.5378,2.5569,11.8108,0.1864,9.927,5.226,2.286,9.4033,0.3526,-0.3604,0.0419,0.0392,-0.1163,-0.1086,0.9341,0.6707,0.6867,0.768,1.0239,1.1452,1.1185,0.4498,0.4715,0.5899,1.0483,1.3114,1.251,0.4421,-1.3477,-0.7119,-3.0485,-1.6104,0.5283,0.7966,0.2922,0.292,0.3668,0.3665,0.9994,0.5812,0.6679,0.8389,1.1492,1.4435,1.256,0.0713,12.3648,-0.5762,-0.7647,-0.6285,0.4263,0.1898,0.9172,0.3442,0.5989,0.7739,3.1655,-0.328,-1.1598,3.2092,1.7914,6.1673,-33.8138,0.2524,0.9134,0.9557,3.2278,-0.202,-0.2968,1.3637,-4.5948,0.432,0.8098,1.8744,0.1866,0.6557,3.5133,0.1305,1.4414,11.0428,13.4552,0.8876,0.066,0.5133,0.9807,1.9107,0.0094,2.3361,-0.83,0.4645,-0.5209,?,?,?,?,?,DAVANTI_PANTALONI
-0.2644,0.4492,0.6702,2.7975,-0.7689,8.7655,4.1346,2.0334,7.2044,0.4653,9.5378,3.5006,1.871,6.9904,0.5005,12.9828,7.4056,2.7213,9.5077,0.5016,-0.0302,-0.0277,-0.0204,0.919,0.6752,0.7346,0.3296,0.3582,0.2463,1.0868,0.7472,0.6875,0.1086,0.1283,0.0607,1.1811,0.5583,0.4727,-0.1939,-0.1736,-0.1271,0.8951,0.6553,0.7321,0.1174,0.113,0.0829,0.9628,0.7063,0.7336,0.3883,0.4002,0.2942,1.0306,0.7577,0.7352,0.0864,18.9285,0.5999,0.4376,0.5243,0.9638,0.9906,0.9911,-0.0952,0.0392,0.1979,0.8452,-1.5255,0.0654,0.0795,0.282,1.0413,-0.6503,0.1154,0.0111,0.1053,0.4626,-0.2802,-1.456,-0.8246,0.5663,0.7018,1.8787,2.677,0.4925,3.5294,7.1664,1.2442,5.0421,4.0526,0.5304,0.9263,1.7463,0.8117,1.8272,2.2512,0.0011,0.5456,-0.744,-0.2226,0.1614,?,?,?,?,?,DAVANTI_PANTALONI
0.0857,3.0218,1.7383,7.5356,-1.1349,0.4517,7.6912,2.7733,11.4196,-1.3691,9.5082,8.0906,2.8444,12.6455,0.1364,10.0486,8.4456,2.9061,11.8646,0.2235,0.1896,0.009,0.0085,0.0475,0.045,0.9462,0.6268,0.6111,0.5982,0.975,0.9543,0.9788,0.3929,0.3735,0.3578,0.9506,0.9107,0.958,0.607,-2.0058,-1.1732,-3.3044,-1.9329,0.5849,0.7323,0.2411,0.231,0.3292,0.3155,0.9584,0.6599,0.5959,0.6351,0.9031,0.9625,1.0658,0.063,13.361,0.1343,-0.5556,-0.5757,-0.474,-0.5042,0.9927,-0.0031,0.4111,0.6412,4.1856,-1.1708,-0.6534,1.4524,1.2051,5.4529,-4.6781,0.882,0.4612,0.6791,2.4824,0.0047,0.0047,-0.0035,-0.7408,0.532,0.9442,1.7747,0.2831,0.8915,3.1494,0.5025,-192.5507,-383.1922,2.0078,0.7731,0.385,0.7676,1.6861,2.1967,0.0073,2.2164,0.048,-0.4509,-0.7118,?,?,?,?,?,DAVANTI_PANTALONI
-0.6009,7.3634,2.7136,16.9943,-2.4911,-2.0273,49.2425,7.0173,31.7973,-3.0378,9.8396,20.8371,4.5648,22.7101,0.0515,12.0648,33.1715,5.7595,24.4786,0.1802,0.2964,-0.0611,-0.0498,-0.206,-0.168,0.8156,0.3867,0.5945,0.4711,1.5373,1.2184,0.7926,0.1495,0.3534,0.222,2.3632,1.4845,0.6282,0.5069,-9.8336,-2.2532,-19.3992,-4.445,0.2291,0.6181,0.2033,0.163,0.3289,0.2637,0.8018,0.5345,0.7483,0.6942,1.4001,1.299,0.9278,0.0689,15.9483,0.4503,-0.4317,-0.516,0.034,-0.6816,0.6464,-0.1908,0.4405,0.6637,3.3443,-1.8579,-0.6687,3.4313,1.8524,9.6194,-1.3949,1.0785,3.3999,1.8439,7.2365,-0.1486,0.2854,-0.1769,-0.62,0.3583,0.3599,1.0046,0.1284,0.1296,1.0092,0.388,2.3226,5.9855,0.2913,0.1857,0.6375,0.3477,0.4621,1.3293,0.0088,3.0253,0.1046,-0.2803,-0.0287,?,?,?,?,?,DIETRO_PANTALONI
0.7421,9.1948,3.0323,15.7928,-0.7004,3.6684,143.6851,11.9869,50.7977,-2.2625,9.5243,20.5121,4.529,21.9412,0.0387,14.5298,66.9973,8.1852,39.3237,0.0536,0.2023,0.0779,0.0511,0.3852,0.2525,0.6555,0.253,0.6695,0.3705,2.6467,1.4645,0.5533,0.064,0.4483,0.1372,7.0049,2.1446,0.3062,0.1847,-7.3743,-2.9211,-39.9334,-15.8182,0.3961,0.5965,0.4069,0.2235,0.6822,0.3747,0.5493,0.3109,0.7198,0.4016,2.3152,1.2918,0.558,0.0706,22.0568,-0.5765,0.11,0.1588,-0.426,-0.5961,0.9469,-0.2104,0.3114,0.558,2.697,-1.924,-0.7568,2.232,1.494,7.9094,-0.6893,1.1597,5.6353,2.3739,9.5073,-0.2758,0.2781,-0.1815,-0.6526,0.3735,0.2351,0.6293,0.1395,0.0553,0.3961,0.5499,0.8634,1.5701,0.197,0.1238,0.6283,0.341,0.2837,0.8319,0.0097,3.1649,0.4113,0.0097,0.4874,?,?,?,?,?,DIETRO_PANTALONI
-0.6365,13.268,3.6425,22.4492,-2.1194,-0.2846,49.2214,7.0158,31.2746,-2.4772,9.7769,37.4548,6.12,30.2799,0.0017,12.1609,48.13,6.9376,32.8474,0.0449,2.2368,-0.0651,-0.0523,-0.0291,-0.0234,0.804,0.5192,0.5952,0.525,1.1464,1.0113,0.8822,0.2696,0.3542,0.2757,1.3142,1.0227,0.7782,0.6846,-294.8051,-9.8774,-430.6426,-14.4286,0.0335,0.8001,0.2373,0.2093,0.2965,0.2615,0.882,0.7178,0.7414,0.6834,1.0328,0.9521,0.9218,0.0671,17.1881,0.6646,-0.3393,-0.5427,0.0979,-0.3585,0.8586,-0.1707,0.5377,0.7333,3.8313,-1.6959,-0.4322,4.9763,2.2308,10.5177,-0.9351,1.2727,6.3594,2.5218,9.7038,-0.2005,0.395,-0.1342,-0.3396,0.3287,0.2908,0.8846,0.108,0.0845,0.7825,0.4742,1.4871,3.136,0.2615,0.1758,0.6724,0.3643,0.3948,1.0839,0.0093,3.5709,0.6648,-0.0842,0.2491,?,?,?,?,?,DIETRO_PANTALONI
0.3169,13.8679,3.724,22.0728,-1.1952,-2.3884,52.9318,7.2754,35.4662,-5.5995,10.3112,32.1814,5.6729,27.9743,0.0504,12.1178,64.2669,8.0167,40.1927,0.0358,-0.1327,0.0307,0.0261,-0.2316,-0.1971,0.8509,0.5119,0.6565,0.4645,1.2825,0.9075,0.7076,0.262,0.4309,0.2158,1.6448,0.8236,0.5007,0.3994,-8.0933,-8.0516,-20.2652,-20.1608,0.9948,1.871,0.3413,0.2412,0.1824,0.1289,0.7067,0.6224,0.789,0.5492,1.2678,0.8824,0.696,0.073,16.7763,-0.0836,-0.2882,-0.0746,-0.7368,-0.895,0.9438,-0.1206,1.5738,1.2545,7.2754,-3.5079,-0.7457,1.7227,1.3125,6.1331,-2.3873,1.2397,5.9979,2.4491,10.3395,-0.1118,0.1617,-0.0973,-0.6015,0.9558,0.5122,0.5359,0.9135,0.2624,0.2872,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.01,2.9335,0.2141,-0.5788,-0.4253,?,?,?,?,?,DIETRO_PANTALONI
-0.8295,5.8479,2.4182,13.0618,-1.568,1.8828,37.4061,6.116,34.1424,-0.4982,10.6682,12.421,3.5243,23.3195,0.1322,12.4124,19.6511,4.433,23.1504,0.168,-0.4406,-0.0778,-0.0668,0.1765,0.1517,0.8595,0.3954,0.6862,0.5455,1.7354,1.3797,0.795,0.1563,0.4708,0.2976,3.0115,1.9035,0.6321,0.7025,-2.2457,-1.7065,-3.1968,-2.4293,0.7599,0.2232,0.1893,0.1828,0.8481,0.819,0.9657,0.3826,0.5601,0.5642,1.4641,1.4748,1.0073,0.0776,17.2425,0.2254,-0.0913,0.018,0.0571,0.4672,0.8566,0.1202,0.8108,0.9004,5.0479,-0.6032,-0.3948,2.7722,1.665,6.5187,-1.3917,-0.3516,4.8008,2.1911,10.8275,-0.5135,-0.3044,-0.3418,1.1229,0.5408,0.4109,0.7599,0.2925,0.1689,0.5774,0.5007,0.517,1.0326,1.1553,0.4401,0.381,0.7744,0.4662,0.6021,0.0039,3.7941,0.0031,0.2696,0.0609,?,?,?,?,?,DAVANTI_PANTALONI
0.2158,0.9758,0.9878,4.015,-0.3747,6.9117,2.2338,1.4946,6.1603,0.3795,9.8173,1.181,1.0868,5.5286,0.5797,12.0831,2.585,1.6078,6.7881,0.5777,0.0312,0.022,0.0179,0.704,0.572,0.8125,0.6609,0.9089,0.6144,1.3753,0.9296,0.6759,0.4368,0.8262,0.3775,1.8914,0.8641,0.4569,-0.2906,-0.1435,-0.1179,0.494,0.4057,0.8211,0.2942,0.222,0.1817,0.7547,0.6176,0.8183,0.6518,0.7262,0.5915,1.1143,0.9075,0.8145,0.0864,17.4531,0.3257,-0.0986,0.1642,0.6483,0.909,0.9039,0.5699,0.0937,0.3061,1.2978,-0.1683,0.3934,0.1233,0.3511,1.2347,-0.4472,-0.097,0.0315,0.1774,0.8224,-2.9528,1.4487,-5.878,-4.0575,0.8719,1.7256,1.9791,0.7602,2.9775,3.9168,0.49,0.3043,0.6211,1.302,5.3385,4.1004,1.051,1.5779,1.5013,0.005,1.2008,0.9347,-0.56,-0.5668,?,?,?,?,?,DAVANTI_PANTALONI
