@RELATION WhereIsSmartphone
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-10.583003,194.99535,13.964073,36.100006,-2.574256,-0.4000705,191.61996,13.842687,36.281723,-0.9063829,-31.0676,9.819842,3.1336627,36.65767,?,26.452847,0.34064436,0.012877419,1.008769,4.4561505,4.417414,1.017615,19.857279,19.513548,1.5072451,0.70926493,0.47057045,0.53069365,?,?,0.9949915,0.9847873,0.9897444,0.32823098,59.40424,-0.90499693,-0.18465778,0.5346174,TASCA_DESTRA_DAVANTI_PANTALONI
-13.686,186.83582,13.66879,36.09999,-5.224149,-6.540427,130.71497,11.433064,37.010605,-0.8353417,-29.141548,11.436218,3.3817477,33.380035,?,2.0925238,0.46963874,0.2244365,1.1955491,4.0419307,3.3808153,1.4293376,16.337202,11.429912,1.7987436,0.9077283,0.50464576,0.28761917,?,?,0.97539586,1.0814846,1.1087646,0.3285291,57.457577,-0.7271535,-0.42948577,0.9021986,TASCA_DESTRA_DAVANTI_PANTALONI
-2.3519993,138.24065,11.757578,29.699997,-2.4941173,-17.589355,10.748551,3.2784984,24.781723,?,-30.61129,2.849748,1.6881196,33.552536,?,0.1337172,0.07683437,0.57460356,3.5862691,6.964896,1.9421008,12.861328,48.50978,3.7717552,0.85546905,0.6318448,0.73859465,?,?,1.0,1.1984638,0.8851789,0.73859465,0.35383165,58.536674,-0.49076602,0.28918108,-0.9105044,TASCA_DESTRA_DAVANTI_PANTALONI
-9.377003,50.670563,7.1183257,26.500015,-15.562447,-3.8371131,13.29043,3.6456041,13.200714,-11.538546,-20.752556,6.7053514,2.5894694,24.237198,?,2.443765,0.4518481,0.18489835,1.9525778,2.7489514,1.4078575,3.81256,7.556735,1.9820632,2.0497372,1.0273468,0.5012091,1.5197473,?,?,2.0074682,1.0933614,0.54464686,0.23093726,34.26561,0.34584337,0.7106662,-0.049274117,TASCA_DESTRA_DAVANTI_PANTALONI
-12.2680025,63.278175,7.954758,29.300003,?,1.2075043,129.9574,11.399886,34.98593,-0.28571388,-19.110289,10.002939,3.1627424,22.167099,?,-10.159801,0.641958,-0.06318608,0.69779277,2.5151458,3.604431,0.48691475,6.3259583,12.991921,3.7686622,1.3217789,0.35072893,0.0,1.0,?,0.8374796,1.3217789,1.5782819,0.22741264,40.258404,-0.38854444,-0.35042173,0.97972876,TASCA_DESTRA_DAVANTI_PANTALONI
-12.522865,154.4877,12.429308,32.899994,-15.071242,-4.241748,220.64465,14.854113,44.623764,-0.70974433,-35.839676,26.37867,5.136017,40.78476,?,2.9522889,0.34941345,0.11835341,0.8367587,2.4200287,2.8921463,0.70016515,5.856539,8.364511,1.665553,0.7564801,0.45419157,0.07843526,?,?,0.7372752,0.8066737,1.0941284,0.38200745,63.013783,-0.9017149,-0.75252295,0.933374,TASCA_DESTRA_DAVANTI_PANTALONI
-30.063038,65.29165,8.080325,42.917038,?,-9.336544,227.75803,15.091654,54.69098,-0.7020678,-21.06176,140.83438,11.867366,34.29904,?,3.219932,1.4273754,0.44329363,0.5354168,0.68088615,1.2716937,0.28667113,0.46360588,1.6172047,1.9024438,1.2512605,0.6577122,0.0,1.0,?,0.78471875,1.2512605,1.5945337,0.3787552,67.79167,-0.34950382,-0.9267885,0.6142065,TASCA_DESTRA_DAVANTI_PANTALONI
-5.5342836,96.06252,9.801149,27.598572,-2.1292388,-0.64674616,203.2423,14.256308,39.538574,-0.4141789,-40.840332,16.38897,4.0483294,44.758606,?,8.557118,0.13551025,0.015835967,0.68749565,2.4210355,3.5215285,0.47265026,5.8614135,12.401164,1.6216893,0.4195616,0.25871885,0.31545052,?,?,0.69801635,0.6166093,0.8833737,0.2169404,63.442795,-0.6035016,-0.7512399,0.9730341,TASCA_DESTRA_DAVANTI_PANTALONI
-7.9938374,104.28655,10.212079,29.338074,-3.3274815,2.525545,448.81982,21.185368,54.899597,-0.5721652,-33.805264,68.06115,8.249918,42.419434,?,-3.165193,0.23646724,-0.074708626,0.48203453,1.23784,2.5679488,0.23235728,1.5322479,6.5943613,1.1290667,0.53179854,0.4710072,0.19414464,?,?,0.53439504,0.6916187,1.2942086,0.17953214,63.779705,-0.43170488,-0.501237,0.96629786,TASCA_DESTRA_DAVANTI_PANTALONI
-10.929737,103.00574,10.149175,36.657715,-3.967742,-2.4194272,266.84143,16.335281,53.518677,-0.44100246,-36.73197,60.672497,7.789255,43.919373,?,4.5174894,0.29755378,0.06586707,0.6213039,1.3029711,2.0971558,0.38601854,1.6977336,4.398062,1.7875909,0.6666435,0.37292847,0.19868529,?,?,0.68495184,0.83465934,1.2185665,0.20425466,62.355637,-0.20226319,-0.6004273,0.8786459,TASCA_DESTRA_DAVANTI_PANTALONI
