@RELATION WhereIsSmartphone
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
5.1503773,10.84398,3.2930198,8.197554,0.066368885,2.1763265,17.500324,4.183339,10.701396,-0.60852736,5.7994957,2.9928236,1.729978,4.791386,0.3931483,2.3665462,0.8880733,0.37526134,0.78717494,1.9035039,2.418146,0.6196445,3.6233275,5.8474293,-0.14393996,0.18773207,-1.3042388,1.319766,1.1120654,0.8426231,0.76602656,1.710894,2.2334657,0.080558635,15.313513,-0.8923376,-0.9190118,0.9771698,TASCA_DESTRA_DAVANTI_PANTALONI
4.446112,11.807435,3.436195,8.953481,-0.009110234,3.438225,11.386469,3.3743842,10.818153,-0.692133,6.236059,2.5623767,1.6007426,4.907245,0.39258122,1.2931417,0.71296823,0.5513458,1.0183176,2.1466255,2.1080117,1.0369707,4.608001,4.4437137,0.018267311,-0.025486123,-1.3951765,1.3878249,1.0982565,0.7913509,0.8276349,1.8245432,2.204527,0.08395102,15.139334,-0.8148265,-0.9360534,0.93962145,TASCA_DESTRA_DAVANTI_PANTALONI
2.0679362,4.809123,2.1929712,5.6766458,-0.03989799,6.615488,0.37094072,0.609049,2.1236339,0.72831726,6.5240827,0.4491415,0.6701802,2.038611,0.7296637,0.31259012,0.31696963,1.0140104,3.6006482,3.2722113,0.908784,12.964667,10.707367,0.82588834,-0.038257256,-0.039582144,1.034631,0.6983665,0.72388744,1.0365437,2.6730812,2.7845654,1.0417063,0.0951865,15.257961,-0.7468656,-0.66618913,0.042186916,TASCA_DESTRA_DAVANTI_PANTALONI
1.914528,0.6650481,0.81550485,3.3591645,0.057536434,4.612194,0.74006623,0.86027104,3.1220577,0.50952405,8.340214,0.34317046,0.5858075,2.5719514,0.7183048,0.41510135,0.22955383,0.5530067,0.9479627,1.3921038,1.4685217,0.89863324,1.9379526,2.1565557,0.0632298,0.03126926,0.49453357,0.5599426,0.39037627,0.6971719,1.0759457,1.3060762,1.2138867,0.09720953,14.866935,0.15068772,-0.44796428,-0.93974406,TASCA_DESTRA_DAVANTI_PANTALONI
3.3210003,4.8224726,2.196013,6.250103,0.16111144,2.6258132,14.36231,3.789764,11.216925,-1.0534638,7.629399,0.91776145,0.9579987,2.8198366,0.6698447,1.2647512,0.43528992,0.3441704,0.5794591,2.2922924,3.9559176,0.33577275,5.2546034,15.649285,-0.20859453,0.20981163,-1.0058347,1.3639427,0.87232286,0.63955975,0.5572029,2.216477,3.9778633,0.08725346,15.365586,-0.82859904,-0.8835684,0.96510315,TASCA_DESTRA_DAVANTI_PANTALONI
4.029545,10.082646,3.1753182,8.272847,0.0509985,4.3950725,11.227908,3.3508072,10.721305,-0.446891,6.195727,0.9824812,0.9912019,3.2654595,0.5520534,0.9168324,0.6503748,0.70937157,0.94762784,3.2035031,3.3805497,0.89799863,10.262432,11.428115,-0.1342555,0.110470526,-0.822838,1.1764575,1.1958317,1.0164682,0.7716269,2.5334404,3.2832453,0.08598891,15.209768,-0.94424546,-0.74667925,0.8831242,TASCA_DESTRA_DAVANTI_PANTALONI
3.4892592,9.84712,3.1380122,8.096363,0.046437006,3.5386982,9.488164,3.0802863,11.74787,-0.8228313,7.0393443,2.6490808,1.6275997,4.1309595,0.52783674,0.986029,0.4956796,0.50270283,1.0187404,1.928,1.8925331,1.037832,3.7171838,3.5816817,-0.07435007,0.0853781,-1.1483258,1.3174311,0.9704695,0.7366377,0.6891771,1.9599231,2.84386,0.08616826,14.993209,-0.55285627,-0.96921533,0.39052713,TASCA_DESTRA_DAVANTI_PANTALONI
4.9063272,5.060652,2.2495892,6.8744655,0.18629892,1.1083158,28.157621,5.3063755,13.346373,-1.3570501,5.9053144,2.7607949,1.661564,4.3353844,0.45254582,4.4268312,0.83083254,0.18768108,0.42394084,1.3538986,3.1936028,0.17972583,1.8330415,10.1991,-0.20483024,0.43917945,-2.1441143,1.492037,1.0668275,0.71501416,0.51508117,1.5856646,3.078475,0.04082703,15.947897,-0.5694709,-0.7660248,0.9469947,TASCA_DESTRA_DAVANTI_PANTALONI
4.8258004,8.509787,2.9171538,8.938064,0.017720934,1.382012,40.100597,6.3325033,15.877216,-0.9126899,4.4064918,2.9353876,1.7132972,5.203273,0.219149,3.4918659,1.095157,0.3136309,0.46066362,1.7026548,3.6960914,0.21221097,2.8990333,13.661091,-0.021283455,0.110419884,-5.188062,1.0961721,1.3655264,1.2457227,0.56294906,1.7177773,3.0513904,0.034430318,15.361455,-0.669234,-0.6924342,0.8971097,TASCA_DESTRA_DAVANTI_PANTALONI
2.8680232,8.013431,2.8308003,8.516119,-0.0626721,3.246682,24.61678,4.9615297,15.542469,-1.0911713,6.607802,1.1132339,1.055099,3.246961,0.58851963,0.8833705,0.4340359,0.4913407,0.5705499,2.6829712,4.7024302,0.32552716,7.1983347,22.112854,0.0619289,-0.108150326,-1.7463628,1.0782316,1.0155809,0.941895,0.5479258,2.6227968,4.786774,0.042027857,15.165374,-0.6409689,-0.7480806,0.8448385,TASCA_DESTRA_DAVANTI_PANTALONI
4.9478626,9.391272,3.0645182,8.713982,0.04035287,1.8177536,33.91511,5.823668,15.397928,-1.026229,4.601009,3.895304,1.9736525,6.1477,0.17272544,2.7219656,1.0753864,0.39507717,0.5262179,1.5527142,2.950706,0.27690524,2.4109213,8.706666,-0.046985235,0.2854698,-6.0757337,1.1948993,1.221918,1.0226117,0.5659191,1.4174377,2.504665,0.03663233,15.329334,-0.564743,-0.8651903,0.7952445,TASCA_DESTRA_DAVANTI_PANTALONI
3.838976,13.685847,3.6994388,9.5792,0.002667417,4.302441,8.236719,2.8699684,8.464098,-0.21397121,6.102965,3.7404382,1.9340212,6.2412043,0.18772224,0.89227855,0.6290346,0.70497555,1.2890172,1.9128222,1.4839385,1.6615654,3.6588888,2.2020733,-0.017173253,0.01776236,-1.0343038,1.3775804,1.2500443,0.9074202,1.1317449,1.534832,1.3561642,0.04372982,14.478856,-0.9830088,-0.8314641,0.91327816,TASCA_DESTRA_DAVANTI_PANTALONI
3.1785543,11.482622,3.3886018,9.077504,0.022912584,4.3169804,7.046312,2.654489,8.846952,-0.356088,6.799131,2.648967,1.6275648,4.97508,0.37857088,0.7362911,0.4674942,0.6349312,1.2765552,2.0820074,1.6309575,1.6295933,4.3347545,2.6600225,-0.09163132,0.07023466,-0.7664918,1.4240565,1.1604451,0.8148869,1.02606,1.8245946,1.7782533,0.045811586,14.686979,-0.9268942,-0.9175186,0.94791365,TASCA_DESTRA_DAVANTI_PANTALONI
2.5409539,13.735029,3.70608,10.226018,-0.071405835,5.2899747,5.2694254,2.295523,7.977063,-0.08626446,6.3585224,2.2932127,1.5143358,5.6232014,0.2776555,0.48033383,0.3996139,0.8319503,1.6144818,2.4473305,1.5158613,2.6065516,5.9894266,2.2978356,1.0758381,-0.31531215,-0.29308516,1.2997059,1.2260644,0.9433398,1.2819277,1.8185402,1.4185982,0.045541096,14.5916195,-0.9137852,-0.91133124,0.9130284,TASCA_DESTRA_DAVANTI_PANTALONI
1.6850127,11.951931,3.4571564,10.235962,-0.34697032,2.2057908,2.1835678,1.47769,6.3013325,0.095857814,8.37112,4.254432,2.0626276,6.657901,0.31820732,0.76390415,0.20128879,0.26350006,2.3395681,1.6760933,0.7164115,5.473579,2.8092892,0.5132454,-3.9467516,-0.84853125,0.21499483,1.0903728,0.77819,0.7136917,1.6244123,1.5374157,0.94644433,0.09186794,13.270032,0.7347929,-0.9050691,-0.89650875,TASCA_DESTRA_DAVANTI_PANTALONI
5.9898453,0.6627773,0.81411135,3.0431528,0.60732216,-2.7774487,0.77239275,0.8788588,3.76199,?,-7.1037,0.5513608,0.7425367,8.131254,?,-2.1565998,-0.84320074,0.39098617,0.9263278,1.096392,1.1835897,0.8580833,1.2020755,1.4008844,-1.2510909,-0.57882726,0.46265802,?,?,1.0,0.80892104,0.3742538,0.46265802,0.101022884,15.870997,0.10227066,0.9225331,-0.27590555,TASCA_DESTRA_DAVANTI_PANTALONI
3.101464,9.150167,3.0249243,8.216222,0.06608647,2.1035566,7.745145,2.78301,10.593717,-1.7023777,7.7450466,5.235367,2.2880924,7.7366624,0.16066028,1.4743905,0.40044487,0.27160025,1.0869254,1.3220289,1.2163014,1.1814069,1.7477605,1.4793892,-0.08712039,0.39260304,-4.5064425,2.2442083,0.95444214,0.42529124,0.775575,1.0619853,1.3692877,0.088701606,14.163116,-0.8057462,-0.90030587,0.97741395,TASCA_DESTRA_DAVANTI_PANTALONI
2.3922231,4.1518216,2.037602,6.501953,0.105828635,3.2580345,0.6437353,0.80233115,2.6191406,0.33548066,7.6435547,1.3548459,1.1639785,3.9335938,0.5620787,0.73425347,0.3129726,0.426246,2.5396023,1.7505496,0.6893007,6.4495792,3.0644236,0.47513545,0.58197933,0.1524178,0.26189554,1.844896,0.8095238,0.43879104,2.4824758,1.6529295,0.66583914,0.098255344,13.293812,-0.98998153,-0.95646054,0.9811377,TASCA_DESTRA_DAVANTI_PANTALONI
1.4521148,3.6845872,1.9195279,6.2578125,0.028502122,2.4913344,0.6645438,0.81519556,2.8496094,0.19213732,8.403713,0.9337396,0.96630204,2.5351562,0.7347231,0.58286625,0.17279443,0.2964564,2.3546839,1.9864678,0.843624,5.544536,3.9460545,0.71170145,0.27089337,0.026147427,0.09652295,1.8261352,0.6740241,0.36909872,2.1960247,2.4684129,1.124037,0.10212292,12.347162,-0.96071106,-0.7853617,0.86276865,TASCA_DESTRA_DAVANTI_PANTALONI
2.4634233,3.090484,1.7579772,5.546875,0.07431552,2.3541594,0.10920847,0.33046705,0.9199219,0.67291665,7.921076,0.50875497,0.7132706,3.296875,0.64403206,1.0464132,0.31099606,0.29720196,5.319675,2.464671,0.4633123,28.298939,6.074602,0.21465829,0.23529412,0.07465619,0.31728882,2.1305556,0.6469844,0.30366933,6.029724,1.6824645,0.27902845,0.09798721,12.738659,-0.945386,-0.8146933,0.61218053,TASCA_DESTRA_DAVANTI_PANTALONI
2.635933,4.251029,2.0618024,7.0273438,0.077435896,1.0123698,0.6116942,0.78210884,2.203125,-0.11462451,8.345209,2.6582308,1.6304082,5.560547,0.4662542,2.6037254,0.31586182,0.12131149,2.636209,1.2645928,0.47970125,6.9495983,1.5991949,0.23011328,-2.6034484,0.12143144,-0.046642542,3.853755,0.7311586,0.18972628,3.1897163,1.2637864,0.39620653,0.10126401,12.041285,-0.8952632,-0.91780084,0.8396015,TASCA_DESTRA_DAVANTI_PANTALONI
2.3616648,3.6759107,1.9172665,5.5214844,0.025508445,2.9123788,0.23842648,0.48828933,1.4082031,0.6173036,7.799726,3.4365988,1.8538066,5.9609375,0.3660158,0.81090575,0.30278817,0.37339503,3.9264967,1.0342321,0.2633982,15.4173765,1.0696362,0.06937862,0.06362855,0.04199773,0.6600454,1.5398089,0.6026174,0.39135852,3.920943,0.9262779,0.23623854,0.099473536,13.07377,0.98302037,-0.9647889,-0.9066751,TASCA_DESTRA_DAVANTI_PANTALONI
-7.769948,0.0053965426,0.07346117,7.9224253,?,5.311997,0.012467117,0.11165625,0.3809576,0.93028736,2.7620413,2.081704E-4,0.014428112,0.045655012,0.9835836,-1.4627169,-2.813118,1.9232142,0.65792257,5.0915303,7.7387986,0.4328621,25.92368,59.889,-1.5583888,-2.8962462,1.8584875,0.0,0.0,1.9649605,20.796082,173.52805,8.344267,0.09809092,15.8439865,0.9985074,-0.37970403,-0.4362898,TASCA_DESTRA_DAVANTI_PANTALONI
-6.8078547,7.8596646E-4,0.028035093,6.855294,?,6.32377,0.0014426926,0.03798279,0.12798357,0.9799447,3.1458192,2.797408E-4,0.016725454,0.058079243,0.98175406,-1.07655,-2.1640959,2.010214,0.7380999,1.6761932,2.2709572,0.54479134,2.809624,5.1572475,-1.0962251,-2.193658,2.0011017,0.0,0.0,2.0047965,53.56386,118.03346,2.2036026,0.09809849,16.277441,0.999483,-0.9193028,-0.9487512,TASCA_DESTRA_DAVANTI_PANTALONI
2.1740952,0.18489331,0.42999223,2.2418878,0.4671624,6.272431,0.19832002,0.44533136,2.3921757,0.64566976,-7.192979,0.04349901,0.20856416,7.715705,?,0.34661126,-0.3022524,-0.8720213,0.96555567,2.0616784,2.1352248,0.93229777,4.2505174,4.5591846,0.45091173,-0.25474828,-0.5649626,0.6232096,?,?,0.9371752,0.29056165,0.31003982,0.09691296,15.639508,-0.9656319,-0.80505276,0.92837286,TASCA_DESTRA_DAVANTI_PANTALONI
6.4838233,9.670111,3.1096802,9.577866,0.01834464,0.8056651,17.703388,4.2075396,11.835413,-0.993345,3.8854806,11.004461,3.3172972,8.368969,-0.019445788,8.04779,1.6687313,0.20735274,0.73907334,0.9374138,1.2683637,0.54622936,0.8787446,1.6087464,-0.030347146,-1.1212063,36.94602,1.6432693,1.1885072,0.7232577,0.8092549,1.1444498,1.4142021,0.03858737,14.409597,-0.76279527,-0.9169653,0.9180537,TASCA_DESTRA_DAVANTI_PANTALONI
4.888717,25.824652,5.081796,16.493805,-0.9324866,-6.543326,2.0401511,1.4283385,9.7798395,?,-0.36776,1.4435282,1.2014692,5.0920224,-1.8979608,-0.74713033,-13.293227,17.792381,3.5578372,4.229652,1.1888266,12.658205,17.889954,1.4133089,0.81379545,2.3865027,2.9325585,?,4.8574305,1.4E-45,1.6865108,3.2391462,1.9206198,0.0408809,14.347171,0.54636854,-0.66358715,-0.8043429,TASCA_DESTRA_DAVANTI_PANTALONI
-0.49902862,25.864933,5.0857577,15.44816,-0.7712819,-8.020006,1.5385305,1.2403752,9.671798,?,1.0522432,3.0836444,1.7560309,6.467109,-0.49645948,0.062222973,-0.47425216,-7.6218176,4.100177,2.8961663,0.7063516,16.811453,8.387781,0.4989325,0.69549656,3.1352572,4.5079403,?,2.0181053,0.0,1.5972377,2.3887272,1.4955364,0.041347545,14.284639,0.17013787,0.059463516,-0.71861494,TASCA_DESTRA_DAVANTI_PANTALONI
-6.9346766,0.0678144,0.26041198,7.210057,?,6.7680635,0.0604762,0.2459191,0.7153621,0.90081364,1.4853958,0.008271709,0.09094894,0.39338195,0.78236026,-1.0246176,-4.6685715,4.556404,1.0589335,2.8632767,2.703925,1.1213404,8.198355,7.3112097,-1.109762,-5.0986557,4.5943685,0.0,1.4E-45,3.9902277,10.078892,18.328388,1.8184923,0.09803205,15.188136,0.99649894,0.72612184,0.66837126,TASCA_DESTRA_DAVANTI_PANTALONI
-5.691801,0.029216185,0.17092742,5.9308167,?,7.772174,0.016835958,0.12975346,0.41912842,0.94746226,1.8286152,0.042532545,0.2062342,0.70563257,0.66635996,-0.7323306,-3.1126292,4.2503057,1.3173246,0.82880247,0.6291559,1.7353444,0.68691367,0.39583707,-0.78465194,-4.2082844,5.3632503,0.0,0.0,3.7720292,14.150357,8.404964,0.5939754,0.0970838,15.29259,0.9301781,0.113923386,-0.25866485,TASCA_DESTRA_DAVANTI_PANTALONI
-6.9455495,0.036963925,0.19226004,7.348369,?,6.665806,0.032977145,0.1815961,0.65518713,0.9055032,1.8665502,0.006769308,0.0822758,0.29219234,0.8518069,-1.0419669,-3.7210622,3.57119,1.0587234,2.336775,2.2071629,1.1208953,5.4605174,4.871568,-1.1704496,-4.375312,3.738146,0.0,1.4E-45,3.5164742,11.21568,25.149082,2.2423146,0.09708911,15.477902,0.9976607,0.8429625,0.8055922,TASCA_DESTRA_DAVANTI_PANTALONI
