@RELATION WhereIsSmartphone
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
0.15849183,0.012587586,0.11219441,0.44611728,-0.48038977,-0.5774446,0.006787139,0.082384095,0.7162071,?,0.66525286,0.002280256,0.047752026,0.176409,0.7707365,-0.27447107,0.238243,-0.8680077,1.3618455,2.3495214,1.7252481,1.8546233,5.5202513,2.9764812,0.20212875,-0.24410404,-1.207666,?,0.39164007,1.4E-45,0.6228887,2.5288804,4.0599236,0.0059670326,1.4218394,0.43245932,-0.7062539,0.1244968,TASCA_DESTRA_DAVANTI_PANTALONI
0.025991786,0.03789898,0.19467661,0.59019053,-0.80120444,-0.6756077,0.00651328,0.08070489,0.8150137,?,0.5340661,0.00827975,0.09099313,0.3369944,0.5157945,-0.038471714,0.048667736,-1.2650263,2.4122033,2.1394649,0.8869339,5.818724,4.5773096,0.78665173,0.32211256,-0.73131233,-2.2703626,?,0.47079977,1.4E-45,0.724148,1.7513362,2.4184785,0.0057439744,1.3802494,0.05228496,-0.721638,0.19995536,TASCA_DESTRA_DAVANTI_PANTALONI
0.56383216,0.01355724,0.116435565,0.41305605,0.4744736,-0.19055048,0.008724293,0.09340392,0.29653755,-1002.7475,-0.048617426,0.009938808,0.099693574,0.44948187,-1.6119336,-2.9589648,-11.597326,3.9193864,1.2465811,1.1679345,0.93691015,1.5539644,1.364071,0.8778007,-1.2588665,-1.3444026,1.0679468,2660.4753,4.567351,0.0017167425,1.39293,0.9189604,0.6597319,0.0039809537,0.8284867,0.89327735,-0.7014964,-0.65575016,TASCA_DESTRA_DAVANTI_PANTALONI
0.47469395,0.021098832,0.14525437,0.5584414,0.27975008,-0.33239576,0.06711611,0.25906777,1.0073202,-1.3431398,-0.39623842,0.02862046,0.16917582,0.679526,-13.941815,-1.4280987,-1.1980008,0.83887815,0.560681,0.8586001,1.5313523,0.31436315,0.73719406,2.3450396,-0.3756419,-0.34209174,0.9106858,1.8035368,17.048716,9.452935,0.5543832,0.82181025,1.4823866,0.0046801055,1.2799013,0.6948757,0.41524673,0.88604206,TASCA_DESTRA_DAVANTI_PANTALONI
-0.21903257,0.0062687164,0.07917523,0.3810417,?,-0.5789503,0.018072205,0.1344329,0.7987418,?,0.29920226,0.027200276,0.16492507,0.4889046,0.08545858,0.37832707,-0.7320552,-1.9349797,0.58895725,0.48006788,0.815115,0.3468706,0.23046517,0.66441256,0.47705242,-8.340577,-17.483566,1.0,2.8E-45,2.8E-45,0.47705242,0.7793785,1.6337376,0.004583452,1.0971847,-0.3117381,-0.5187228,-0.22936305,TASCA_DESTRA_DAVANTI_PANTALONI
-0.00483283,0.024632318,0.15694687,0.4892321,-1.3079194,-0.60057706,0.0052379784,0.07237388,0.70861137,?,0.51659554,0.0117543,0.10841725,0.3390472,0.5286177,0.008046977,-0.009355152,-1.1625673,2.1685567,1.447619,0.6675495,4.702638,2.0956006,0.4456223,0.39126155,-0.7292001,-1.8637153,?,0.29471853,1.4E-45,0.6904096,1.4429617,2.090008,0.00528136,1.2510064,-0.3124723,-0.88262326,0.0773907,TASCA_DESTRA_DAVANTI_PANTALONI
-0.51879567,0.003254842,0.057051223,0.6048202,?,-0.350603,0.001278183,0.035751686,0.42361647,?,0.14803146,0.013165011,0.11473888,0.49484825,-0.502792,1.4797239,-3.5046313,-2.3684359,1.5957632,0.4972266,0.3115917,2.5464602,0.24723428,0.097089395,1.4277542,3.6531267,2.5586524,1.0,4.2E-45,4.2E-45,1.4277542,1.2222337,0.8560533,0.004289443,1.0423999,0.7560759,-0.88917863,-0.68762296,TASCA_DESTRA_DAVANTI_PANTALONI
0.07833911,0.0016743919,0.040919334,0.17809159,0.14957128,-0.6704023,0.0019973374,0.04469158,0.7144677,?,0.71790534,3.803509E-4,0.019502588,0.07251924,0.9054376,-0.11685388,0.10912178,-0.93383104,0.9155938,2.098149,2.2915719,0.838312,4.4022293,5.2513022,-0.043840054,0.04510872,-1.0289384,?,0.27306798,1.4E-45,0.24926472,2.4557838,9.852112,0.0034574568,1.466647,0.7602689,0.6206787,0.9454939,TASCA_DESTRA_DAVANTI_PANTALONI
-0.09073805,0.006087223,0.078020655,0.27232468,-5.367996,-0.6762436,0.007385433,0.08593854,0.8019745,?,0.62612313,0.005784329,0.076054774,0.23262805,0.69723433,0.13417953,-0.14492045,-1.0800489,0.9078657,1.0258483,1.1299559,0.8242202,1.0523646,1.2768003,0.28624365,-0.4285112,-1.4970156,?,0.05565815,1.4E-45,0.33956778,1.1706443,3.447454,0.0031823032,1.4014722,-0.36569896,-0.58109534,0.93061066,TASCA_DESTRA_DAVANTI_PANTALONI
-0.21122257,0.0011785249,0.03432965,0.2583585,?,-0.646378,0.009854285,0.09926875,0.8165734,?,0.5522254,0.0062528094,0.07907471,0.2591933,0.6333363,0.32677874,-0.3824934,-1.1704966,0.34582534,0.43414196,1.2553792,0.11959517,0.18847926,1.5759772,0.3163935,-0.57707536,-1.8239166,1.0,1.4E-45,1.4E-45,0.3163935,0.99677926,3.1504416,0.0031063757,1.4098263,-0.38964975,-0.3404214,0.84373593,TASCA_DESTRA_DAVANTI_PANTALONI
-0.34879678,0.0040447065,0.06359801,0.45610267,?,-0.5895193,0.009943906,0.09971914,0.7316022,?,0.45118266,0.0055544563,0.074528225,0.2892146,0.5298828,0.591663,-0.77307224,-1.306609,0.6377713,0.8533412,1.338005,0.4067523,0.72819126,1.7902573,0.6234299,-1.3991643,-2.2443008,1.0,2.8E-45,2.8E-45,0.6234299,1.5770388,2.529617,0.002867896,1.3894988,-0.39694992,-0.68393826,0.71856254,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2845559,0.029530289,0.1718438,0.48687717,-20.556662,-0.6144556,0.007075776,0.08411763,0.7787819,?,0.3501288,0.020363363,0.14270025,0.44940868,0.06836301,0.4631025,-0.8127178,-1.7549416,2.0428987,1.2042291,0.58947074,4.1734347,1.4501677,0.3474758,0.5961762,-14.07909,-23.615652,?,0.046821266,2.8E-45,0.62517786,1.0833728,1.7329035,0.0026561355,1.252008,-0.644126,-0.9256129,0.41227317,TASCA_DESTRA_DAVANTI_PANTALONI
-0.20370199,0.20631926,0.4542238,1.255226,-1.0262775,0.28169772,0.12326286,0.3510881,0.9165385,-0.52956504,-0.29552418,0.4009178,0.6331807,1.5359237,-0.9861056,-0.7231226,0.6892904,-0.95321375,1.2937602,0.7173684,0.5544833,1.6738153,0.5146174,0.3074517,2.0034835,0.83367556,0.416113,1.0338088,0.80104274,0.774846,1.369529,0.817245,0.59673434,0.0016122628,1.6173445,-0.925621,0.97788846,-0.9447009,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4158037,0.11484533,0.33888838,1.3558,-0.9534386,0.4812547,0.050602652,0.22495033,0.89843047,-0.44669282,-0.45721227,0.14209594,0.37695614,1.4654725,-0.9207315,-0.86399925,0.90943253,-1.0525848,1.5065031,0.89901274,0.59675467,2.2695515,0.80822384,0.35611612,2.3854563,0.9419863,0.39488727,1.1176034,0.9096721,0.81394887,1.5090762,0.92516243,0.6130654,0.002748383,1.642712,-0.9642016,0.9814477,-0.9487731,TASCA_DESTRA_DAVANTI_PANTALONI
0.22502388,0.019802328,0.14072074,0.5786133,-0.22639069,0.025455613,0.05665378,0.23802054,0.77526855,-0.5007089,-0.5180866,0.0045887325,0.06774019,0.58947754,?,8.839853,-0.43433642,-0.049133893,0.5912126,2.0773597,3.5137272,0.34953234,4.3154244,12.346281,0.41293064,0.18119693,0.43880722,0.9132798,?,?,0.74633914,0.9815697,1.3151791,0.0040677553,0.96901786,-0.8803342,-0.8128488,0.93541944,TASCA_DESTRA_DAVANTI_PANTALONI
0.29701632,0.01438801,0.11995003,0.46194685,-0.117812224,-0.6488196,0.0027286448,0.05223643,0.77105564,?,-0.56939554,0.0021945862,0.046846412,0.65756726,?,-0.4577795,-0.52163446,1.1394885,2.2962909,2.5604956,1.1150572,5.272951,6.556138,1.2433528,0.06314337,0.07404118,1.1725882,?,?,1.0,0.5991096,0.70250887,1.1725882,0.006339623,1.5175225,0.17057317,0.25943246,-0.80505955,TASCA_DESTRA_DAVANTI_PANTALONI
-0.75054747,3.944633E-4,0.0198611,0.77976626,?,-0.37947506,0.0017379845,0.041689143,0.5021604,?,-0.29339433,8.642104E-4,0.029397456,0.3362442,?,1.9778572,2.5581527,1.293396,0.4764094,0.6756061,1.4181207,0.22696595,0.45644358,2.0110664,1.5528232,2.3190475,1.4934396,1.0,1.0,1.0,1.5528232,2.3190475,1.4934396,0.0061856373,1.4234169,-0.12529331,-0.58342266,-0.51238614,TASCA_DESTRA_DAVANTI_PANTALONI
-0.5519726,0.007479265,0.08648274,0.7287018,?,-0.37596536,0.021914134,0.14803423,0.6389022,?,-0.4338671,0.013122388,0.11455299,0.7297089,?,1.4681476,1.272216,0.86654496,0.5842077,0.7549584,1.2922773,0.34129867,0.56996214,1.6699806,1.140553,0.9986198,0.8755576,1.0,1.0,1.0,1.140553,0.9986198,0.8755576,0.0054924632,1.3618057,-0.34833997,-0.30025214,-0.5132528,TASCA_DESTRA_DAVANTI_PANTALONI
-0.010885344,0.4362905,0.6605229,1.4586189,-1.0696292,-0.00226006,0.03473889,0.18638372,0.50656086,-0.9299291,0.02195251,0.5250913,0.72463185,1.51483,-0.9927215,4.8163958,-0.49585873,-0.10295224,3.5438871,0.9115289,0.2572116,12.559137,0.83088505,0.06615781,3.088463,0.99893636,0.32344124,2.6850908,0.9271115,0.34528124,2.8794544,0.9628928,0.33440113,1.8784075E-4,1.5672666,-0.97730637,0.9968702,-0.9834047,TASCA_DESTRA_DAVANTI_PANTALONI
-0.07068319,0.0019703778,0.04438894,0.1805124,-48.642857,-0.68956244,0.0017247786,0.041530453,0.7522603,?,0.022227352,0.011874467,0.10897003,0.36128354,-0.93348724,0.10250441,-3.1800094,-31.023148,1.0688287,0.40734997,0.38111812,1.1423947,0.165934,0.14525102,0.23512629,1.0140376,4.312736,?,0.019460024,7.0E-45,0.23996001,0.49964193,2.0821881,0.0052941367,0.85208356,-0.53845054,0.7199094,-0.21940222,TASCA_DESTRA_DAVANTI_PANTALONI
-0.65372354,0.0019566168,0.04423366,0.7280191,?,-0.32295278,0.023399968,0.15297048,0.4833458,?,-0.542884,0.010047572,0.10023758,0.7531292,?,2.0242078,1.204168,0.59488356,0.2891647,0.4412882,1.5260792,0.08361622,0.19473529,2.3289177,1.5062076,0.966659,0.6417834,1.0,1.0,1.0,1.5062076,0.966659,0.6417834,0.00693933,1.5195602,-0.7037815,0.68389994,-0.976026,TASCA_DESTRA_DAVANTI_PANTALONI
0.12543005,0.0047900467,0.069210164,0.23087488,0.03647034,-0.69006807,0.0030662206,0.055373464,0.7629944,?,0.22776619,0.0063603627,0.07975188,0.28907076,0.26710674,-0.18176475,0.55069655,-3.0297213,1.2498796,0.8678186,0.69432175,1.562199,0.75310904,0.48208266,-0.011453284,0.08294747,-7.2422433,?,0.60750264,4.2E-45,0.30259052,0.7986795,2.639473,0.005629242,1.0432644,-0.03197072,0.025413264,0.8113186,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2793382,4.144148E-4,0.02035718,0.31487697,?,-0.8989788,6.8852474E-4,0.026239755,0.9378845,?,-0.26246452,0.0012181839,0.03490249,0.33969906,?,0.31072834,1.0642895,3.4251442,0.7758144,0.5832587,0.7518018,0.601888,0.34019068,0.56520593,0.33573106,0.9269292,2.7609277,1.0,1.0,1.0,0.33573106,0.9269292,2.7609277,0.007460169,1.4407818,-0.6488622,0.14678513,-0.31561735,TASCA_DESTRA_DAVANTI_PANTALONI
0.5767524,7.911328E-6,0.0028127083,0.00972414,0.9832656,-0.15722106,9.541224E-6,0.0030888873,0.16366692,?,-0.7510946,8.703911E-6,0.002950239,0.7562714,?,-3.668417,-0.7678825,0.20932259,0.91058946,0.9533832,1.0469956,0.82917327,0.9089395,1.0961998,-3.4910042,-0.75549847,0.21641293,?,?,1.0,0.059414208,0.012858003,0.21641293,0.0063996697,1.4850677,0.93988323,0.994828,0.917326,TASCA_DESTRA_DAVANTI_PANTALONI
0.5464229,2.5201886E-4,0.015875101,0.11592594,0.8113849,-0.23698199,0.0023100898,0.048063394,0.38758576,?,-0.70989203,0.01623095,0.12740074,0.7632847,?,-2.305757,-0.76972675,0.3338282,0.33029506,0.12460761,0.3772615,0.109094836,0.015527055,0.14232622,-1.2866586,-0.6533481,0.50778663,?,?,1.0,0.2990975,0.15187772,0.50778663,0.0061776843,1.493297,-0.64991933,0.4910127,-0.9194957,TASCA_DESTRA_DAVANTI_PANTALONI
0.19451766,0.006852311,0.082778685,0.31680027,0.29354417,-0.2359682,0.055872962,0.23637462,0.84942776,?,0.23159578,0.022390805,0.14963557,0.6212439,-0.10257068,-0.82433844,0.83990157,-1.0188795,0.35020125,0.5532019,1.5796686,0.122640915,0.30603236,2.495353,-0.15496996,-2.2776923,14.697638,?,0.79587495,2.8E-45,0.3729573,0.5099451,1.3673016,0.002540447,0.6633962,-0.968479,-0.009964775,-0.074335076,TASCA_DESTRA_DAVANTI_PANTALONI
0.44390827,0.016896378,0.12998606,0.42626953,0.27075446,-0.49719584,0.0033995595,0.05830574,0.5964757,?,0.6803583,9.960287E-4,0.03155992,0.1277278,0.82909685,-0.8928238,0.6524625,-0.7307853,2.229387,4.1187067,1.8474615,4.9701667,16.963747,3.413114,-0.26533428,0.2554145,-0.962614,?,0.7821232,1.4E-45,0.71464694,3.3373275,4.669897,0.0032286167,1.6214631,0.35937497,-0.7128991,0.33241916,TASCA_DESTRA_DAVANTI_PANTALONI
