@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.1391,4.2425,2.0597,11.1762,-0.6105,1.1023,6.7441,2.5969,15.2468,-0.6086,9.9961,18.2164,4.2681,20.146,0.0064,10.7533,14.725,3.8373,18.4604,0.1065,-0.1262,-0.0139,-0.0129,0.1103,0.1025,0.9296,0.7931,0.4826,0.5368,0.6085,0.6768,1.1123,0.6291,0.2329,0.2881,0.3702,0.458,1.2371,0.7344,-32.8304,-1.9257,-44.7039,-2.6222,0.0587,0.7322,0.3423,0.3359,0.4675,0.4588,0.9813,0.733,0.5548,0.6054,0.7568,0.8259,1.0913,0.0698,13.8375,0.2242,-0.4144,-0.3197,0.1736,0.1562,0.975,2.7123,11.852,3.4427,9.578,0.0028,5.1437,7.0574,2.6566,8.7636,-0.2052,6.3805,2.7235,1.6503,6.2412,0.1877,0.5273,0.4251,0.8062,1.2959,2.0861,1.6098,1.6794,4.3517,2.5913,-0.018,0.0186,-1.0343,1.3208,1.25,0.9464,1.0929,1.5346,1.4042,0.0599,14.3996,-0.9823,-0.829,0.896,-0.2844,0.6421,0.8013,4.6356,-3.0578,-0.9404,1.6811,1.2966,4.8151,-4.0794,0.4281,0.6711,0.8192,2.9822,-0.2618,0.3025,-0.6645,-2.1969,0.618,0.9782,1.5827,0.382,0.9568,2.505,0.9033,5.6448,6.249,1.2051,0.4834,0.4011,0.9627,1.5544,1.6146,0.0074,2.3536,0.4875,-0.1814,-0.738,PANTALONI
0.2347,3.2851,1.8125,9.8197,-0.9745,6.9694,21.8827,4.6779,21.8992,-0.4275,9.1961,4.8906,2.2115,10.8474,0.2717,12.4143,9.1398,3.0232,15.942,0.2545,0.0337,0.0255,0.0189,0.7579,0.5614,0.7408,0.3875,0.8196,0.5995,2.1153,1.5473,0.7315,0.1501,0.6717,0.3594,4.4744,2.3942,0.5351,0.739,-1.1979,-0.8903,-1.6209,-1.2047,0.7432,0.3242,0.3339,0.2325,1.0301,0.7174,0.6964,0.4484,0.9053,0.616,2.0188,1.3737,0.6804,0.0813,18.0967,-0.5274,0.0992,-0.2976,0.1592,0.6469,0.8057,2.1372,9.9657,3.1568,9.389,-0.0111,4.9796,5.7249,2.3927,8.8788,-0.3544,7.0159,1.8819,1.3718,4.9751,0.3786,0.4292,0.3046,0.7098,1.3194,2.3012,1.7441,1.7408,5.2955,3.0421,0.0442,-0.0339,-0.7665,1.4165,1.1599,0.8189,1.0575,1.8872,1.7847,0.0624,14.4261,-0.9369,-0.8954,0.9347,-0.3114,0.6735,0.8207,4.0076,-3.0451,-0.8015,1.8934,1.376,5.3726,-6.7564,0.3156,0.5546,0.7447,2.7483,-0.2535,0.3885,-0.9866,-2.5396,0.5964,1.102,1.8478,0.3557,1.2144,3.4142,0.6446,5.4278,8.4199,1.4303,0.4519,0.3159,0.7459,1.4582,1.9549,0.0065,2.0337,0.5509,-0.3527,-0.5998,PANTALONI
0.2797,7.6198,2.7604,15.6064,-0.763,8.0224,23.189,4.8155,23.5394,-0.1635,9.5204,13.2957,3.6463,14.6409,0.0902,13.3251,21.6233,4.6501,19.7459,0.1597,0.0349,0.0294,0.021,0.8427,0.6021,0.7145,0.5732,0.757,0.5936,1.3206,1.0356,0.7841,0.3286,0.5731,0.3524,1.7441,1.0724,0.6149,2.0416,-4.6554,-1.7991,-2.2803,-0.8812,0.3865,0.4376,0.5501,0.3767,1.2572,0.8609,0.6848,0.663,1.0659,0.7904,1.6078,1.1921,0.7415,0.0871,19.7539,-0.5367,-0.0056,-0.2323,0.4679,0.7906,0.8752,1.7277,10.5861,3.2536,10.224,-0.0712,5.8684,4.2594,2.0638,7.9771,-0.0863,6.5031,1.612,1.2697,5.623,0.2777,0.2944,0.2657,0.9024,1.5765,2.5626,1.6255,2.4853,6.5669,2.6423,1.0727,-0.3144,-0.2931,1.2997,1.2261,0.9434,1.2817,1.8183,1.4187,0.0624,14.4008,-0.9235,-0.8962,0.8842,-0.0771,0.7641,0.8741,4.2554,-1.392,-0.8845,1.4024,1.1842,5.1099,-8.4452,0.615,1.8457,1.3586,5.4922,-0.4449,0.0872,-0.1254,-1.4382,0.7381,0.6434,0.8717,0.5448,0.414,0.7598,0.542,1.4643,2.7015,3.2883,0.468,0.1423,0.8328,0.7748,0.9304,0.0076,2.7053,0.2372,0.0019,-0.7699,PANTALONI
0.2293,10.2084,3.1951,25.0521,-0.345,2.9693,17.0996,4.1352,24.2033,-0.4935,9.8388,20.5691,4.5353,28.0127,0.0431,11.3729,24.2054,4.9199,32.2834,0.0918,0.0772,0.0233,0.0202,0.3018,0.2611,0.8651,0.7727,0.7045,0.6494,0.9118,0.8405,0.9218,0.597,0.4963,0.4217,0.8313,0.7064,0.8498,0.8035,-5.0959,-1.97,-6.3419,-2.4516,0.3866,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.8943,0.776,0.864,0.7497,0.8677,0.0714,15.9474,0.444,0.2521,0.3247,-0.1039,0.156,0.9203,1.1271,8.5982,2.9323,10.236,-0.347,2.2233,1.4873,1.2195,6.3013,0.0959,8.7597,3.1404,1.7721,6.6579,0.3182,0.507,0.1287,0.2538,2.4044,1.6547,0.6882,5.7812,2.7379,0.4736,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0632,12.8235,0.6957,-0.9117,-0.8404,0.2789,1.7395,1.3189,5.3561,-0.4124,-0.6215,5.2606,2.2936,11.1813,-3.4021,-0.23,1.4384,1.1993,5.7666,-2.153,-0.4487,-1.2125,2.702,0.575,1.0997,1.9124,0.3307,1.2093,3.6574,0.181,0.3971,2.1945,1.493,2.0735,1.3888,0.479,0.9288,1.939,0.005,3.1465,-0.1928,-0.4934,0.4353,PANTALONI
-0.1292,0.5156,0.7181,3.5885,-1.2743,3.989,1.7441,1.3206,7.4112,0.04,9.5291,3.5942,1.8958,10.2165,0.337,10.4258,3.8898,1.9723,10.2453,0.3865,-0.0324,-0.0136,-0.0124,0.4186,0.3826,0.914,0.5437,0.3788,0.3641,0.6966,0.6696,0.9613,0.2956,0.1435,0.1326,0.4853,0.4484,0.924,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2044,0.1024,0.0945,0.501,0.4622,0.9227,0.4842,0.3512,0.3503,0.7254,0.7234,0.9972,0.0789,14.0865,-0.3363,0.4673,0.3208,0.381,0.5737,0.9735,1.7046,3.268,1.8078,6.0684,-0.0127,2.4647,0.1044,0.3232,0.9922,0.6561,8.3302,0.7627,0.8733,3.9707,0.6004,0.6916,0.2046,0.2959,5.594,2.07,0.37,31.2925,4.2849,0.1369,-0.0402,-0.0128,0.3173,2.0772,0.6031,0.2903,6.1161,1.5283,0.2499,0.0676,12.5141,-0.9122,-0.8181,0.7442,0.282,0.3198,0.5655,2.5155,-0.4141,-0.9247,1.0557,1.0275,4.2516,-6.4839,0.7098,0.3942,0.6278,2.3616,-0.1772,-0.305,0.3973,-1.3027,0.5504,0.9007,1.6365,0.3029,0.8112,2.6781,0.2,2.0722,10.3608,3.1312,0.8867,0.2832,0.5917,1.0652,1.8003,0.0092,2.241,-0.6557,0.7828,-0.5988,PANTALONI
0.2438,0.3324,0.5765,2.7131,-0.4358,10.1121,8.9841,2.9973,12.4584,0.2921,9.1369,7.6111,2.7588,11.5531,0.3101,13.6428,16.5972,4.074,16.9594,0.3021,0.0241,0.0267,0.0179,1.1067,0.7412,0.6697,0.1923,0.209,0.1415,1.0865,0.7357,0.6772,0.037,0.0437,0.02,1.1804,0.5413,0.4586,-0.1602,-0.1585,-0.1122,0.9897,0.7002,0.7075,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2348,0.16,1.0784,0.7346,0.6812,0.0903,19.7137,0.4771,0.4063,0.4481,0.9922,0.9985,0.9976,-5.6306,0.0326,0.1807,5.9308,?,7.8455,0.0248,0.1576,0.5809,0.9286,1.6887,0.0715,0.2674,0.8377,0.6039,-0.7177,-3.3343,4.6459,1.1467,0.6756,0.5892,1.3148,0.4565,0.3472,-0.7847,-4.6433,5.9176,0,0,3.8485,10.209,7.0802,0.6935,0.0649,15.1648,0.9357,-0.3002,-0.616,0.021,0.0442,0.2101,0.8324,-0.8956,-0.0283,0.0529,0.23,0.9337,-1.5245,-0.0874,0.0334,0.1829,0.7877,-1.0302,-0.7416,-0.2401,0.3238,0.9138,1.1489,1.2573,0.835,1.32,1.5809,0.6975,0.984,1.4107,1.1873,1.1319,0.9533,0.8916,1.0568,1.1854,0.0006,0.5179,-0.1733,-0.0857,-0.123,PANTALONI
-0.4177,1.847,1.359,5.6958,-1.6171,-8.1775,3.0644,1.7505,15.3738,?,10.0798,3.0292,1.7405,7.6452,0.5093,13.0863,5.3376,2.3103,10.8956,0.4747,0.0511,-0.0414,-0.0319,-0.8113,-0.6249,0.7703,0.7763,0.7808,0.5882,1.0058,0.7577,0.7533,0.6027,0.6097,0.346,1.0116,0.5741,0.5675,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.086,19.4592,0.5449,-0.1682,-0.3774,-0.7181,-0.9157,0.936,7.0284,0.357,0.5975,2.1745,0.7399,-6.7662,0.456,0.6753,7.6126,?,0.3883,0.092,0.3034,1.5744,-0.1916,-1.0387,18.1004,-17.4252,0.8849,1.9697,2.226,0.783,3.8797,4.955,-0.8125,-24.4347,30.0745,0,6.3267,0,0.2856,1.3812,4.8351,0.0647,14.2113,0.9912,0.2951,0.3788,-0.3369,1.0622,1.0306,4.1888,-2.4626,0.2923,0.9512,0.9753,4.8432,-0.4796,-0.3035,0.4194,0.6476,2.3161,-1.3827,-1.1527,1.11,-0.963,1.0567,1.5914,1.5059,1.1167,2.5325,2.2678,1.8975,2.2165,1.1681,0.3696,1.2445,3.3673,0.8649,1.8086,2.0911,0.0036,2.1752,-0.9245,0.4404,-0.3521,PANTALONI
0.6944,3.3493,1.8301,8.9669,-0.7653,-0.0651,28.951,5.3806,30.5656,-0.9001,9.8874,15.8463,3.9807,22.8646,0.1138,11.2256,20.3781,4.5142,26.9301,0.1154,-10.6611,0.0702,0.0619,-0.0066,-0.0058,0.8808,0.3401,0.4597,0.4054,1.3517,1.1919,0.8818,0.1157,0.2114,0.1644,1.827,1.4207,0.7776,0.2685,-1.3235,-1.1065,-4.9294,-4.121,0.836,0.3158,0.1969,0.1668,0.6235,0.5284,0.8475,0.2934,0.3922,0.333,1.3368,1.135,0.849,0.0708,15.6411,-0.5555,0.1013,0.215,-0.2919,-0.2757,0.9532,7.1009,4.2947,2.0724,8.9243,0.0565,1.8344,12.7734,3.574,11.3778,-0.333,2.6598,18.225,4.2691,12.7503,-0.4445,3.871,2.6697,0.6897,0.5798,0.4854,0.8372,0.3362,0.2356,0.7009,-0.188,-0.1362,0.7244,1.1081,1.0716,0.967,0.7844,0.6999,0.8924,0.0557,14.799,-0.3905,-0.2667,-0.7146,-0.5409,1.1968,1.094,5.7304,-1.5248,-1.0941,2.8677,1.6934,6.9449,-1.6993,-0.1346,5.9031,2.4296,9.4998,-0.6681,0.4944,4.0185,8.1284,0.646,0.4503,0.697,0.4173,0.2027,0.4858,0.7916,0.9096,1.1491,0.8822,0.3985,0.4518,0.8251,0.6032,0.7311,0.0088,4.6973,-0.1758,0.2398,-0.1015,PANTALONI
-0.3169,0.1536,0.392,1.4211,-3.3965,11.2812,1.4351,1.198,5.9815,0.5951,9.7267,0.9612,0.9804,5.0524,0.6096,14.9047,2.3731,1.5405,7.8028,0.6028,-0.0281,-0.0326,-0.0213,1.1598,0.7569,0.6526,0.3272,0.3998,0.2544,1.2219,0.7777,0.6364,0.1071,0.1598,0.0647,1.493,0.6047,0.4051,-0.1249,-0.1392,-0.0927,1.1147,0.7425,0.6661,0.0219,0.025,0.0165,1.1417,0.7521,0.6587,0.2376,0.2813,0.1821,1.1839,0.7666,0.6475,0.1072,21.3733,-0.0974,-0.2338,-0.162,0.9804,0.9962,0.9937,7.3633,0.0037,0.0606,0.2574,0.9655,6.3645,0.0044,0.0667,0.2741,0.9582,-1.1955,0.0109,0.1045,1.342,?,1.1569,-6.1594,-5.3239,0.9096,0.5805,0.6382,0.8274,0.337,0.4073,1.1461,-5.3593,-4.6763,1.1374,0,0,0.9391,0.1918,0.2042,0.0705,14.9232,-0.9641,0.2998,-0.0246,-0.0888,0.0311,0.1763,0.7936,-2.0837,-0.0554,0.0275,0.1659,0.8278,-1.9272,0.0292,0.0122,0.1104,0.6483,-1.3186,1.6026,-3.043,-1.8988,1.0624,1.5969,1.5031,1.1287,2.5502,2.2594,0.984,1.4544,1.4781,0.9101,0.9203,1.0113,0.9587,1.2241,1.2768,0.0008,0.3876,0.7891,-0.3243,-0.3151,PANTALONI
0.2051,4.1403,2.0348,11.1303,-0.6424,3.4923,47.6275,6.9013,33.9946,-0.1933,10.5737,23.3714,4.8344,24.6928,-0.0573,12.6857,38.2542,6.185,30.7727,0.0852,0.0587,0.0194,0.0162,0.3303,0.2753,0.8335,0.2948,0.4209,0.329,1.4275,1.1158,0.7816,0.0869,0.1772,0.1082,2.0379,1.245,0.611,0.7906,3.2543,-1.5185,4.1162,-1.9207,-0.4666,0.2379,0.2902,0.2015,1.2198,0.8469,0.6943,0.3274,0.4508,0.3617,1.3767,1.1047,0.8024,0.0796,17.4817,-0.0691,-0.1722,-0.1482,0.2296,0.6403,0.85,7.3601,3.2999,1.8166,6.9137,0.2612,3.2468,14.8204,3.8497,12.5618,-0.3234,2.0645,9.1104,3.0183,9.257,-0.2379,2.2669,3.5651,1.5727,0.4719,0.6018,1.2754,0.2227,0.3622,1.6268,-0.7963,-1.3743,1.7259,0.9859,1.2514,1.2693,0.5504,0.7469,1.357,0.0593,14.1822,-0.4944,0.1577,-0.9131,-0.1418,1.1543,1.0744,6.6298,-0.8463,-0.3918,2.6843,1.6384,7.9991,-1.7455,-0.7583,3.0049,1.7335,8.8686,-0.7089,0.3619,0.187,0.5167,0.6558,0.6198,0.9451,0.43,0.3842,0.8933,0.5975,0.826,1.3824,1.2325,0.6919,0.5614,0.8288,0.7476,0.902,0.0062,3.65,-0.459,-0.0043,0.212,PANTALONI
